Clapeyron Estimator,,
[method = sat_p_rv_rl_av_al],,
T,out_p,out_rv,out_rl,out_av,out_al
228.09615, 830117.9035030055, 0.49251700865479314, 25.810310321953644 , 223.52258659864083, 889.2308869748562
248.5693174058258, 1.7055560195446035e6, 1.0111927901754, 23.91298766193481 , 221.30183663612252, 741.1730704368409
253.89072457262154, 2.0149841310461708e6, 1.203484345820869, 23.366870207170845 , 219.9098319544444, 700.1401357875001
257.6235668938839, 2.255270568305197e6, 1.3570460525337458, 22.965989436279127 , 218.71303262075986, 670.5994466614529
260.59527747712895, 2.4610375267911516e6, 1.491850208083839, 22.634721367148057 , 217.6243779693079, 646.5949203115911
263.1047738162475, 2.645220674347432e6, 1.6153444263849837, 22.345557069262338 , 216.60763176120764, 625.9626877217863
265.2983640936258, 2.814309197307475e6, 1.731264496454088, 22.084959183113874 , 215.64329036876634, 607.6391196761773
267.2599103407235, 2.9720977627861192e6, 1.8417999070644786, 21.84512948325821 , 214.71932408301447, 591.0123557668975
269.0424848116516, 3.121029245517633e6, 1.9483674397392166, 21.62110752807733 , 213.8276421916358, 575.6938985289759
270.6820543274918, 3.2627843055536747e6, 2.0519502928650297, 21.409512634149607 , 212.9624625560927, 561.4196211335623
272.2042520739412, 3.3985770927481707e6, 2.153267943773802, 21.207919678720764 , 212.1194604364175, 548.0006697850218
273.62806670144926, 3.529318265130146e6, 2.2528697139367195, 21.01451821869947 , 211.295282937132, 535.2966625466497
274.9680026392549, 3.655711479698012e6, 2.351190149761112, 20.82791238873745 , 210.48725276794843, 523.1999654087716
276.2354186888322, 3.778313769185218e6, 2.4485837202592737, 20.64699659083099 , 209.69317763012407, 511.625931848533
277.43939604631555, 3.8975750496055097e6, 2.545347595705895, 20.470874641687995 , 208.91122208877454, 500.50656224244466
278.58732265603663, 4.013864941910454e6, 2.6417372086729705, 20.298805137890344 , 208.13981818632993, 489.7862272288265
279.6852991452431, 4.127491552377977e6, 2.737977265513943, 20.130163313181342 , 207.3776010055812, 479.41869031244863
280.7384284530641, 4.238714972905167e6, 2.834269795896455, 19.964413636761105 , 206.62336080045145, 469.36497766177416
281.75102729101604, 4.347757208266708e6, 2.930800224629663, 19.801089612421983 , 205.87600639601536, 459.59181696295616
