Clapeyron Database File
tc-PR parameters [csvtype = single,sep = ;]
species;Mw;Tc;Pc;acentricfactor;L;M;N;v_shift
2,6,10,15,19,23-hexamethyltetracosane;422.81328;863.0;868000;0.915303;;;;
2,6,8-trimethyl-4-nonanone;184.31836;658.0;1970000;0.648987;0.738938286492488;0.838045761226487;1.63480304315841;0.0025784354651994
2,6-di-tert-butyl-p-cresol~|~2,6-bis(1,1-dimethylethyl)-4-methylphenol;220.35046;724.0;2110000;0.678777;0.607844366695159;0.878799720992739;2.14375796415612;-0.0064368758524676
2,6-diethylbenzeneamine;149.2328;678.0;3120000;0.91165;;;;
2,6-diethylnaphthalene;184.27684;807.0;2580000;0.511844;0.681597209772032;0.821949412253334;1.45815738266421;0.0302642198708399
2,6-dihydroxy-2,6-dimethyl-4-heptanone;174.23742;618.0;2750000;1.34948;;;;
syringol~|~2,6-dimethoxyphenol;154.163;752.2;3785000;0.655096;0.491325878079312;0.82370791350676;2.27339810313078;-0.0016733404304826
2,6-dimethyl-1,3-dioxan-4-ol-acetate;174.194;642.0;2682000;0.549948;;;;
2,6-dimethyl-4-heptanol;144.2545;603.0;2550000;0.802194;0.727544587312079;0.857986835769459;1.97580659585131;-0.0214164293002303
diisobutyl ketone~|~2,6-dimethyl-4-heptanone;142.23862;615.0;2480000;0.511608;0.312195307883758;0.839415044272248;2.72773770904941;-0.0012518402274617
2,6-dimethylheptane~|~2,6-dimethyl-heptane;128.2551;579.0;2300000;0.392729;0.685781688679364;0.816227429640986;1.22229319090058;0.0046807916961459
2,6-dimethylnaphthalene;156.22368;777.0;3170000;0.417678;0.904169765768436;0.904040192225054;1.04651003079387;0.0036469962730657
2,6-dimethyloctane;142.28168;606.0;2170000;0.438586;0.820739128767873;0.848751757905233;1.14820702305534;0.0004759501451686
2,6-xylenol~|~2,6-dimethylphenol;122.1644;701.05;4300000;0.455406;0.306833053195573;0.846952281607668;2.5987513643107;-0.0272773961653132
2,6-dimethylpyridine;107.15306;623.75;3750000;0.345329;0.477506816162582;0.813649497537351;1.49838335206307;0.0060995426571788
2,6-naphthalenedicarboxylicacid;216.18952;904.0;3050000;1.16013;0.561139997680228;0.818150483912577;3.15186705533999;0.0148804925487634
dimethyl-2,6-naphthalenedicarboxylate~|~dimethyl 2,6-naphthalenedicarboxylate~|~2,6-naphthalenedicarboxylicaciddimethylester;244.24268;883.0;2485000;0.68533;0.322802405372995;0.818726540238617;3.09229286175731;0.037611054651847
2,7-dimethylnaphthalene;156.22368;775.0;3230000;0.447712;0.684184538365378;0.857753424939541;1.37705141678697;-0.0034445573136194
2,7-dimethyloctane;142.28168;604.0;2130000;0.441982;0.392821087544471;0.81464896996024;1.99487215322375;0.006876264647947
2-2-(2-butoxyethoxy)ethoxyethanol;206.27928;695.0;2106000;1.14865;;;;
2-2-(2-ethoxyethoxy)ethoxyethanol;178.22612;673.1;2485000;1.174;;;;
2-2-(2-methoxyethoxy)ethoxyethanol;164.19954;657.8;2729000;1.07892;;;;
2-(2-hexoxyethoxy)ethanol~|~2-2-(hexyloxy)ethoxyethanol~|~2-(2-hexyloxyethoxy)ethanol;190.27988;684.0;2410000;1.11096;1.8540986405206;0.999994504811691;0.973233655767247;-0.0311801559197864
2-acetoacetoxyethylmethacrylate;214.21516;724.2;2257000;0.815583;0.927910958947264;0.881084626374105;1.60568456346799;0.0202932320031718
halothane~|~2-bromo-2-chloro-1,1,1-trifluoroethane~|~1-bromo-1-chloro-2,2,2-trifluoroethane;197.3815496;496.0;3920000;0.275046;0.16533397431356;0.845252095562027;2.62700853072479;-0.0062741300371232
2-bromobutane;137.01826;567.0;4630000;0.268354;1.21000064586215;0.999991373388494;0.608692069808714;-0.0164395490882904
2-bromopropane;122.99168;532.0;5510000;0.243197;0.20397980303629;0.862465235366044;2.360980294329;-0.0319680723966905
2-butanol~|~butan-2-ol;74.1216;535.9;4188500;0.580832;2.30250699199355;0.999995384565165;0.472651498311706;0.0030202461648686
2-butoxyethanol~|~2-butoxyethan-1-ol;118.17416;633.9;3270000;0.514308;0.208871461037064;0.815236068937785;3.14024080517359;0.0053931149943298
2-butoxyethyl acetate~|~2-butoxyethanolacetate~|~ethylene glycol monobutyl ether acetate;160.21084;641.2;2480000;0.559754;;;;
2-butyl-1-decanol;214.387;707.6;1713000;1.11419;;;;
2-butyl-1-nonanol~|~2-butyl-nonan-1-ol;200.361;681.5;1826000;1.07617;0.529302190436578;0.813700055794094;3.08187134360854;-0.0054229618170509
2-butyl-1-octanol;186.334;667.3;1941000;0.988948;;;;
2-butyl-2-ethyl-1,3-propanediol;160.2539;732.0;2597000;0.69073;0.142105223607239;0.788263796011249;3.96249081420786;0.0198593748555374
2-butylbenzene~|~sec-butyl benzene~|~(1-methylpropyl)benzene;134.21816;664.54;2950000;0.279149;1.25055913264874;0.999998301246331;0.609357645147156;0.006521835036191
2-butyne~|~dimethylacetylene;54.09044;473.2;4870000;0.238542;0.490817434646167;0.8276572111158;1.22184587566856;0.0010603273007079
2-butyne-1,4-diol;86.08924;695.0;5860000;1.12976;0.504046182114123;0.811143817701639;3.3154654921051;-0.0013537881268853
2-chloro-1,1,1-trifluoroethane~|~1-chloro-2,2,2-trifluoroethane;118.48549;430.0;3840000;0.246491;0.210331757894591;0.850149644071027;2.28023303054032;0.0072635378270483
chloroprene~|~2-chloro-1,3-butadiene;88.5355;525.0;4260000;0.19743;0.198742997091447;0.85036951465852;2.1077273708743;0.0052852195847504
2-chloropropene~|~2-chloro-1-propene;76.5248;478.0;4710000;0.151519;0.928739524724067;0.984690865625369;0.632158540261561;-0.0039351897936015
tert-butyl chloride~|~2-chloro-2-methylpropane;92.56726;507.0;3900000;0.191449;0.144734488416221;0.848891772442705;2.41884136926251;-0.0081883998566787
2-chloroaniline~|~o-chloroaniline~|~2-chlorobenzeneamine;127.57154;722.0;4590000;0.421327;0.317317230275223;0.855152453422073;2.46878532710882;0.0029201975753804
2-chloro-benzoicacid~|~o-chlorobenzoic acid;156.5664;792.0;4030000;0.663731;0.263057947472541;0.8114455381439;3.30813472744298;0.0299444062644287
2-chlorobutane~|~sec-butyl chloride;92.56726;520.6;3900000;0.290656;0.216780307822945;0.854988078283963;2.47129271091743;-0.0027751775141818
2-chloroethanol~|~1-chloro-2-hydroxyethane;80.5135;585.0;5920000;0.657799;0.623873314569141;0.886191159413637;2.05468104776601;0.0059787242342233
2-chlorophenol~|~o-chlorophenol;128.5563;675.0;5000000;0.437188;0.430278165777071;0.884181095278305;2.07839345126823;-0.0101762090280344
2-chloropropane~|~isopropyl chloride;78.54068;489.0;4540000;0.198553;1.1834516440011;0.999998153497449;0.543762606394995;-0.0038464188027249
2-cyclohexen-1-one~|~2-cyclohexene-1-one;96.1271;684.2;4535000;0.306322;1.06385864511899;0.989832950109708;0.758356104662111;0.0116470936470436
tert-butyl ethyl ether~|~2-ethoxy-2-methylpropane~|~2-ethoxy-2-methyl-propane;102.175;509.4;2934000;0.316231;1.09140996853464;0.939317066011177;0.742204544303653;-0.0041678685650221
2-ethoxyethyl acetate~|~2-ethoxyethanolacetate~|~2-ethoxyethyl ethanoate;132.15768;607.3;3166000;0.55218;0.331849976522392;0.837908695363819;2.75471302664521;-0.004834258536637
2-ethoxy-propane~|~ethyl isopropyl ether;88.14818;489.0;3410000;0.305629;1.23411626194398;0.995190547533504;0.636025584102655;-0.0111983101568646
2-ethyl-m-xylene~|~2-ethyl-1,3-dimethylbenzene~|~1,3-dimethyl-2-ethylbenzene;134.21816;671.0;3020000;0.406602;0.256006567852342;0.835296796071855;2.60014324645755;0.0030575731423777
2-ethyl-p-xylene~|~2-ethyl-1,4-dimethylbenzene~|~1-ethyl-2,5-dimethylbenzene;134.21816;663.0;2880000;0.411418;0.591918971796512;0.810806354890339;1.40082882555608;0.0087177271347856
2-ethyl-1-butanol;102.175;591.2;3535000;0.633017;0.167579507907237;0.727397791695175;2.92688533308938;-0.0063082297832889
2-ethyl-1-butene;84.15948;511.0;3300000;0.252329;0.867264831610222;0.888610608242904;0.818420240995517;-0.0010367867775223
2-ethyl-1-hexanol;130.228;640.4;2756000;0.549753;0.123525255213208;0.706692492987895;2.7095081447916;0.0053753324464138
2-ethyl-1-pentene;98.18606;543.0;2950000;0.307319;0.329908770939015;0.877948593385512;2.15435697493062;-0.0003727607360177
trimethylolpropane~|~2-ethyl-2-(hydroxymethyl)-1,3-propanediol;134.174;708.6;3909000;1.59459;0.734614552620354;0.807643511143261;3.4025169722188;-0.0121090883309681
2-ethyl-2-hexenal~|~2-ethyl-2-hexen-1-al;126.19616;636.0;2640000;0.453529;0.233003529240614;0.830782223547239;2.88822868947174;0.0407221729885068
o-ethylaniline~|~2-ethylaniline~|~2-ethylbenzeneamine;121.17964;704.0;3740000;0.462027;1.2479179248297;0.999998748146407;0.807678149287997;0.0029312146325441
2-ethylbutyricacid~|~2-ethylbutanoic acid;116.15828;655.0;3410000;0.632579;0.760673215171409;0.833819208781998;1.55620384064953;0.0025015591327514
2-ethyl-hexanal~|~2-ethyl hexanal;128.212;619.2;2679000;0.453856;1.29990977876058;0.999927451093809;0.762204857061964;0.0035982978421078
2-ethylhexanoic acid~|~2-ethyl-hexanoicacid;144.211;674.6;2778000;0.801289;0.885545862869893;0.820318424464506;1.5914191258445;0.0042343544174635
di-2-ethylhexylamine~|~2-ethyl-n-(2-ethylhexyl)-1-hexanamine;241.4558;702.0;1470000;0.9179;0.637204629676173;0.813925633240736;2.33133159456897;0.0063050477483762
2-ethylnaphthalene;156.22368;771.0;3170000;0.421298;0.283209505296271;0.847088992165709;2.59649960242971;0.0109828500000378
2-ethylphenol~|~o-ethylphenol;122.1644;703.0;4290000;0.476294;0.211231980407142;0.823531337793134;3.03499266829706;-0.0146774650769106
2-ethylstyrene~|~o-ethylstyrene;132.20228;666.7;2936000;0.396209;1.19697092105719;0.999632356098859;0.770556311242166;0.015702993969894
2-ethyl-tetrahydrothiophene;116.225;657.8;3810000;0.251461;1.55572841887822;0.999947009533625;0.451624391783677;0.0021525188701997
2-ethylthiophene~|~thiophene, 2-ethyl-;112.19272;626.6;4409000;0.293065;1.042097813257;0.999740213488495;0.758168044221147;-0.0114249644151046
2-formylbenzoicacid;150.13144;772.0;3830000;0.818818;1.29139973510273;0.986888388759529;1.15423808193772;0.0335575419621736
2-heptanol;116.20134;608.3;3000000;0.567733;1.51432681011004;0.148463545448085;0.913792600010242;0.0027888177593738
2-heptanone;114.18546;611.4;2940000;0.418982;0.223183306660915;0.833376265219271;2.83846437750704;0.0075434709864461
2-hexanol;102.175;585.3;3311000;0.553;2.60048502468201;0.758730457554529;0.461374519899678;0.0023754095754429
2-hexanone;100.15888;587.61;3287000;0.384626;0.226583268880532;0.838343889009989;2.74687682776818;0.0080670991315365
2-hexoxyethanol~|~2-hexyloxyethanol;146.22732;633.0;2620000;0.900381;;;;
2-hexyne;82.1436;549.0;3530000;0.221387;2.02500600828123;0.998383651714089;0.318335719458857;0.005903644008218
2-hydroxy-1,2,3-propanetricarboxylicacid;192.124;800.2;4987000;2.04824;;;;
alpha-hydroxyisobutyric acid~|~2-hydroxy-2-methylpropanoicacid;104.10452;664.0;4920000;0.983288;0.406701617992079;0.807145715369604;3.41520520190968;-0.0142951638760195
methyl 2-hydroxybenzoate~|~2-hydroxy-benzoicacidmethylester;152.14732;709.0;4090000;0.581326;;;;
hydroxycaproic acid~|~2-hydroxyhexanoicacid;132.15768;683.0;3640000;1.13754;0.497373768865803;0.809704352023556;3.3508124836115;-0.0113345260751847
ethyl lactate~|~dl-ethyl lactate~|~2-hydroxypropanoicacidethylester;118.131;606.95;3740060;0.603226;0.373244714004974;0.839814473846374;2.72065426345828;-0.003042373355436
methyl lactate~|~methyl 2-hydroxypropanoate~|~2-hydroxy-propanoicacid-methylester;104.105;607.3;4234920;0.52972;0.644295554209537;0.856303501501081;1.63816738035389;0.0076697573263975
2-hydroxypropylacrylate;130.142;699.3;3540000;0.63612;;;;
2-hydroxypropylmethacrylate;144.16838;663.0;3140000;0.754444;1.03145621690159;0.874170987675192;1.35220068793259;-0.0002366352422577
2-iodopropane~|~isopropyl iodide;169.99215;578.0;5120000;0.237988;0.235355137289254;0.871730270759114;2.23408653600549;-0.0200125024971417
2-mercaptoethanol~|~ethanol, 2-mercapto-;78.13344;629.0;6270000;0.671564;;;;
2-methoxy1-propanol~|~2-methoxy propanol-1;90.121;588.4;3940000;0.472682;0.627701964432127;0.862271834958144;1.56411434725187;0.0122880075692241
2-methoxyethanol~|~2-methoxyethan-1-ol;76.09442;597.6;5285000;0.454273;0.46311659963856;0.846825785985481;1.92964118458987;0.0045437567197169
guaiacol~|~2-methoxyphenol;124.13722;697.0;4730000;0.570691;0.3034658530006;0.829468318519009;2.91396743162356;-0.0127071934228258
2,4,6-trinitrotoluene~|~2-methyl-1,3,5-trinitrobenzene;227.1311;828.0;3040000;0.897249;;;;
2-methyl-1,3-benzenediamine;122.1677;804.0;4380000;0.579783;;;;
2,6-dinitrotoluene~|~2-methyl-1,3-dinitrobenzene;182.13354;770.0;3400000;0.714206;;;;
2-methyl-1,3-pentanediol;118.17416;639.0;3745000;1.24549;;;;
2-methyl-1,3-propanediol;90.121;697.0;5350000;0.714395;0.837082011241431;0.845712487027288;1.56778387891111;-0.0070012851270489
2-methyl-1,4-dinitrobenzene;182.13354;814.0;3400000;0.712285;;;;
2-methyl-1-butanol;88.148;575.4;3940000;0.587733;1.99835110705587;0.999997996838579;0.557961349087546;-0.0004498765916961
2-methyl-1-buten-3-yne~|~2-methyl-1-butene-3-yne;66.10114;492.0;4380000;0.137046;0.187437806332037;0.840869098307665;1.82083341080483;-0.0029777709863371
2-methyl-1-butene;70.1329;465.0;3447000;0.234056;1.14398509968562;0.999998353185366;0.607232884283147;0.0037099472497235
2-methyl-1-dodecanol~|~2-methyl-dodecan-1-ol;200.361;682.5;1826000;1.07218;0.530519783971605;0.812612565866614;3.0602681299053;-0.0036955047806261
2-methyl-1-heptanol;130.228;608.5;2857000;0.762287;0.572820273466997;0.817139785201585;2.22634337280175;-0.0214176934857369
2-methyl-1-heptene;112.21264;567.0;2600000;0.35513;0.865101258624323;0.914110165367734;0.99749511870942;0.0059379880360466
2-methyl-1-hexanol;116.20134;595.0;3030000;0.773298;0.65840396253694;0.815196627294917;1.99847422699726;-0.0049690835162523
2-methyl-1-hexene;98.18606;538.0;2870000;0.309375;0.426320927793117;0.79938254572995;1.47826495327852;0.0034150047381692
2-methylindene~|~2-methyl-1h-indene;130.1864;711.0;3460000;0.350814;0.384718954846978;0.804711098201509;1.71565857456155;0.0112159592237442
2-methyl-1-nonene;140.2658;616.0;2190000;0.452653;0.693176611749661;0.835507629169114;1.35178483392029;0.0114161033112104
2-methyl-1-octene;126.23922;593.0;2380000;0.405115;0.520801419966968;0.836645431249686;1.59720143037748;0.0111112855518961
2-methyl-1-pentanol;102.17476;604.4;3450000;0.510043;0.0553269346326851;0.756987529423253;3.41799814390612;0.003575856799031
2-methyl-1-pentene;84.15948;505.0;3190000;0.261138;0.328690903415472;0.809224891793382;1.6251529071722;0.0013636926281957
isobutylamine~|~2-methyl-1-propanamine;73.13684;513.73;4215000;0.362734;0.209868054386608;0.839486488553686;2.72646860360716;-0.0058326256404783
isobutyl mercaptan~|~2-methyl-1-propanethiol;90.1872;559.0;4060000;0.252762;0.372355447440963;0.818907311937057;1.49620373046339;-0.0045661694355684
2-methyl-1-tridecanol;214.387;707.7;1713000;1.11536;;;;
2-methyl-1-undecanol;186.334;665.9;1956000;1.03454;;;;
methyl-t-pentyl sulfide~|~methyl t-pentyl sulfide~|~2-methyl-2-(methylthio)-butane;118.24;632.0;3130000;0.283554;0.174441036781996;0.838514322126597;2.58542915243203;0.0070006604245962
methyl t-butyl sulfide~|~3,3-dimethyl-2-thiabutane~|~2-methyl-2-(methylthio)-propane;104.214;570.0;3540000;0.233365;0.3795316271442;0.786679088671216;1.34801751189101;-0.0049385841576789
2-methyl-2,4-pentanediol;118.17416;621.0;4010000;1.15798;;;;
2-methyl-2-butanol~|~2-methylbutan-2-ol;88.1482;543.7;3710000;0.481975;4.64823035210529;0.999485826960446;0.201678141215645;0.0002620142530556
2-methyl-2-butene;70.1329;470.0;3420000;0.28703;0.337575440540904;0.842483184236031;1.80221273491654;0.0071612715684854
2-methyl-2-pentene;84.15948;514.0;3160000;0.244478;1.22619894493191;0.999998281658138;0.581956374382253;0.0053471836721038
2-methyl-2-propenamide;85.10448;741.0;5450000;0.420895;;;;
allyl methacrylate~|~2-methyl-2-propenoicacid2-propenylester;126.1531;600.0;3020000;0.388116;0.534987420491362;0.771630570775034;1.39948347383124;0.0094320870722907
n-butyl methacrylate~|~butyl 2-methyl-2-propenoate~|~2-methyl-2-propenoicacidbutylester;142.19556;619.0;2630000;0.446698;1.34000339703682;0.999998379920665;0.727481472393829;0.0108156795545799
2-methyl-2-propenoicacidhexadecylester;310.51452;793.0;1230000;0.976247;;;;
2-methyl-3-ethylpentane~|~3-ethyl-2-methylpentane;114.22852;567.1;2700000;0.329662;1.15835812460076;0.960145236669347;0.709620445804048;0.0017887811246271
2-methyl-3-pentanone~|~ethyl isopropyl ketone;100.15888;567.0;3320000;0.389061;1.12952393311217;0.999998768497973;0.812281943702216;-0.0015243997270346
2-methyl-5-(1-methylethyl)-1,3-cyclohexadiene;136.23404;649.0;2820000;0.380709;1.32834757414432;0.977682376515767;0.665516577452996;-0.004397257531504
propyleneimine~|~2-methylaziridine;57.0944;539.9;5479000;0.229498;1.35438911267343;0.389899408842518;0.552731578223788;0.0060262010976168
o-tolualdehyde~|~2-methylbenzaldehyde;120.14852;694.0;3670000;0.434613;0.415952471071335;0.851388725417371;2.04980683603706;0.0165411245682183
o-toluidine~|~2-methylaniline~|~2-methyl-benzeneamine;107.15306;716.5;4700000;0.384222;0.266597687257442;0.817587358459186;2.30417631824377;-0.0047145728236233
o-tolualcohol~|~2-methylbenzenemethanol;122.1644;691.0;3920000;0.742895;;;;
o-toluic acid~|~2-methyl-benzoicacid~|~2-methylbenzoic acid;136.14792;751.0;3860000;0.657237;0.329000991057016;0.808688654271888;2.88505504234025;0.0096464716406934
2-methylbutanal~|~butanal, 2-methyl-~|~2-methylbutyraldehyde;86.1323;543.2;3829000;0.377872;0.211272352596382;0.837418601632909;2.76357991482587;-0.0008780403773287
2-methylbutyric acid~|~2-methylbutanoic acid;102.1317;643.0;3890000;0.589443;0.979049036339826;0.886395362511834;1.20412588461872;0.0045278946369164
2-methyldecane;156.308;631.8;1982000;0.522963;1.25217234644024;0.973214208220455;0.871118888847756;0.0106811585230824
2-methyldodecane;184.361;668.0;1717000;0.618848;0.597596212158889;0.834773427044262;1.89600029967065;0.019833749411473
2-methylheptanal;128.212;605.7;2682000;0.48688;1.41708418071481;0.875511487604708;0.733789662445416;0.0041153142351246
2-methylheptane;114.22852;559.7;2500000;0.379538;0.439227952439679;0.820545452778831;1.69551932258522;0.0040480946157586
2-methylhexanal;114.18546;592.0;2850000;0.460901;0.408385460089542;0.7970400724882;1.92443627554224;0.0075942023927194
2-methylhexane;100.20194;530.4;2740000;0.328006;0.398498362068195;0.812643419957282;1.63843205268668;0.0007144603135658
2-methylhexanoicacid;130.18486;666.0;3110000;0.695679;0.948018411317054;0.863844400109493;1.38098926664617;0.0001049565377325
diisobutylamine~|~2-methyl-n-(2-methylpropyl)-1-propanamine;129.24316;580.0;2570000;0.485362;1.09273960852675;0.973001935760705;0.961827826200746;-0.0123533465607727
2-methylnaphthalene;142.1971;761.0;3500000;0.378102;0.274438730141391;0.852538511131138;2.50911922307429;0.0086327734341722
2-methylnonane~|~2-methyl-nonane;142.28168;610.0;2120000;0.472342;0.41719130224895;0.809473551009703;1.97779171892949;0.0083347508443622
2-methyloctanal;142.23862;638.3;2500000;0.548285;0.870159336429723;0.84536416079842;1.25935631346112;0.0038803654775248
2-methyloctane;128.2551;582.87;2310000;0.460207;0.592027483576558;0.835276644928008;1.55789254243828;0.0019503782234993
2-methyloctanoic acid~|~2-methyl-octanoicacid;158.23802;694.0;2540000;0.791271;0.632793750343341;0.819980156495805;2.11858686089765;0.0023011465789237
isohexane~|~2-methylpentane;86.17536;497.7;3040000;0.279149;0.34964704947121;0.820872098862539;1.65903188412536;-0.0030973743697521
o-cresol~|~2-methylphenol;108.13782;697.55;5010000;0.43385;0.186243996212681;0.823760436934408;3.03017320038396;-0.0075841411959208
ethyl isobutyrate~|~ethyl 2-methylpropanoate~|~2-methylpropanoicacidethylester;116.15828;553.15;3040000;0.426365;0.306782144579638;0.82596191061867;2.33775011047779;-0.0013590947967043
methyl isobutyrate~|~methyl 2-methylpropanoate~|~2-methylpropanoicacidmethylester;102.1317;540.7;3432000;0.363666;0.38165662834207;0.798196240733601;1.74202628128242;0.0043132896350871
n-propyl isobutyrate~|~n-propyl n-isobutyrate~|~2-methyl-propanoicacidpropylester;130.18486;579.4;2840000;0.483806;0.357795129645685;0.792995244971366;2.13572591776104;-0.0058377925582974
2-methylpyridine;93.12648;621.0;4600000;0.299004;0.460085492928744;0.813848385564643;1.40601101877641;-0.00114443608769
2-methylthiaindan;150.241;788.6;3709000;0.302294;0.99582948187234;0.965376955519778;0.805029416674466;0.0092415424333238
2-methylthiophene;98.16614;609.0;4910000;0.238945;0.309705252330455;0.81460411691859;1.62099065316693;-0.0073737279659365
2-methyltridecane;198.388;684.1;1604000;0.664897;0.583257390606157;0.832947165960999;2.03294541045425;0.0261300851677303
2-methylundecane;170.335;650.7;1842000;0.571842;0.745864972117612;0.843469100818127;1.49059497740724;0.0148878319876727
2-nitroaniline~|~2-nitrobenzeneamine;138.12404;784.0;4420000;0.740952;;;;
2-nitropropane;89.09318;594.0;4450000;0.383568;0.301309263977685;0.859433202184124;2.40480928200631;0.0076150012073377
2-nitrotoluene~|~o-nitrotoluene;137.13598;720.0;3800000;0.487824;0.424469395545078;0.869021647436192;2.2701376419418;0.0086821168382449
2-nonanol;144.255;649.5;2540800;0.6092;0.310124363755776;0.71902188286359;2.28287691377123;-0.0035732235432103
2-nonanone;142.23862;652.5;2410000;0.497855;0.253952566404612;0.827422376792594;2.9547840088309;0.0074461278658261
2-norbornene~|~bicyclo[2.2.1]hept-2-ene;94.1543;583.0;3930000;0.159;0.285269779877192;0.821973773522583;1.4589640230391;-0.0031762050401823
2-octanol;130.228;629.8;2749000;0.58814;0.0719901395979166;0.77333534864359;3.84213373233732;0.0046063649255099
2-octanone;128.21204;632.7;2640000;0.454874;0.231270261216939;0.829307022458311;2.91715248439499;0.0057078112656224
2-oxepanone~|~6-hexanolactone;114.1424;771.0;4630000;0.440258;;;;
2-pentanol~|~pentan-2-ol;88.1482;561.0;3700000;0.554979;0.274292153693787;0.0000010391557173;0.968055608824841;0.0038782073905254
2-pentanone~|~pentan-2-one~|~methyln-propylketone;86.1323;561.08;3694000;0.343288;0.206481133704653;0.841096226240192;2.69811702292947;0.0075762692707931
2-pentoxyethanol;132.201;641.2;3036000;0.622806;0.305819828976179;0.805030815459055;2.86201053469177;-0.0051698690841175
2-pentyne;68.11702;519.0;4030000;0.175199;1.14615097037115;0.999997572132013;0.541447276187749;0.0052135730642214
2-phenylethanol;122.1644;684.0;3920000;0.74293;0.720802300644646;0.894384832171416;1.96169689707689;-0.0006427869995208
2-phenylpropanal~|~2-phenylpropionaldehyde;134.1751;682.0;3300000;0.458874;;;;
2-propanol~|~propan-2-ol~|~isopropanol;60.095;508.3;4765000;0.663;1.31643114598666;0.999998971496774;0.980165599777913;0.0041019591130013
2-propanol-1-methoxy-propanoate~|~1-methoxy-2-propanol propanoate;146.184;611.7;2602000;0.509885;1.60023217360462;0.982846171677388;0.651995687557439;0.0137878139288664
allylamine~|~2-propen-1-amine;57.09438;505.0;5170000;0.326511;1.05023489795205;0.954979365741404;0.789335688569816;0.0036356190782962
2-propenol~|~2-propen-1-ol~|~allyl alcohol;58.07914;545.1;5620000;0.569654;1.37569377740547;0.999998774656801;0.825020659941962;0.0040693662858991
acrylamide~|~2-propenamide;71.0779;776.0;5730000;0.486303;;;;
acrylonitrile~|~2-propenenitrile;53.0626;540.0;4660000;0.310664;0.226998224626248;0.852326361574172;2.51243650106596;0.0250320012205354
ethylene glycol diacrylate~|~2-propenoicacid-1,2-ethanediylester;170.1626;689.0;2700000;0.661766;0.98963723378069;0.963055221876502;1.34276739783978;0.0162234981798731
isopropyl acrylate~|~2-propenoicacid-1-methylethylester;114.1424;560.0;3310000;0.40508;0.368516172418642;0.867080943232187;2.23895698513558;-0.0046837344511858
sec-butyl acrylate~|~2-propenoicacid-1-methylpropylester;128.16898;580.0;2970000;0.4418;1.3404728977621;0.999998621693409;0.725528873746874;-0.0031413557198218
2-ethylhexyl acrylate~|~2-ethylhexyl 2-propenoate~|~2-propenoicacid-2-ethylhexylester;184.2753;655.0;2070000;0.673033;0.756171773011963;0.907408978800645;1.76374169995149;0.0041849786074208
2-propenoicacid-2-hydroxyethylester;116.11522;662.0;3980000;0.864126;;;;
isobutyl acrylate~|~2-methylpropyl 2-propenoate~|~2-propenoicacid-2-methylpropylester;128.16898;587.0;2950000;0.455142;0.728043362899562;0.871502985485117;1.34132326784362;-0.0016015777193652
n-butyl acrylate~|~butyl 2-propenoate~|~2-propenoicacidbutylester;128.16898;598.0;2910000;0.481708;0.274447900552356;0.835732048600657;2.79443946863549;-0.0006540252675604
ethyl acrylate~|~ethyl propenoate~|~2-propenoicacidethylester;100.11582;553.0;3680000;0.371797;1.15719595173102;0.999998691227938;0.770325288480649;0.0055210868925842
n-propyl acrylate~|~2-propenoicacidpropylester;114.1424;569.0;3250000;0.431548;0.870346372668208;0.872258169321365;1.09404106957162;0.0013644698229793
2-propoxyethanol~|~ethylene glycol monopropyl ether;104.14758;615.2;3651000;0.486759;0.215923145937782;0.822992302904306;3.04638118246128;0.008352413390562
2-propylthiophene~|~2-n-propylthiophene;126.2193;649.2;3897000;0.340719;0.891088017066063;0.94171167094612;0.960947933572382;-0.0133913646056723
2-pyrrolidinone,1-ethyl;113.1576;736.1;4358000;0.405463;;;;
2-pyrrolidon~|~2-pyrrolidone~|~2-pyrrolidinone;85.10448;802.0;6170000;0.432428;0.4089180822814;0.805787259188418;1.87701566350861;0.0106065224636919
2-tert-butoxy-propan-1-ol;132.20074;600.6;2720000;0.486668;0.646107413473098;0.830565206410767;1.49707759840814;0.0053290213406195
2-vinyltoluene~|~o-methylstyrene~|~1-ethenyl-2-methylbenzene;118.1757;659.0;3470000;0.341159;1.30458834304744;0.999998431101872;0.638313146835756;0.0052018769152031
3-(methylthio)-propanal~|~3-(methylmercapto)propanal;104.17072;650.0;4020000;0.41678;1.25193547811202;0.999998225783807;0.753034352968388;0.0169534205207997
r1243zf~|~3,3,3-trifluoropropene~|~3,3,3-trifluoro-1-propene~|~1,1,1-trifluoro-2-propene;96.0511296;378.59;3609000;0.265309;0.517054119912929;0.944826452262607;1.48759783772645;0.014016967178118
3,3,5-trimethylheptane;142.28168;609.5;2320000;0.384666;0.370996738559251;0.809690573827231;1.86564249079304;-0.0030051818513626
3,3-diethylpentane;128.2551;610.05;2674980;0.33809;0.229961091120397;0.848165101946843;2.57887927181281;-0.0034338527764971
3,3-dimethyl-1-butene;84.15948;480.0;3290000;0.228457;0.168277500308684;0.845566434909085;2.39623970001864;-0.0122299282399774
3,3-dimethyl-2-butanone;100.15888;564.0;3320000;0.327309;0.222225577978585;0.832895768345375;2.30374135326685;-0.0015217286258017
3,3-dimethylhexane;114.22852;562.0;2650000;0.320234;0.30538512947583;0.824662899020356;1.96649845403196;0.0033593453987631
3,3-dimethylpentane;100.20194;536.4;2950000;0.267868;0.26056051017253;0.83859417565987;2.03678644596675;-0.0083128603406323
