Clapeyron Database File,
homosegmented GC-PPCSAFT Groups [csvtype = groups,grouptype = gcPCPSAFT]
species,groups
species,groups
methanol,"[""CH3"" => 1, ""OH"" => 1]"
ethanol,"[""CH3"" => 1, ""CH2"" => 1, ""OH"" => 1]"
propanol~|~1-propanol~|~propan-1-ol,"[""CH3"" => 1, ""CH2"" => 2, ""OH"" => 1]"
butanol~|~n-butanol~|~1-butanol~|~butan-1-ol,"[""CH3"" => 1, ""CH2"" => 3, ""OH"" => 1]"
1-pentanol~|~pentan-1-ol,"[""CH3"" => 1, ""CH2"" => 4, ""OH"" => 1]"
1-hexanol~|~hexan-1-ol,"[""CH3"" => 1, ""CH2"" => 5, ""OH"" => 1]"
1-heptanol~|~heptan-1-ol,"[""CH3"" => 1, ""CH2"" => 6, ""OH"" => 1]"
1-octanol~|~octan-1-ol,"[""CH3"" => 1, ""CH2"" => 7, ""OH"" => 1]"
1-nonanol~|~nonan-1-ol,"[""CH3"" => 1, ""CH2"" => 8, ""OH"" => 1]"
2-propanol~|~propan-2-ol~|~isopropanol,"[""CH3"" => 2, "">CH"" => 1, ""OH"" => 1]"
tert-pentanol~|~2-methyl-2-butanol~|~2-methylbutan-2-ol,"[""CH3"" => 3, ""CH2"" => 1, "">C<"" => 1, ""OH"" => 1]"
methylamine~|~methanamine,"[""CH3"" => 1, ""NH2"" => 1]"
ethylamine~|~ethanamine,"[""CH3"" => 1, ""CH2"" => 1, ""NH2"" => 1]"
propylamine~|~n-propylamine~|~1-propylamine~|~propan-1-amine,"[""CH3"" => 1, ""CH2"" => 2, ""NH2"" => 1]"
2-propylamine~|~2-propanamine~|~isopropylamine,"[""CH3"" => 2, "">CH"" => 1, ""NH2"" => 1]"
aniline,"[""CH_arom"" => 5, ""C_arom"" => 1, ""NH2"" => 1]"
acetic acid,"[""HCOO"" => 1, ""CH3"" => 1]"
ethane,"[""CH3"" => 2]"
propane~|~n-propane,"[""CH3"" => 2, ""CH2"" => 1]"
butane~|~n-butane,"[""CH3"" => 2, ""CH2"" => 2]"
pentane~|~n-pentane,"[""CH3"" => 2, ""CH2"" => 3]"
hexane~|~n-hexane,"[""CH3"" => 2, ""CH2"" => 4]"
heptane~|~n-heptane,"[""CH3"" => 2, ""CH2"" => 5]"
octane~|~n-octane,"[""CH3"" => 2, ""CH2"" => 6]"
nonane~|~n-nonane,"[""CH3"" => 2, ""CH2"" => 7]"
decane~|~n-decane,"[""CH3"" => 2, ""CH2"" => 8]"
undecane~|~n-undecane,"[""CH3"" => 2, ""CH2"" => 9]"
dodecane~|~n-dodecane,"[""CH3"" => 2, ""CH2"" => 10]"
tridecane~|~n-tridecane,"[""CH3"" => 2, ""CH2"" => 11]"
tetradecane~|~n-tetradecane,"[""CH3"" => 2, ""CH2"" => 12]"
pentadecane~|~n-pentadecane,"[""CH3"" => 2, ""CH2"" => 13]"
hexadecane~|~n-hexadecane,"[""CH3"" => 2, ""CH2"" => 14]"
heptadecane~|~n-heptadecane,"[""CH3"" => 2, ""CH2"" => 15]"
octadecane~|~n-octadecane,"[""CH3"" => 2, ""CH2"" => 16]"
nonadecane~|~n-nonadecane,"[""CH3"" => 2, ""CH2"" => 17]"
eicosane~|~n-eicosane,"[""CH3"" => 2, ""CH2"" => 18]"
c25~|~pentacosane~|~n-pentacosane,"[""CH3"" => 2, ""CH2"" => 23]"
triacontane~|~n-triacontane,"[""CH3"" => 2, ""CH2"" => 28]"
isobutane~|~2-methylpropane,"["">CH"" => 1, ""CH3"" => 3]"
isopentane~|~methylbutane~|~2-methylbutane,"[""CH3"" => 3, "">CH"" => 1, ""CH2"" => 1]"
"neopentane~|~2,2-dimethylpropane","["">C<"" => 1, ""CH3"" => 4]"
isohexane~|~2-methylpentane,"[""CH3"" => 3, "">CH"" => 1, ""CH2"" => 2]"
"2,2-dimethylbutane","[""CH3"" => 4, "">C<"" => 1, ""CH2"" => 1]"
"2,3-dimethylbutane","[""CH3"" => 4, "">CH"" => 2]"
3-methylpentane,"[""CH3"" => 3, ""CH2"" => 2, "">CH"" => 1]"
2-methylhexane,"[""CH3"" => 3, "">CH"" => 1, ""CH2"" => 3]"
cyclopentane,"[""CH2_pent"" => 5]"
cyclohexane,"[""CH2_hex"" => 6]"
methylcyclopentane,"[""CH2_pent"" => 4, ""CH_pent"" => 1, ""CH3"" => 1]"
methylcyclohexane,"[""CH2_hex"" => 5, ""CH_hex"" => 1, ""CH3"" => 1]"
ethylcyclopentane,"[""CH2_pent"" => 4, ""CH_pent"" => 1, ""CH2"" => 1, ""CH3"" => 1]"
ethylcyclohexane,"[""CH2_hex"" => 5, ""CH_hex"" => 1, ""CH2"" => 1, ""CH3"" => 1]"
propene~|~propylene,"[""=CH2"" => 1, ""=CH"" => 1, ""CH3"" => 1]"
butene~|~1-butene,"[""=CH2"" => 1, ""=CH"" => 1, ""CH2"" => 1, ""CH3"" => 1]"
