Clapeyron Database File
tc-RK parameters [csvtype = single,sep = ;]
species;Tc;Pc;acentricfactor;ZRA;L;M;N;Mw;v_shift
n,n-dimethylaniline~|~n n-dimethylaniline;687.15;3.6299999999999995e6;0.4022;0.2545;1.1799;1.0;0.9006;121.17964;3.1951699999999994e-5
dimethylformamide~|~n,n-dimethylformamide;649.6;4.42e6;0.3177;0.2211;0.3542;0.8496;2.2981;73.09378;5.2914599999999996e-5
n-aminoethyl ethanolamine~|~n-(2-aminoethyl)ethanolamine~|~2-(2-aminoethyl)aminoethanol;698.0;4.46e6;1.0473;-123.0;0.5927;0.8203;3.1042;104.15088;-0.00012299999999999998
naphthalene;748.4;4.05e6;0.302;0.2605;0.2449;0.8427;2.6695;128.17052;2.7896999999999997e-5
butane~|~n-butane;425.12;3.796e6;0.2002;0.2731;0.2621;0.8669;2.2996;58.1222;1.0917799999999999e-5
butylacetate~|~n-butylacetate~|~butyl ethanoate~|~n-butylethanoate;575.4;3.09e6;0.4394;0.2576;0.3627;0.8459;2.6158;116.15828;2.6162400000000002e-5
n-butyl acrylate~|~butyl 2-propenoate~|~2-propenoicacidbutylester;598.0;2.91e6;0.4817;0.26;0.5988;0.8923;1.9846;128.16898;2.44502e-5
1-chlorobutane~|~n-butyl chloride;539.2;3.721e6;0.2472;0.2564;0.2014;0.8414;2.6932;92.56726;2.6908399999999998e-5
butylformate~|~n-butyl formate~|~butyl methanoate~|~n-butylmethanoate;559.0;3.51e6;0.3878;0.2569;0.2715;0.8348;2.8118;102.1317;2.4722e-5
butanethiol~|~1-butanethiol~|~butyl mercaptan~|~n-butyl mercaptan;570.1;3.9700000000000005e6;0.2714;0.2636;0.2687;0.8539;2.4884;90.1872;1.9856e-5
butylbutyrate~|~butyl butanoate~|~n-butyl n-butyrate;616.0;2.54e6;0.4815;0.2545;0.3799;0.8435;2.6572;144.21144;3.67095e-5
butylnonanoate~|~n-butyl nonanoate;674.0;1.7399999999999998e6;0.7277;-123.0;0.8509;0.8417;2.6882;214.34434;-0.00012299999999999998
butylpropionate~|~butyl propanoate~|~n-butylpropionate;594.6;2.8e6;0.4644;0.2565;0.2452;0.8159;3.1095;130.18486;3.08549e-5
n-butyl stearate~|~octadecanoicacidbutylester;764.0;1.11e6;1.0246;-123.0;1.3796;0.8549;2.4724;340.58356;-0.00012299999999999998
n-butyl valerate~|~pentanoicacidbutylester;629.0;2.33e6;0.5955;0.2545;0.5253;0.8337;2.6738;158.23802;3.14069e-5
1-butylamine~|~n-butylamine~|~1-butanamine;531.9;4.2e6;0.3292;0.2659;0.2099;0.8301;2.9014;73.13684;1.4532299999999998e-5
butylbenzene~|~n-butylbenzene;660.5;2.89e6;0.3941;0.2596;0.3971;0.843;2.2663;134.21816;3.1447e-5
butylcyclohexane~|~n-butylcyclohexane;667.0;2.57e6;0.2743;0.2578;1.4015;1.0;0.6157;140.2658;4.51738e-5
butylcyclopentane~|~n-butylcyclopentane;621.0;2.72e6;0.3719;0.2596;0.3763;0.8339;2.2252;126.23922;3.25381e-5
butyricacid~|~butanoic acid~|~n-butyric acid~|~n-butanoicacid;615.7;4.06e6;0.675;0.2338;0.6367;0.8685;2.2766;88.10512;3.60051e-5
decane~|~n-decane;617.7;2.11e6;0.4923;0.2517;0.3553;0.831;2.7281;142.28168;4.85857e-5
1-decanethiol~|~decyl mercaptan~|~n-decyl mercaptan;696.0;2.13e6;0.5874;0.2449;0.4172;0.8367;2.7761;174.34668;6.182309999999999e-5
1-decanamine~|~n-decylamine;663.0;2.18e6;0.6664;0.2493;0.3896;0.8213;3.0831;157.29632;4.65644e-5
decylbenzene~|~n-decylbenzene~|~1-phenyldecane;753.0;1.77e6;0.6797;0.2467;0.6176;0.8639;2.3409;218.37764;7.051879999999999e-5
decylcyclohexane~|~n-decylcyclohexane;751.25;1.65e6;0.6627;0.247;0.4975;0.8425;2.6746;224.42528;7.5639e-5
c22~|~docosane~|~n-docosane;787.0;1.06e6;0.9722;0.2299;0.5016;0.8082;3.1243;310.60064;0.00017145609999999999
dodecane~|~n-dodecane;658.0;1.82e6;0.5764;0.2466;0.3887;0.8275;2.8213;170.33484;6.56626e-5
dodecanoic acid~|~n-dodecanoic acid;743.0;1.93e6;0.8983;0.2408;0.2812;0.7843;4.0951;200.31776;6.7685e-5
dotriacontane~|~n-dotriacontane;855.0;750000.0;1.3765;0.2229;0.6585;0.8124;3.2842;450.86644;0.0002670742
eicosane~|~n-eicosane;768.0;1.16e6;0.9069;0.2335;0.5219;0.821;3.0888;282.54748;0.0001404313
neon;44.4;2.653e6;-0.0396;0.3004;0.3275;0.9699;1.2893;20.1797;-7.12e-8
neopentane~|~2,2-dimethylpropane;433.8;3.196e6;0.1957;0.2755;0.1822;0.8476;2.5885;72.14878;1.16767e-5
c21~|~heneicosane~|~n-heneicosane;778.0;1.11e6;0.942;0.2315;0.5302;0.8189;3.1349;296.57406;0.00015334219999999998
heptadecane~|~n-heptadecane;736.0;1.34e6;0.7697;0.2364;0.5161;0.8098;2.6919;240.46774;0.0001171847
heptane~|~n-heptane;540.2;2.74e6;0.3495;0.2605;0.3269;0.8387;2.396;100.20194;2.7826299999999998e-5
heptanoic acid~|~n-heptanoicacid;677.3;3.043e6;0.7599;0.2494;0.3181;0.7784;3.3583;130.18486;3.2124e-5
heptyl acetate~|~n-heptyl acetate~|~heptyl ethanoate~|~aceticacidheptylester;637.0;2.33e6;0.5943;0.2547;0.4161;0.8355;2.7981;158.23802;3.6380899999999996e-5
n-heptyl formate~|~heptyl methanoate~|~formicacidheptylester;628.0;2.54e6;0.5337;0.2527;0.6071;0.8845;2.0742;144.21144;3.7672499999999995e-5
1-heptanethiol~|~heptyl mercaptan~|~n-heptyl mercaptan;645.0;2.77e6;0.4226;0.2544;0.339;0.8437;2.6524;132.26694;3.7722199999999996e-5
1-heptanamine~|~n-heptylamine;607.0;2.85e6;0.5077;0.2561;0.2993;0.8237;3.0306;115.21658;2.96131e-5
heptylbenzene~|~n-heptylbenzene;714.0;2.18e6;0.5272;0.2503;0.5651;0.876;2.1788;176.2979;5.4638599999999996e-5
c26~|~hexacosane~|~n-hexacosane;819.0;910000.0;1.1544;0.2267;0.806;0.7591;1.9786;366.70696;0.0002290245
hexadecane~|~n-hexadecane;723.0;1.4e6;0.7174;0.2366;0.5262;0.8068;2.508;226.44116;0.00011330079999999999
hexane~|~n-hexane;507.6;3.025e6;0.3013;0.2638;0.2773;0.8503;2.5439;86.17536;2.20445e-5
hexatriacontane~|~n-hexatriacontane;874.0;680000.0;1.526;0.2229;0.747;0.7359;2.299;506.97276;0.0003332608
hexylacetate~|~n-hexylacetate~|~hexyl ethanoate;618.0;2.54e6;0.5396;0.2551;0.4187;0.8431;2.6631;144.21144;3.3616e-5
n-hexyl formate~|~hexyl methanoate~|~formicacidhexylester;607.0;2.8e6;0.483;0.2522;0.2783;0.8227;3.0536;130.18486;3.5867499999999995e-5
1-hexanethiol~|~hexyl mercaptan~|~n-hexyl mercaptan;623.0;3.08e6;0.3681;0.2569;0.3348;0.8514;2.5268;118.24036;3.18059e-5
hexylamine~|~n-hexylamine~|~1-hexanamine;584.0;3.18e6;0.4577;0.2582;0.2805;0.827;2.9639;101.19;2.49356e-5
hexylbenzene~|~n-hexylbenzene;698.0;2.38e6;0.479;0.2521;0.4333;0.8548;2.4741;162.27132;4.81848e-5
nitric oxide~|~nitrogen oxide (no);180.15;6.48e6;0.5829;0.2616;0.8681;0.932;1.5954;30.0061;2.6364999999999997e-6
nitrogen;126.2;3.4e6;0.0377;0.2902;0.1902;0.89;2.0106;28.0134;1.347e-6
nitrogen trifluoride;234.0;4.461e6;0.12;0.2779;0.6239;0.909;1.0076;71.00191;4.763099999999999e-6
nitromethane;588.15;6.31e6;0.348;0.2312;0.3408;0.8592;2.4085;61.04002;2.86148e-5
nitrosyl chloride;440.65;9.12e6;0.3005;-123.0;0.5492;0.9222;1.6833;65.4591;-0.00012299999999999998
nitrous oxide;309.57;7.245e6;0.1409;0.275;0.3085;0.8134;1.5675;44.0128;4.3974e-6
n-methylpyrrolidone~|~n-methyl-2-pyrrolidone~|~methyl-2-pyrrolidinone~|~n-methyl-2-pyrrolidinone;721.6;4.52e6;0.3732;0.242;0.3913;0.8627;2.3579;99.13106;3.8114699999999996e-5
methylaniline~|~n-methylaniline;701.55;5.2e6;0.475;0.2861;0.6057;0.8967;1.9369;107.15306;-4.6536e-6
methylformamide~|~n-methylformamide;721.0;5.62e6;0.41;0.2079;0.271;0.8308;2.8875;59.0672;5.32466e-5
n-methylpyrrole;610.0;4.77e6;0.2128;-123.0;1.1895;0.8988;0.6531;81.11578;-0.00012299999999999998
n-methylpyrrolidine~|~1-methyl-pyrrolidine;550.0;4.2e6;0.2258;-123.0;0.2126;0.8486;2.5715;85.14754;-0.00012299999999999998
nonadecane~|~n-nonadecane;758.0;1.21e6;0.8522;0.2334;0.6086;0.8024;2.5271;268.5209;0.0001379895
nonane~|~n-nonane;594.6;2.29e6;0.4435;0.2544;0.3858;0.8294;2.4041;128.2551;4.13357e-5
1-nonanethiol~|~nonyl mercaptan~|~n-nonyl mercaptan;681.0;2.31e6;0.526;0.2502;0.3737;0.8361;2.7876;160.3201;4.9755999999999996e-5
1-nonanamine~|~n-nonylamine~|~1-aminononane;648.0;2.36e6;0.6171;0.253;0.3455;0.8191;3.1297;143.26974;3.840999999999999e-5
octacosane~|~n-octacosane;832.0;850000.0;1.2375;0.2256;0.6052;0.8064;3.4339;394.76012;0.0002172987
octadecane~|~n-octadecane;747.0;1.27e6;0.8114;0.2347;0.55;0.8076;2.654;254.49432;0.00012799439999999998
octane~|~n-octane;568.7;2.49e6;0.3996;0.2569;0.3449;0.8341;2.466;114.22852;3.48304e-5
caprylicacid~|~octanoic acid~|~n-octanoic acid;694.26;2.779e6;0.7734;0.2479;0.502;0.7668;2.5432;144.21144;3.7926299999999996e-5
n-octyl formate~|~octyl methanoate~|~formicacidoctylester;645.0;2.33e6;0.5871;0.2521;0.616;0.8765;2.1721;158.23802;4.0787999999999996e-5
1-octanethiol~|~octyl mercaptan~|~n-octyl mercaptan;667.3;2.52e6;0.4497;0.252;0.3512;0.8354;2.629;146.29352;4.54589e-5
1-octanamine~|~n-octylamine;627.0;2.58e6;0.5694;0.2552;0.3694;0.8296;2.9114;129.24316;3.25553e-5
octylbenzene~|~n-octylbenzene;729.0;2.02e6;0.567;0.2483;0.5556;0.8674;2.2921;190.32448;6.2134e-5
nonanal~|~1-nonanal;658.5;2.68e6;0.4733;0.2623;0.2568;0.8189;3.1353;142.23862;2.6661e-5
c25~|~pentacosane~|~n-pentacosane;812.0;950000.0;1.1053;0.2281;0.6034;0.779;2.5035;352.68038;0.00021100159999999998
pentadecane~|~n-pentadecane;708.0;1.48e6;0.6863;0.2384;0.4935;0.8087;2.5544;212.41458;0.0001023134
pentane~|~n-pentane;469.7;3.3700000000000005e6;0.2515;0.2681;0.2792;0.8535;2.3374;72.14878;1.6209299999999997e-5
bucooh~|~n-bucooh~|~pentanoic acid~|~n-pentanoic acid;639.16;3.6299999999999995e6;0.7066;0.2388;0.3445;0.81;3.3423;102.1317;3.6652599999999995e-5
pentylacetate~|~n-pentylacetate~|~pentyl ethanoate;599.9;2.77e6;0.4478;0.2546;0.4099;0.8546;2.4772;130.18486;3.36762e-5
1-pentanethiol~|~pentyl mercaptan~|~n-pentyl mercaptan;598.0;3.4700000000000005e6;0.3207;0.2623;0.2955;0.8506;2.5397;104.21378;2.3353e-5
pentylamine~|~n-pentylamine~|~1-pentanamine;555.0;3.5799999999999995e6;0.407;0.2613;0.2259;0.8228;3.0505;87.16342;1.97734e-5
pentylbenzene~|~n-pentylbenzene;679.9;2.604e6;0.4378;0.2539;0.5131;0.8793;2.1372;148.24474;4.1829399999999996e-5
propylacetate~|~n-propylacetate~|~propyl ethanoate~|~n-propylethanoate;549.73;3.36e6;0.3889;0.2536;0.2618;0.8322;2.8614;102.1317;2.84264e-5
n-propyl acrylate~|~2-propenoicacidpropylester;569.0;3.25e6;0.4315;0.2597;0.2696;0.8276;2.9505;114.1424;2.29522e-5
propyl benzoate~|~n-propyl benzoate~|~benzoicacidpropylester;710.0;2.85e6;0.5209;0.2525;1.5414;1.0;0.713;164.20108;4.30134e-5
propylformate~|~n-propylformate~|~propyl methanoate~|~n-propylmethanoate;538.0;4.0200000000000005e6;0.3088;0.2572;0.2015;0.8314;2.8759;88.10512;2.26109e-5
1-iodopropane~|~n-propyl iodide;586.3;4.1520000000000005e6;0.223;0.2529;0.2243;0.8523;2.5132;169.99215;2.98046e-5
n-propyl isobutyrate~|~n-propyl n-isobutyrate~|~2-methyl-propanoicacidpropylester;579.4;2.84e6;0.4838;0.2646;0.2832;0.8235;3.0349;130.18486;1.91039e-5
1-propanethiol~|~propyl mercaptan~|~n-propyl mercaptan;536.6;4.63e6;0.2318;0.2688;0.2484;0.8565;2.4478;76.16062;1.34683e-5
propylmethacrylate~|~n-propyl methacrylate;599.0;2.91e6;0.3966;0.2575;0.3497;0.8497;2.5537;128.16898;3.05417e-5
propylbutyrate~|~n-propylbutyrate~|~propyl butanoate~|~n-propylbutanoate~|~n-propyl n-butyrate;593.7;2.72e6;0.4335;0.2539;1.2127;0.9907;0.9148;87.09718;3.63224e-5
propylpropionate~|~propyl propanoate~|~n-propyl propanoate~|~n-propyl propionate;568.6;3.06e6;0.4487;0.2568;0.5214;0.8512;2.0059;116.15828;2.68596e-5
propylamine~|~n-propylamine~|~1-propylamine~|~propan-1-amine;496.95;4.74e6;0.2798;0.2637;1.1081;0.8368;0.7822;59.11026;1.4751399999999999e-5
propylbenzene~|~n-propylbenzene;638.35;3.2e6;0.3444;0.2622;0.2839;0.8438;2.6429;120.19158;2.6318999999999997e-5
propylcyclohexane~|~n-propylcyclohexane~|~1-cyclohexylpropane;639.15;2.807e6;0.2595;0.2607;1.3105;1.0;0.6431;126.23922;3.66439e-5
propylcyclopentane~|~n-propylcyclopentane;596.0;3.02e6;0.3266;0.2629;0.2762;0.8454;2.6244;112.21264;2.59313e-5
c24~|~tetracosane~|~n-tetracosane;804.0;980000.0000000001;1.071;0.2284;0.5373;0.8095;3.357;338.6538;0.000183043
tetradecane~|~n-tetradecane;693.0;1.57e6;0.643;0.2401;0.4841;0.8118;2.4995;198.388;9.26542e-5
c23~|~tricosane~|~n-tricosane;796.0;1.0199999999999999e6;1.0262;0.2293;0.544;0.8143;3.24;324.62722;0.00017391589999999997
tridecane~|~n-tridecane;675.0;1.68e6;0.6174;0.2433;0.4471;0.8175;2.6097;184.36142;7.83925e-5
tridecylbenzene~|~n-tridecylbenzene;790.0;1.48e6;0.7799;0.2433;0.5592;0.8404;2.711;260.45738;9.205139999999999e-5
undecane~|~n-undecane;639.0;1.95e6;0.5303;0.2488;0.4018;0.8245;2.588;156.30826;5.804919999999999e-5
undecylbenzene~|~n-undecylbenzene;764.0;1.672e6;0.7287;0.2465;0.6329;0.8602;2.3932;232.40422;7.326e-5
2-chloroaniline~|~o-chloroaniline~|~2-chlorobenzeneamine;722.0;4.59e6;0.4213;0.2577;0.5351;0.5191;2.0239;127.57154;1.35249e-5
o-chlorotoluene~|~2-chlorotoluene~|~1-chloro-2-methylbenzene;656.0;3.91e6;0.3044;0.2595;0.2634;0.8463;2.6097;126.58348;2.61069e-5
o-cresol~|~2-methylphenol;697.55;5.01e6;0.4339;0.2702;0.2446;0.8229;3.0486;108.13782;9.7573e-6
octafluoro-2-butene;392.0;2.33e6;0.2922;0.2458;0.2265;0.8397;2.7221;200.030026;3.97783e-5
rc318~|~octafluorocyclobutane;388.37;2.777e6;0.3558;0.2715;0.2301;0.8302;2.8891;200.030026;1.0613099999999998e-5
r218~|~perfluoropropane~|~octafluoropropane;345.05;2.68e6;0.328;0.2778;0.884;0.971;1.1189;188.019326;5.5808e-6
d4~|~octamethylcyclotetrasiloxane;586.5;1.317e6;0.5837;0.2568;0.2093;0.7833;3.4454;296.61576;5.6584899999999994e-5
octanal~|~1-octanal;638.9;2.96e6;0.442;0.2659;0.2688;0.8259;2.9861;128.21204;2.00591e-5
o-cymene~|~1-methyl-2-isopropylbenzene~|~1-isopropyl-2-methylbenzene;657.0;2.9e6;0.3662;0.2565;1.1871;1.0;0.8496;134.21816;3.7066899999999996e-5
o-dichloro benzene~|~1,2-dichlorobenzene;705.0;4.0700000000000005e6;0.2192;0.2549;1.0588;0.7438;0.719;147.00196;3.56025e-5
o-diethylbenzene~|~1,2-diethylbenzene;668.0;2.88e6;0.3395;0.2534;0.1826;0.8226;3.0541;134.21816;4.30305e-5
2-ethylphenol~|~o-ethylphenol;703.0;4.29e6;0.4763;0.2751;0.3055;0.8296;2.912;122.1644;5.4751e-6
o-ethyltoluene~|~1-methyl-2-ethylbenzene~|~1-ethyl-2-methylbenzene;650.0;3.29e6;0.3353;0.26;0.2401;0.8358;2.7924;120.19158;2.90537e-5
2-vinyltoluene~|~o-methylstyrene~|~1-ethenyl-2-methylbenzene;659.0;3.4700000000000005e6;0.3412;0.2589;0.2484;0.82;2.6212;118.1757;2.90955e-5
2-nitrotoluene~|~o-nitrotoluene;720.0;3.8e6;0.4878;0.2511;0.6045;0.8934;1.9724;137.13598;3.2174199999999994e-5
1,2-benzenediamine~|~o-phenylenediamine;781.0;5.18e6;0.5389;0.2509;0.3283;0.8254;2.9966;108.14112;2.4642e-5
o-terphenyl~|~1,1'-2',1''-terphenyl;857.0;2.99e6;0.5513;0.285;0.4108;0.8403;2.7115;230.30376;-1.15111e-5
o-tolualcohol~|~2-methylbenzenemethanol;691.0;3.9200000000000005e6;0.7429;0.2574;1.8552;1.0;0.6174;122.1644;2.40671e-5
o-toluic acid~|~2-methyl-benzoicacid~|~2-methylbenzoic acid;751.0;3.86e6;0.6572;0.2468;0.3551;0.8168;3.1831;136.14792;3.2960099999999996e-5
o-toluidine~|~2-methylaniline~|~2-methyl-benzeneamine;716.5;4.7e6;0.3842;0.2676;0.2752;0.8365;2.7798;107.15306;1.42887e-5
oxygen;154.58;5.043e6;0.0222;0.2896;0.2118;0.902;1.8798;31.9988;1.3456999999999999e-6
oxylene~|~o-xylene~|~1,2-dimethylbenzene;630.3;3.732e6;0.3101;0.2616;0.3206;0.8586;2.4177;106.165;2.3825099999999997e-5
ozone;261.0;5.57e6;0.2119;0.2533;0.2088;0.8521;2.5162;47.9982;9.9854e-6
palustricacid;789.0;1.72e6;0.9174;-123.0;1.6047;0.8407;2.7044;302.451;-0.00012299999999999998
p-aminoazobenzene;877.0;2.9e6;0.6345;-123.0;0.3526;0.8187;3.1385;197.23584;-0.00012299999999999998
p-aminodiphenylamine;867.0;3.19e6;0.694;-123.0;0.37;0.8156;3.2094;184.23708;-0.00012299999999999998
paraldehyde~|~2,4,6-trimethyl-1,3,5-trioxane;579.0;3.5e6;0.4368;0.2786;0.18;0.8099;3.3456;132.15768;3.5076999999999995e-6
p-bromotoluene~|~4-bromotoluene~|~1-bromo-4-methylbenzene;699.0;4.37e6;0.3179;0.2795;1.0707;1.0;0.8859;171.03448;5.9202e-6
p-chlorobenzotrifluoride~|~1-chloro-4-(trifluoromethyl)benzene~|~1-chloro-4-(trifluoromethyl)-benzene;601.0;3.01e6;0.3715;0.2509;0.2519;0.8327;2.852;180.55487;3.8451599999999996e-5
p-chloronitrobenzene~|~1-chloro-4-nitrobenzene;751.0;3.9799999999999995e6;0.4874;0.2428;0.2963;0.8253;2.9986;157.55446;4.0945099999999995e-5
4-chlorophenol~|~p-chlorophenol;738.0;5.32e6;0.4849;0.272;0.6088;0.8953;1.9515;128.5563;6.8554000000000005e-6
p-chlorotoluene~|~4-chlorotoluene~|~1-chloro-4-methylbenzene;660.0;3.91e6;0.3123;0.2615;0.2857;0.85;2.5495;126.58348;2.39719e-5
p-cresol~|~4-methylphenol;704.65;5.15e6;0.5072;0.2731;0.2971;0.8242;3.0217;108.13782;5.5654999999999995e-6
p-cumylphenol~|~4-(1-methyl-1-phenylethyl)phenol~|~4-(1-methyl-1-phenylethyl)-phenol;834.0;2.86e6;0.6888;0.2656;0.3566;0.8138;3.2512;212.28694;1.68373e-5
p-cymene~|~p-isopropyltoluene~|~1-methyl-4-isopropylbenzene~|~1-(1-methylethyl)-4-methylbenzene;652.0;2.8e6;0.3738;0.2559;0.4219;0.8496;2.1364;134.21816;3.78755e-5
p-dichlorobenzene~|~1,4-dichlorobenzene;684.75;4.0700000000000005e6;0.2846;0.2601;0.2283;0.8416;2.6901;147.00196;2.63332e-5
p-diethylbenzene~|~1,4-diethylbenzene;657.9;2.803e6;0.4028;0.2547;0.3425;0.8474;2.5914;134.21816;3.8438699999999995e-5
p-diisopropylbenzene~|~1,4-diisopropylbenzene~|~1,4-bis(1-methylethyl)-benzene;689.0;2.45e6;0.39;0.2577;1.0742;0.7884;0.9417;162.27132;4.34087e-5
p-dimethylaminobenzaldehyde~|~4-(dimethylamino)-benzaldehyde;832.0;3.07e6;0.5272;-123.0;0.6099;0.8866;2.0502;149.18974;-0.00012299999999999998
pentachloroethane;665.0;3.6799999999999995e6;0.2455;0.2532;0.2741;0.8597;2.4008;202.29434;3.6671399999999996e-5
pentaethylbenzene;731.0;1.8899999999999998e6;0.6697;0.2506;0.6501;0.876;2.1786;218.37764;5.74874e-5
r125~|~pentafluoroethane;339.17;3.6200000000000005e6;0.3053;0.2671;0.264;0.8463;2.6096;120.021356;1.0403999999999999e-5
pentafluorophenol;609.0;4.0e6;0.503;0.2619;0.5018;0.8654;2.3201;184.063556;1.5707e-5
pentamethylbenzene~|~1,2,3,4,5-pentamethylbenzene;719.15;2.87e6;0.4637;0.255;0.3677;0.8189;1.4372;148.24474;5.4885199999999994e-5
pentanal~|~1-pentanal~|~valeraldehyde;566.1;3.8450000000000005e6;0.3132;0.2578;1.1581;1.0;0.817;86.1323;2.42281e-5
pentylcyclohexane~|~n-pentylcyclohexane;669.2;2.385e6;0.4612;0.2586;0.3929;0.8492;2.5616;154.29238;3.6640900000000004e-5
perchloryl fluoride;368.4;5.37e6;0.1726;0.2811;0.2579;0.8612;2.1327;102.449603;3.9078e-6
perfluorobutanoicacid~|~butanoic acid, heptafluoro-;530.0;2.65e6;0.7925;0.2413;0.4823;0.7941;2.7945;214.038362;3.70015e-5
perfluoromethylcyclopentane~|~nonafluoro(trifluoromethyl)-cyclopentane;451.44;2.172e6;0.4111;0.2667;0.2334;0.8232;3.0429;300.045038;1.9666099999999998e-5
perfluoroheptane~|~perfluoro-n-heptane~|~hexadecafluoroheptane;475.65;1.6100000000000002e6;0.5429;0.2556;1.2546;0.9995;1.0127;388.049351;4.07699e-5
perfluorohexane~|~n-perfluorohexane~|~perfluoro-n-hexane;449.55;1.802e6;0.4965;0.2618;0.4844;0.8145;2.118;338.041845;2.71718e-5
perfluorooctane~|~perfluoro-n-octane~|~octadecafluorooctane;502.2;1.478e6;0.5084;0.2536;0.58;0.7643;1.8487;438.056858;5.0763499999999996e-5
perfluoropentane~|~n-perfluoropentane~|~perfluoro-n-pentane;423.1;2.047e6;0.4016;0.2663;0.175;0.8093;3.23;72.14878;2.0693499999999998e-5
4-ethylphenol~|~p-ethylphenol;716.45;4.29e6;0.5154;-123.0;1.7635;1.0;0.6258;122.1644;-0.00012299999999999998
p-ethyltoluene~|~1-ethyl-4-methylbenzene;640.2;3.2299999999999995e6;0.3666;0.2651;0.4269;0.8733;2.2139;120.19158;2.16027e-5
phenanthrene;869.0;2.9e6;0.4707;0.2259;0.4168;0.8532;2.4992;178.2292;9.30617e-5
phenetole~|~ethoxybenzene;647.15;3.4200000000000005e6;0.4179;0.2547;0.3582;0.8482;2.5784;122.1644;3.03778e-5
phenol;694.25;6.13e6;0.4435;0.2771;0.2564;0.8245;3.0153;94.11124;3.1651999999999998e-6
phenyl isocyanate;653.0;4.06e6;0.4123;0.2592;0.5825;0.9037;1.863;119.1207;2.1971800000000002e-5
benzenethiol~|~phenyl mercaptan;689.0;4.74e6;0.2628;0.2665;0.2973;0.8242;2.1294;110.17684;1.7984000000000003e-5
phenylacetonitrile~|~benzeneacetonitrile;732.0;3.46e6;0.4715;0.2289;1.1779;1.0;0.9957;117.14788;6.2949e-5
phenylmethyldichlorosilane;689.0;2.87e6;0.4022;0.2638;0.3022;0.839;2.7353;191.12992;2.68256e-5
phenyltrichlorosilane;688.0;2.96e6;0.3956;0.2629;0.3193;0.8437;2.654;211.5484;2.7468599999999997e-5
phosgene;455.0;5.674e6;0.2013;0.2789;0.3761;0.8321;1.6074;98.9161;5.346e-6
phosphine;324.75;6.540000000000001e6;0.0452;0.2975;0.2806;0.9182;1.7197;33.997582;-5.767999999999999e-7
phosphorus oxychloride~|~phosphoryl trichloride;602.15;3.44e6;0.0832;0.2152;1.6692;0.9877;0.3593;153.332162;7.846729999999999e-5
trichlorophosphine~|~phosphorus trichloride;563.15;5.67e6;0.2344;0.2937;0.2732;0.8657;2.3152;137.332762;-3.2448999999999996e-6
phosphorus trifluoride;271.1;4.327e6;0.2121;-123.0;0.2016;0.85;2.5497;87.968972;-0.00012299999999999998
phthalan~|~1,3-dihydroisobenzofuran;700.0;4.285e6;0.3715;0.2595;0.2785;0.8384;2.7455;120.14852;2.32905e-5
4-hydroxybenzaldehyde~|~p-hydroxybenzaldehyde;844.0;4.99e6;0.6172;0.2419;0.936;0.9403;1.5249;122.12134;3.42387e-5
piperazine;638.0;5.53e6;0.4138;-123.0;0.2638;0.8291;2.9221;86.1356;-0.00012299999999999998
piperidine;594.05;4.651e6;0.2428;0.2724;1.113;1.0;0.7495;85.14754;1.21241e-5
4-methylstyrene~|~p-methylstyrene~|~1-ethenyl-4-methylbenzene;665.0;3.36e6;0.3175;0.2615;0.3913;0.813;1.8941;118.1757;2.8335599999999997e-5
p-nitrotoluene~|~1-methyl-4-nitrobenzene~|~1-methyl-4-nitro-benzene;743.0;3.207e6;0.4252;0.2219;0.5587;0.8931;1.9763;137.13598;7.835259999999999e-5
potassium;2223.0;1.6e7;-0.2028;0.2039;0.1717;0.9595;1.1644;39.0983;8.1685e-5
1,4-benzenediamine~|~p-phenylenediamine;796.0;5.18e6;0.5386;0.248;0.3158;0.823;3.0471;108.14112;2.7710299999999998e-5
propadiene~|~1,2-propadiene;394.0;5.25e6;0.1041;0.2677;0.4198;0.7256;1.0307;40.06386;1.1899699999999999e-5
propanal~|~1-propanal~|~propionaldehyde;503.6;5.038e6;0.2813;0.2549;0.3285;0.853;2.2108;58.07914;1.86549e-5
propane~|~n-propane;369.83;4.248e6;0.1523;0.277;0.2453;0.8737;2.2088;44.09562;7.466e-6
propynol~|~2-propyn-1-ol~|~propargyl alcohol;588.8;6.19e6;0.4567;0.2405;0.5685;0.8898;2.0134;56.06326;2.2208100000000002e-5
propenyl cyclohexene~|~1-[(e)-prop-1-enyl]-cyclohexene;636.0;3.12e6;0.342;0.2616;1.012;0.9086;1.8126;122.2075;1.11298e-5
propionicacid~|~propanoic acid~|~n-propanoicacid;600.81;4.668e6;0.5796;0.2284;1.0923;0.9763;1.2396;74.07854;3.63519e-5
propionic anhydride~|~propanoic anhydride;623.0;3.2700000000000005e6;0.5599;0.2571;0.3972;0.8365;2.7808;130.1418;2.3695799999999998e-5
propionitrile~|~propanenitrile;561.3;4.26e6;0.3501;0.2176;0.5479;0.9084;1.8153;55.0785;4.9541899999999994e-5
propyl chloride~|~1-chloropropane;503.15;4.425e6;0.215;0.2627;0.2132;0.8506;2.5394;78.54068;1.77212e-5
propene~|~propylene;364.85;4.6e6;0.1376;0.2776;0.3849;0.8513;1.4657;42.07974;6.8987e-6
1-(1,1-dimethylethoxy)-2-propanol~|~propylene glycol 1-tert-butyl ether;600.7;2.72e6;0.4863;0.2553;0.2882;0.8241;3.0221;132.20074;3.24628e-5
