Clapeyron Database File
PPCSAFT Unlike Parameters; Rehner et al.(2023)
species1,species2,k
dipropylamine~|~1-propanamine~|~di-n-propylamine,hexene~|~1-hexene~|~hex-1-ene,-0.0644039867500145
dipropylamine~|~1-propanamine~|~di-n-propylamine,methanol,-0.0179717545966763
dipropylamine~|~1-propanamine~|~di-n-propylamine,propanol~|~1-propanol~|~propan-1-ol,-0.0571889005673411
dipropylamine~|~1-propanamine~|~di-n-propylamine,water,-0.0808211402598406
dipropylamine~|~1-propanamine~|~di-n-propylamine,ethoxyethanol~|~2-ethoxyethanol~|~2-ethoxyethan-1-ol,-0.0321039437725213
dipropylamine~|~1-propanamine~|~di-n-propylamine,methylacetamide~|~n-methylacetamide,-0.0123283712513064
dipropylamine~|~1-propanamine~|~di-n-propylamine,propylamine~|~n-propylamine~|~1-propylamine~|~propan-1-amine,-0.0551105024815233
1-hexadecene,hexane~|~n-hexane,8.280732369086322e-6
1-hexadecene,naphthalene,-0.0044553054074785
1-hexadecene,tetradecane~|~n-tetradecane,0.0038381332287052
1-hexadecene,carbon dioxide,0.1663504790043597
hexane~|~n-hexane,heptane~|~n-heptane,1.7311420353009434e-5
hexane~|~n-hexane,isopentane~|~methylbutane~|~2-methylbutane,0.0008244902730011
hexane~|~n-hexane,2-propanol~|~propan-2-ol~|~isopropanol,0.0425020089460984
hexane~|~n-hexane,"isooctane~|~2,2,4-trimethylpentane",1.374995305561316e-5
hexane~|~n-hexane,"isoprene~|~2-methyl-1,3-butadiene",0.0135521277924082
hexane~|~n-hexane,ch3i~|~iodomethane~|~methyl iodide,0.0142772471986008
hexane~|~n-hexane,hexene~|~1-hexene~|~hex-1-ene,0.0017939609677983
hexane~|~n-hexane,diisopropylamine~|~di-isopropyl amine,-0.0101960411551286
hexane~|~n-hexane,hexylamine~|~n-hexylamine~|~1-hexanamine,-0.0341949336327812
hexane~|~n-hexane,"diethylmethylamine~|~methyl diethyl amine~|~n,n-diethylmethylamine",0.0107550961893542
hexane~|~n-hexane,methanol,0.0601300531069417
hexane~|~n-hexane,isohexane~|~2-methylpentane,0.0009897890433228
hexane~|~n-hexane,3-methylpentane,0.0012865527361073
hexane~|~n-hexane,2-methoxyethanol~|~2-methoxyethan-1-ol,0.0313757752381374
hexane~|~n-hexane,"morpholine~|~tetrahydro-1,4-oxazine",0.0408384077921551
hexane~|~n-hexane,diacetone alcohol~|~4-oh-4-me-2-pentanone~|~4-hydroxy-4-methylpentan-2-one,0.0337678543400126
hexane~|~n-hexane,4-methylpentan-2-one~|~4-methyl-2-pentanone~|~methyl isobutyl ketone,0.0237751617247345
hexane~|~n-hexane,isobutanol~|~2-methyl-1-propanol,0.0160397003365785
hexane~|~n-hexane,1-nitropropane,0.0117020188426724
hexane~|~n-hexane,octane~|~n-octane,-0.0007488432175993
hexane~|~n-hexane,pentane~|~n-pentane,0.0050620277955054
hexane~|~n-hexane,1-pentanol~|~pentan-1-ol,0.0099416795026915
hexane~|~n-hexane,2-pentanone~|~pentan-2-one~|~methyln-propylketone,0.0295643115074091
hexane~|~n-hexane,phenol,0.0039133372152949
hexane~|~n-hexane,propanol~|~1-propanol~|~propan-1-ol,0.028685032041354
hexane~|~n-hexane,propionic acid~|~propanoic acid~|~n-propanoic acid,0.0287250795564463
hexane~|~n-hexane,1-propanethiol~|~propyl mercaptan~|~n-propyl mercaptan,0.0188185163074113
hexane~|~n-hexane,"methyloxirane~|~1,2-epoxypropane~|~1,2-propylene oxide",0.0365109445520224
hexane~|~n-hexane,pyridine,0.0248945724985193
hexane~|~n-hexane,tert-butanol~|~2-methyl-2-propanol~|~2-methylpropan-2-ol,0.0325628812390512
hexane~|~n-hexane,"tetralin~|~1,2,3,4-tetrahydronaphthalene",0.010501047923549
hexane~|~n-hexane,ccl4~|~tetrachloromethane~|~carbon tetrachloride,0.0031649966988379
hexane~|~n-hexane,tetrahydrofurfurylalcohol~|~2-tetrahydrofurylmethanol,0.0339854608434614
hexane~|~n-hexane,thf~|~tetrahydrofuran,0.0126539346647766
hexane~|~n-hexane,toluene,0.0099483232419275
hexane~|~n-hexane,triethylamine,0.0070589659385536
hexane~|~n-hexane,"1,1,2-trichloroethane",0.0199446313683726
hexane~|~n-hexane,tetrachloroethene~|~tetrachloroethylene,-0.0002895825911241
hexane~|~n-hexane,"r140a~|~1,1,1-trichloroethane",0.005538930772178
hexane~|~n-hexane,trichloroethene~|~trichloroethylene,0.0047809359912632
hexane~|~n-hexane,vinyl acetate,0.0446340910517949
hexane~|~n-hexane,water,0.2351467602715308
hexane~|~n-hexane,"mxylene~|~m-xylene~|~1,3-dimethylbenzene",0.0031198348393139
hexane~|~n-hexane,"pxylene~|~p-xylene~|~1,4-dimethylbenzene",0.0062185717523525
hexane~|~n-hexane,nitroethane,0.0027808974426713
hexane~|~n-hexane,methylamine~|~methanamine,0.0795111053088624
hexane~|~n-hexane,dimethylamine,0.0227626813545505
hexane~|~n-hexane,fluorobenzene,0.0166603918500667
hexane~|~n-hexane,"1,1,2,2-tetrachloroethane",0.0160637370363166
hexane~|~n-hexane,ethylpropionate~|~ethyl propanoate~|~propanoic acid ethyl ester,0.0137279987137741
hexane~|~n-hexane,butylpropionate~|~butyl propanoate~|~n-butylpropionate~|~propanoic acid butyl ester,0.0145990952733793
hexane~|~n-hexane,chloroethene~|~vinyl chloride,0.0161383258775473
hexane~|~n-hexane,"1,2-dimethoxyethane",0.0180964068084175
hexane~|~n-hexane,tert-butyl chloride~|~2-chloro-2-methylpropane,0.0086990447361641
hexane~|~n-hexane,"r113~|~1,1,2-trichlorotrifluoroethane~|~1,1,2-trichloro-1,2,2-trifluoroethane",0.0156417843178125
hexane~|~n-hexane,methylformamide~|~n-methylformamide,0.0615137551560228
hexane~|~n-hexane,"n,n-dimethylacetamide~|~n,n-dimethylethanamide",0.0181550655457922
hexane~|~n-hexane,acrylonitrile~|~2-propenenitrile,0.0069480329320835
hexane~|~n-hexane,methacrylic acid~|~2-methyl-2-propenoic acid,0.0089210524968359
hexane~|~n-hexane,propane~|~n-propane,1.0455077562169436e-5
hexane~|~n-hexane,propylacetate~|~n-propylacetate~|~propyl ethanoate~|~n-propylethanoate,0.0279809371128647
hexane~|~n-hexane,butylamine~|~1-butylamine~|~n-butylamine~|~1-butanamine,0.0016502044458178
hexane~|~n-hexane,oleic acid~|~cis-9-octadecenoic acid~|~(z)-9-octadecenoic acid,0.0187494311871241
hexane~|~n-hexane,r22~|~chf2cl~|~chlorodifluoromethane~|~difluorochloromethane,0.0491746226108586
hexane~|~n-hexane,r1216~|~perfluoropropene~|~hexafluoropropene~|~perfluoropropylene~|~hexafluoropropylene,0.0819247028564147
hexane~|~n-hexane,2-nitropropane,0.016044769669149
hexane~|~n-hexane,r20b3~|~chbr3~|~bromoform~|~tribromomethane,0.0134920430967329
hexane~|~n-hexane,methyl methacrylate~|~methacrylic acid methyl ester,0.0280300027762659
hexane~|~n-hexane,2-methyl-2-butene,0.0021002661098693
hexane~|~n-hexane,2-methyl-1-butene,0.003928943166742
hexane~|~n-hexane,isopentanol~|~3-methylbutan-1-ol~|~3-methyl-1-butanol,0.0138788407001216
hexane~|~n-hexane,ethoxyethanol~|~2-ethoxyethanol~|~2-ethoxyethan-1-ol,0.0314367164035852
hexane~|~n-hexane,thiophene,0.0184544708299213
hexane~|~n-hexane,n-methylpyrrolidone~|~n-methyl-2-pyrrolidone~|~methyl-2-pyrrolidinone~|~n-methyl-2-pyrrolidinone,0.0084789056666275
hexane~|~n-hexane,3-pentanone~|~pentan-3-one~|~diethylketone,0.0077370841516418
hexane~|~n-hexane,4-heptanone,0.0103290724357986
hexane~|~n-hexane,butylformate~|~n-butyl formate~|~butyl methanoate~|~n-butylmethanoate~|~formic acid butyl ester,0.0252181688091241
hexane~|~n-hexane,methylformate~|~methyl methanoate,0.0774925475041629
hexane~|~n-hexane,1-hexanol~|~hexan-1-ol,0.0071707453280278
hexane~|~n-hexane,perfluorobenzene~|~hexafluorobenzene,0.0340966033552019
hexane~|~n-hexane,acrylic acid~|~propenoic acid,-0.0165144280303015
hexane~|~n-hexane,methyl benzoate~|~benzoic acid methyl ester,0.0204920329860999
hexane~|~n-hexane,"cyclopentadiene~|~1,3-cyclopentadiene",0.0107906319076243
hexane~|~n-hexane,isobutane~|~2-methylpropane,-0.0409929016591638
hexane~|~n-hexane,"halothane~|~2-bromo-2-chloro-1,1,1-trifluoroethane~|~1-bromo-1-chloro-2,2,2-trifluoroethane",0.0246998268609929
hexane~|~n-hexane,ethylamine~|~ethanamine,0.0533270249855829
hexane~|~n-hexane,chloroethane~|~ethyl chloride,0.0489340010913095
hexane~|~n-hexane,"oxylene~|~o-xylene~|~1,2-dimethylbenzene",0.0004848602955298
hexane~|~n-hexane,methylaniline~|~n-methylaniline,0.0064462064128578
hexane~|~n-hexane,propionitrile~|~propanenitrile,0.0131192204236349
hexane~|~n-hexane,furan,0.0344128662945951
hexane~|~n-hexane,propyl chloride~|~1-chloropropane,0.0063787032464665
hexane~|~n-hexane,1-octanol~|~octan-1-ol,0.0079004369166327
hexane~|~n-hexane,1-decanol~|~decan-1-ol,0.0051351698017159
hexane~|~n-hexane,1-decene,0.0044256330306011
hexane~|~n-hexane,"butadiene~|~1,3-butadiene",-0.0236116172308352
hexane~|~n-hexane,"2,3-dimethylbutane",1.0777037528638876e-5
hexane~|~n-hexane,"2,2-dimethylbutane",-0.0014914756188263
hexane~|~n-hexane,ethylbutyrate~|~ethyl butanoate~|~ethyl n-butyrate,0.0186274921348832
hexane~|~n-hexane,acetophenone~|~methyl phenyl ketone,0.0203539167216273
hexane~|~n-hexane,methyl isocyanate~|~isocyanic acid methyl ester,0.0095155039132929
hexane~|~n-hexane,2-propylamine~|~2-propanamine~|~isopropylamine,0.0257362344926841
hexane~|~n-hexane,propylamine~|~n-propylamine~|~1-propylamine~|~propan-1-amine,0.0375467332730992
hexane~|~n-hexane,isopropylacetate~|~1-methylethyl ethanoate~|~acetic acid isopropyl ester,0.032083056939416
hexane~|~n-hexane,"1,3-dioxolane",0.0466508259844836
hexane~|~n-hexane,"1,2,3-trichloropropane",0.0453732440656327
hexane~|~n-hexane,propylformate~|~n-propylformate~|~propyl methanoate~|~n-propylmethanoate~|~formic acid propyl ester,0.0368573649691372
hexane~|~n-hexane,3-thiapentane~|~diethylsulfide,0.0106445441583525
hexane~|~n-hexane,butylbutyrate~|~butyl butanoate~|~n-butyl n-butyrate~|~butanoic acid butyl ester,0.0052343554274424
hexane~|~n-hexane,"perfluorotriethylamine~|~pentadecafluoro-n,n-diethylethanamine",0.0797008548768243
hexane~|~n-hexane,mm~|~hexamethyldisiloxane,0.0020531422324838
hexane~|~n-hexane,propylpropionate~|~propyl propanoate~|~n-propyl propanoate~|~n-propyl propionate~|~propanoic acid propyl ester,0.0206136292828635
hexane~|~n-hexane,"epichlorohydrin~|~alpha-epichlorohydrin~|~(chloromethyl)-oxirane~|~1-chloro-2,3-epoxypropane",0.0454678330440849
hexane~|~n-hexane,teg~|~triethylene glycol,0.0098034276857747
hexane~|~n-hexane,dimethyl carbonate~|~carbonic acid dimethyl ester,0.0545860399028796
hexane~|~n-hexane,5-nonanone,0.0120486421067179
hexane~|~n-hexane,2-isopropoxyethanol,0.0029992653964669
hexane~|~n-hexane,tert-butylamine~|~2-methyl-2-propanamine,-0.0003827315556082
hexane~|~n-hexane,methylacrylate~|~methyl propenoate~|~2-propenoic acid methyl ester,0.0371171855113668
hexane~|~n-hexane,perfluorohexane~|~n-perfluorohexane~|~perfluoro-n-hexane,0.0822595179317439
hexane~|~n-hexane,"1,2,4-trichlorobenzene",0.0080874735524047
hexane~|~n-hexane,hexadecane~|~n-hexadecane,-0.0002960389962335
hexane~|~n-hexane,trimethylamine,0.0092310255619094
hexane~|~n-hexane,o-deuteromethanol,0.0681237160033918
hexane~|~n-hexane,dodecanol~|~1-dodecanol~|~dodecan-1-ol,0.0039427002539597
hexane~|~n-hexane,"r114~|~1,2-dichlorotetrafluoroethane~|~1,2-dichloro-1,1,2,2-tetrafluoroethane",0.0281658381607302
hexane~|~n-hexane,methanethiol~|~methyl mercaptan,0.0374993219132295
hexane~|~n-hexane,dimethyl ether,0.036589292328796
hexane~|~n-hexane,hexyne~|~1-hexyne,0.0140228541112501
hexane~|~n-hexane,gamma-butyrolactone~|~.gamma.-butyrolactone,0.0022538513722492
hexane~|~n-hexane,perfluoromethylcyclohexane~|~(trifluoromethyl)undecaflurocyclohexane,0.0761786103584742
hexane~|~n-hexane,2-methyl-1-butanol,0.0101054380770403
hexane~|~n-hexane,2-pentanol~|~pentan-2-ol,0.0093819677483829
hexane~|~n-hexane,3-pentanol,0.0123312155362224
hexane~|~n-hexane,tert-pentanol~|~2-methyl-2-butanol~|~2-methylbutan-2-ol,0.0094245579857837
hexane~|~n-hexane,"1,3-dichloropropane",0.0240625974661236
hexane~|~n-hexane,o-chlorotoluene~|~2-chlorotoluene~|~1-chloro-2-methylbenzene,0.017395611802035
hexane~|~n-hexane,1-hexadecanol,0.0113718170670797
hexane~|~n-hexane,undecane~|~n-undecane,-0.0015396659092785
hexane~|~n-hexane,p-chlorotoluene~|~4-chlorotoluene~|~1-chloro-4-methylbenzene,0.0024561564801421
hexane~|~n-hexane,thp~|~tetrahydropyran,0.0080980294386624
hexane~|~n-hexane,methyl-t-butylether~|~methyl tert-butyl ether~|~2-methoxy-2-methylpropane~|~methyl tert-butyl ether~|~mtbe,0.0094614753081769
hexane~|~n-hexane,"diglyme~|~2,5,8-trioxanonane~|~diethylene glycol dimethyl ether",0.0343509905888408
hexane~|~n-hexane,4-vinylcyclohexene~|~4-ethenylcyclohexene,0.0061665238921431
hexane~|~n-hexane,tame~|~methyl-tert-amylether~|~methyl tert-amyl ether~|~methyl tert-pentyl ether~|~2-methoxy-2-methylbutane,0.0069155367349364
hexane~|~n-hexane,2-chlorobutane~|~sec-butyl chloride,0.0071135265161885
hexane~|~n-hexane,tributylamine~|~tri-n-butylamine,0.0006216276651191
hexane~|~n-hexane,"squalane~|~2,6,10,15,19,23-hexamethyltetracosane",0.0106375020444293
hexane~|~n-hexane,ethylal~|~diethoxymethane,0.0149736199252916
hexane~|~n-hexane,carbon dioxide,0.1391000380174366
hexane~|~n-hexane,methane,0.016756548426838
hexane~|~n-hexane,ethene~|~ethylene~|~1-ethylene,0.0085851176398991
hexane~|~n-hexane,ethane,3.032549978255087e-5
hexane~|~n-hexane,propene~|~propylene,0.0051767606794096
hexane~|~n-hexane,ethine~|~ethyne~|~acetylene,0.1138498597668732
hexane~|~n-hexane,r23~|~fluoroform~|~trifluoromethane,0.1256417267436305
hexane~|~n-hexane,"tert-butylacetate~|~1,1-dimethylethyl ethanoate",0.0144233068442257
hexane~|~n-hexane,"3,5-dimethylpyridine",-0.0005082522076593
hexane~|~n-hexane,"1,4-dichlorobutane",0.0233555863030514
hexane~|~n-hexane,2-pyrrolidon~|~2-pyrrolidone~|~2-pyrrolidinone,-0.0112221061490079
hexane~|~n-hexane,r116~|~perfluoroethane~|~hexafluoroethane,0.1061855529430442
hexane~|~n-hexane,formylmorpholine~|~n-formylmorpholine,0.0254615525687982
hexane~|~n-hexane,hexamethylphosphoric acid triamide,0.0146530109968439
hexane~|~n-hexane,1-chloropentane,0.0067082837347064
hexane~|~n-hexane,c24~|~tetracosane~|~n-tetracosane,0.0054434386458014
hexane~|~n-hexane,sec-butylacetate~|~1-methylpropyl ethanoate,0.0226327279989688
hexane~|~n-hexane,etbe~|~tert-butyl ethyl ether~|~ethyl tert-butyl ether~|~2-ethoxy-2-methylpropane~|~2-ethoxy-2-methyl-propane,0.0042365487767849
hexane~|~n-hexane,methylthiophene~|~3-methyl thiophene,0.0119081234349173
hexane~|~n-hexane,diethyl carbonate~|~carbonic acid diethyl ester,0.031048346311056
hexane~|~n-hexane,butanethiol~|~1-butanethiol~|~butyl mercaptan~|~n-butyl mercaptan,0.0303423148531899
hexane~|~n-hexane,"butoxide~|~ethyloxirane~|~1,2-epoxybutane",0.0242480401615573
hexane~|~n-hexane,hexamethyl disilazane,-0.0034215006420494
hexane~|~n-hexane,isoamyl butyrate~|~isopentylbutanoate~|~isopentyl butyrate~|~3-methylbutyl butanoate,0.0097191132053584
hexane~|~n-hexane,2-propoxyethanol~|~ethylene glycol monopropyl ether,0.0132912404374362
hexane~|~n-hexane,"1,6-diisocyanatohexane~|~hexamethylene diisocyanate",0.0331307423012815
hexane~|~n-hexane,5-chloro-2-pentanone,0.05070101038566
hexane~|~n-hexane,methoxycyclopentane,0.0088586998442949
hexane~|~n-hexane,"2,5-dimethylfuran",0.0155550132072253
hexane~|~n-hexane,"2-methyl-6-methylene-2,7-octadiene~|~7-methyl-3-methylene-1,6-octadiene",-0.0092135110860929
heptane~|~n-heptane,2-propanol~|~propan-2-ol~|~isopropanol,0.0421476704133787
heptane~|~n-heptane,diisopropyl ether~|~di-isopropyl ether,0.0025062203999098
heptane~|~n-heptane,"isooctane~|~2,2,4-trimethylpentane",0.000721866100307
heptane~|~n-heptane,hexene~|~1-hexene~|~hex-1-ene,0.0013485876710532
heptane~|~n-heptane,methanol,0.062922522650603
heptane~|~n-heptane,isohexane~|~2-methylpentane,-0.0007689333379314
heptane~|~n-heptane,3-methylpentane,-0.000588578400529
heptane~|~n-heptane,2-methoxyethanol~|~2-methoxyethan-1-ol,0.0313182448400724
heptane~|~n-heptane,"morpholine~|~tetrahydro-1,4-oxazine",0.0365175676227516
heptane~|~n-heptane,4-methylpentan-2-one~|~4-methyl-2-pentanone~|~methyl isobutyl ketone,0.0234266282601213
heptane~|~n-heptane,isobutanol~|~2-methyl-1-propanol,0.0210088134122645
heptane~|~n-heptane,1-nitropropane,0.0213542973740015
heptane~|~n-heptane,octane~|~n-octane,0.0022738074729381
heptane~|~n-heptane,o-cresol~|~2-methylphenol,-0.0319844232118392
heptane~|~n-heptane,1-pentanol~|~pentan-1-ol,0.0141927642503907
heptane~|~n-heptane,2-pentanone~|~pentan-2-one~|~methyln-propylketone,0.0350314006555288
heptane~|~n-heptane,phenol,0.0235378012378632
heptane~|~n-heptane,propanol~|~1-propanol~|~propan-1-ol,0.0300898902606476
heptane~|~n-heptane,propionic acid~|~propanoic acid~|~n-propanoic acid,0.0330570386482192
heptane~|~n-heptane,"methyloxirane~|~1,2-epoxypropane~|~1,2-propylene oxide",0.0368254773843319
heptane~|~n-heptane,pyridine,0.0247561710014641
heptane~|~n-heptane,tert-butanol~|~2-methyl-2-propanol~|~2-methylpropan-2-ol,0.0413589371519625
heptane~|~n-heptane,ccl4~|~tetrachloromethane~|~carbon tetrachloride,0.0030179249099092
heptane~|~n-heptane,thf~|~tetrahydrofuran,0.0121510680550793
heptane~|~n-heptane,toluene,0.0073102400555616
heptane~|~n-heptane,triethylamine,0.0005861736814865
heptane~|~n-heptane,tetrachloroethene~|~tetrachloroethylene,-0.0046361463200697
heptane~|~n-heptane,"r140a~|~1,1,1-trichloroethane",-0.0021581814979851
heptane~|~n-heptane,trichloroethene~|~trichloroethylene,0.0020295416241261
heptane~|~n-heptane,"mxylene~|~m-xylene~|~1,3-dimethylbenzene",0.0042405486146213
heptane~|~n-heptane,"pxylene~|~p-xylene~|~1,4-dimethylbenzene",0.0048175527996576
heptane~|~n-heptane,nitroethane,0.0177195993428253
heptane~|~n-heptane,fluorobenzene,0.0164268264618269
heptane~|~n-heptane,methylbutyl ether~|~butyl methyl ether~|~methyl-n-butylether~|~methyl n-butyl ether,0.0068589391659995
heptane~|~n-heptane,"1,1,2,2-tetrachloroethane",0.0041283968025631
heptane~|~n-heptane,ethylpropionate~|~ethyl propanoate~|~propanoic acid ethyl ester,0.0267646251046309
heptane~|~n-heptane,butylpropionate~|~butyl propanoate~|~n-butylpropionate~|~propanoic acid butyl ester,0.0161206736838525
heptane~|~n-heptane,"1,2-dimethoxyethane",0.0322570790942224
heptane~|~n-heptane,tert-butyl chloride~|~2-chloro-2-methylpropane,0.0098907516796872
heptane~|~n-heptane,"r113~|~1,1,2-trichlorotrifluoroethane~|~1,1,2-trichloro-1,2,2-trifluoroethane",0.0158348215644496
heptane~|~n-heptane,"n,n-dimethylacetamide~|~n,n-dimethylethanamide",0.0192703830437393
heptane~|~n-heptane,acetic anhydride~|~ethanoic anhydride,0.0602751034811531
heptane~|~n-heptane,propylacetate~|~n-propylacetate~|~propyl ethanoate~|~n-propylethanoate,0.03075708505578
heptane~|~n-heptane,butylamine~|~1-butylamine~|~n-butylamine~|~1-butanamine,0.0026578468515467
heptane~|~n-heptane,cyclohexanol,0.0110915853522134
heptane~|~n-heptane,2-nitropropane,0.0189927427956097
heptane~|~n-heptane,trimethyl borate~|~boric acid trimethyl ester,0.0234724605647348
heptane~|~n-heptane,methyl methacrylate~|~methacrylic acid methyl ester,0.0282627687515848
heptane~|~n-heptane,isopentanol~|~3-methylbutan-1-ol~|~3-methyl-1-butanol,0.0151944989769487
heptane~|~n-heptane,ethoxyethanol~|~2-ethoxyethanol~|~2-ethoxyethan-1-ol,0.0321432503945043
heptane~|~n-heptane,thiophene,0.0172136841553502
heptane~|~n-heptane,n-methylpyrrolidone~|~n-methyl-2-pyrrolidone~|~methyl-2-pyrrolidinone~|~n-methyl-2-pyrrolidinone,0.0075487607807146
heptane~|~n-heptane,3-pentanone~|~pentan-3-one~|~diethylketone,0.0150979140052386
heptane~|~n-heptane,butylformate~|~n-butyl formate~|~butyl methanoate~|~n-butylmethanoate~|~formic acid butyl ester,0.0276621028390357
heptane~|~n-heptane,methylformate~|~methyl methanoate,0.0732978850256114
heptane~|~n-heptane,1-hexanol~|~hexan-1-ol,0.0232175650128657
heptane~|~n-heptane,acrylic acid~|~propenoic acid,-0.0108858998337905
heptane~|~n-heptane,perfluoroheptane~|~perfluoro-n-heptane~|~hexadecafluoroheptane,0.0810311726368726
heptane~|~n-heptane,isobutyric acid~|~2-methylpropanoic acid,0.0045377438134546
heptane~|~n-heptane,crotonaldehyde,0.015874267280902
heptane~|~n-heptane,methyl benzoate~|~benzoic acid methyl ester,0.0243946112319836
heptane~|~n-heptane,butanal~|~1-butanal~|~butyraldehyde,0.0268775519466964
heptane~|~n-heptane,"oxylene~|~o-xylene~|~1,2-dimethylbenzene",0.0054426237048941
heptane~|~n-heptane,bucooh~|~n-bucooh~|~pentanoic acid~|~n-pentanoic acid,0.0232382080745583
heptane~|~n-heptane,propionitrile~|~propanenitrile,0.0099216047894184
heptane~|~n-heptane,propyl chloride~|~1-chloropropane,0.0096315344647841
heptane~|~n-heptane,dipropyl ether~|~di-n-propylether,0.0042666329885226
heptane~|~n-heptane,1-ethoxybutane~|~butyl ethyl ether~|~ethyl butyl ether~|~n-butyl ethyl ether,0.005146640938973
heptane~|~n-heptane,2-methylcyclohexanol,0.0361422778559314
heptane~|~n-heptane,1-octanol~|~octan-1-ol,0.0059113971297283
heptane~|~n-heptane,cumene~|~isopropylbenzene,0.0083847497054077
heptane~|~n-heptane,"butadiene~|~1,3-butadiene",-0.0065007536660333
heptane~|~n-heptane,butene~|~1-butene,0.008624427874409
heptane~|~n-heptane,ethylbutyrate~|~ethyl butanoate~|~ethyl n-butyrate,0.022640505589376
heptane~|~n-heptane,acetophenone~|~methyl phenyl ketone,0.0202017473387799
heptane~|~n-heptane,isobutyl acetate~|~2-methylpropyl ethanoate~|~aceticacid-2-methylpropylester,0.0208406123821645
heptane~|~n-heptane,methyl isocyanate~|~isocyanic acid methyl ester,0.01039947626858
heptane~|~n-heptane,"1,3-dioxolane",0.0515124442425287
heptane~|~n-heptane,cyclooctane,0.0016513721540722
heptane~|~n-heptane,dichlorodimethylsilane~|~dimethyl dichlorosilane,0.0156088514054366
heptane~|~n-heptane,nonane~|~n-nonane,-0.0010765323823609
heptane~|~n-heptane,methylpropionate~|~methyl propanoate,0.0385499412491164
heptane~|~n-heptane,"2,2,3-trichloroheptafluorobutane",0.0290648029178439
heptane~|~n-heptane,propylformate~|~n-propylformate~|~propyl methanoate~|~n-propylmethanoate~|~formic acid propyl ester,0.039592322636194
heptane~|~n-heptane,3-thiapentane~|~diethylsulfide,0.0096739720929669
heptane~|~n-heptane,butylbutyrate~|~butyl butanoate~|~n-butyl n-butyrate~|~butanoic acid butyl ester,0.0150619053707637
heptane~|~n-heptane,propylpropionate~|~propyl propanoate~|~n-propyl propanoate~|~n-propyl propionate~|~propanoic acid propyl ester,0.0196310231766401
heptane~|~n-heptane,dimethyl carbonate~|~carbonic acid dimethyl ester,0.0582765678628231
heptane~|~n-heptane,2-isopropoxyethanol,0.0279873869973158
heptane~|~n-heptane,isobutanal~|~2-methylpropanal,0.0280175079635388
heptane~|~n-heptane,deg~|~diethylene glycol,-0.0302352208466417
heptane~|~n-heptane,methylacrylate~|~methyl propenoate~|~2-propenoic acid methyl ester,0.0433212028617234
heptane~|~n-heptane,diphenylmethane,-0.0230577436754904
heptane~|~n-heptane,"r114~|~1,2-dichlorotetrafluoroethane~|~1,2-dichloro-1,1,2,2-tetrafluoroethane",0.0292457839765321
heptane~|~n-heptane,"n,n-diethylformamide",0.0281462466267933
heptane~|~n-heptane,hexyne~|~1-hexyne,0.0178881077652299
heptane~|~n-heptane,1-heptyne,0.0108275511627543
heptane~|~n-heptane,1-heptene,0.0016987813826558
heptane~|~n-heptane,propylbutyrate~|~n-propylbutyrate~|~propyl butanoate~|~n-propylbutanoate~|~n-propyl n-butyrate~|~butanoic acid propyl ester,0.0147415048264161
heptane~|~n-heptane,nonadecane~|~n-nonadecane,-0.0077496957324585
heptane~|~n-heptane,2-methyl-1-butanol,0.0098367248024345
heptane~|~n-heptane,2-pentanol~|~pentan-2-ol,0.0100729836296565
heptane~|~n-heptane,3-pentanol,0.0098919647947338
heptane~|~n-heptane,tert-pentanol~|~2-methyl-2-butanol~|~2-methylbutan-2-ol,0.0096939556718321
heptane~|~n-heptane,"2,3,3-trimethyl-2-butanol",0.0079728992306751
heptane~|~n-heptane,1-bromo-2-chloroethane,0.0267437941344012
heptane~|~n-heptane,1-bromopropane~|~propyl bromide,0.0060559289586066
heptane~|~n-heptane,methylbutyrate~|~methyl butanoate~|~methyl n-butyrate,0.0288334806042235
heptane~|~n-heptane,pentanal~|~1-pentanal~|~valeraldehyde,0.0272873115429999
heptane~|~n-heptane,2-methylhexane,-0.0007944824740378
heptane~|~n-heptane,thp~|~tetrahydropyran,0.0069753140415467
heptane~|~n-heptane,n-methylpiperidine,-0.0022295420748246
heptane~|~n-heptane,methyl-t-butylether~|~methyl tert-butyl ether~|~2-methoxy-2-methylpropane~|~methyl tert-butyl ether~|~mtbe,0.0094589533500902
heptane~|~n-heptane,1-methylcyclohexene,1.196723170331388e-5
heptane~|~n-heptane,tame~|~methyl-tert-amylether~|~methyl tert-amyl ether~|~methyl tert-pentyl ether~|~2-methoxy-2-methylbutane,0.0081195705443728
heptane~|~n-heptane,methyl valerate~|~methyl pentanoate,0.0246423652185076
heptane~|~n-heptane,2-chlorobutane~|~sec-butyl chloride,0.0074009702477658
heptane~|~n-heptane,3-octanol,0.006262362665179
heptane~|~n-heptane,2-octanol,0.0043806040776579
heptane~|~n-heptane,butyronitrile~|~butanenitrile~|~n-butyronitrile,0.0107496445664881
heptane~|~n-heptane,"squalane~|~2,6,10,15,19,23-hexamethyltetracosane",0.0011905004926192
heptane~|~n-heptane,ethylal~|~diethoxymethane,0.0165013660648021
heptane~|~n-heptane,carbon dioxide,0.1189726286609893
heptane~|~n-heptane,methane,0.0117312643888533
heptane~|~n-heptane,ethene~|~ethylene~|~1-ethylene,0.028390655961602
heptane~|~n-heptane,ethane,0.0026733620358021
heptane~|~n-heptane,propene~|~propylene,0.0069960712917263
heptane~|~n-heptane,"3,5-dimethylpyridine",0.0139126648767448
