Clapeyron Database File
PCPSAFT Assoc Parameters; Rehner et al. (2023) [csvtype = assoc]
species1,site1,species2,site2,epsilon_assoc,bondvol
acetonitrile,H,formic acid~|~methanoic acid,e,2576.200877,0.60493
acetonitrile,H,methylformamide~|~n-methylformamide,e,2533.797104,0.9
acetone~|~propanone,H,"glycol~|~1,2-ethanediol~|~ethylene glycol",e,2034.475011,0.01627
acetone~|~propanone,H,ethanol,e,2038.447053,0.05533
acetone~|~propanone,H,formic acid~|~methanoic acid,e,2585.013595,0.60493
acetone~|~propanone,H,2-propanol~|~propan-2-ol~|~isopropanol,e,1574.379307,0.03508
acetone~|~propanone,H,methanol,e,2029.661646,0.08716
acetone~|~propanone,H,propanol~|~1-propanol~|~propan-1-ol,e,1669.54019,0.03853
acetone~|~propanone,H,water,e,1554.79088,0.35319
acetone~|~propanone,H,cyclopentanol,e,2073.17035,0.00178
acetone~|~propanone,H,glycerol,e,1817.19061,0.01123
acetone~|~propanone,H,cyclohexanol,e,1199.876356,0.00171
acetone~|~propanone,H,furfuryl alcohol~|~2-hydroxymethylfuran,e,2237.082808,0.19141
acetone~|~propanone,H,"resorcinol~|~1,3-benzenediol~|~1,3-dihydroxybenzene",e,2344.067417,0.02401
"glycol~|~1,2-ethanediol~|~ethylene glycol",H,oxirane~|~ethyleneoxide,e,1553.589456,0.01627
"glycol~|~1,2-ethanediol~|~ethylene glycol",H,ethylformate~|~ethyl methanoate~|~formic acid ethyl ester,e,967.0148473,0.01627
"glycol~|~1,2-ethanediol~|~ethylene glycol",H,ethylacetate~|~ethyl ethanoate,e,1390.983237,0.01627
"glycol~|~1,2-ethanediol~|~ethylene glycol",H,"n,n-dimethylaniline~|~n n-dimethylaniline",e,1423.726375,0.01627
"glycol~|~1,2-ethanediol~|~ethylene glycol",H,"dioxane~|~p-dioxane~|~1,4-dioxane",e,1585.382858,0.01627
"glycol~|~1,2-ethanediol~|~ethylene glycol",H,butylacetate~|~n-butylacetate~|~butyl ethanoate~|~n-butylethanoate,e,1795.982129,0.01627
"glycol~|~1,2-ethanediol~|~ethylene glycol",H,thf~|~tetrahydrofuran,e,1899.972054,0.01627
"glycol~|~1,2-ethanediol~|~ethylene glycol",H,"n,n-dimethylacetamide~|~n,n-dimethylethanamide",e,2650.42802,0.01627
"glycol~|~1,2-ethanediol~|~ethylene glycol",H,n-methylpyrrolidone~|~n-methyl-2-pyrrolidone~|~methyl-2-pyrrolidinone~|~n-methyl-2-pyrrolidinone,e,2877.053977,0.01627
"glycol~|~1,2-ethanediol~|~ethylene glycol",H,dimethyl carbonate~|~carbonic acid dimethyl ester,e,1018.364015,0.01627
"glycol~|~1,2-ethanediol~|~ethylene glycol",H,"ethylene diacetate~|~1,2-ethanedioldiacetate~|~ethylene glycol diacetate",e,1444.327439,0.01627
"glycol~|~1,2-ethanediol~|~ethylene glycol",H,hexanal~|~1-hexanal,e,2135.588882,0.01627
"glycol~|~1,2-ethanediol~|~ethylene glycol",H,formylmorpholine~|~n-formylmorpholine,e,2266.630505,0.01627
ethanol,H,ethylformate~|~ethyl methanoate~|~formic acid ethyl ester,e,1252.075357,0.05533
ethanol,H,2-methylpyridine,e,2098.558122,0.05533
ethanol,H,ethylacetate~|~ethyl ethanoate,e,1445.198872,0.05533
ethanol,H,nitrobenzene,e,2155.202212,0.05533
ethanol,H,butanone~|~2-butanone~|~methyl ethyl ketone,e,1973.386013,0.05533
ethanol,H,"diacetyl~|~butadione~|~2,3-butanedione",e,1391.291716,0.05533
ethanol,H,"n,n-dimethylaniline~|~n n-dimethylaniline",e,1126.892112,0.05533
ethanol,H,"dmf~|~dimethylformamide~|~n,n-dimethylformamide",e,2660.832308,0.05533
ethanol,H,"dioxane~|~p-dioxane~|~1,4-dioxane",e,1271.280198,0.05533
ethanol,H,"2,6-dimethylpyridine",e,2035.328385,0.05533
ethanol,H,butylacetate~|~n-butylacetate~|~butyl ethanoate~|~n-butylethanoate,e,1385.654315,0.05533
ethanol,H,methylacetate~|~methyl ethanoate,e,1458.820307,0.05533
ethanol,H,furfural~|~2-furaldehyde,e,1628.988655,0.05533
ethanol,H,diisopropyl ether~|~di-isopropyl ether,e,1096.182306,0.05533
ethanol,H,4-methylpentan-2-one~|~4-methyl-2-pentanone~|~methyl isobutyl ketone,e,1764.123838,0.05533
ethanol,H,3-picoline~|~3-methylpyridine,e,2070.207228,0.05533
ethanol,H,4-methylpyridine,e,2107.407235,0.05533
ethanol,H,nitromethane,e,1748.47452,0.05533
ethanol,H,"methyloxirane~|~1,2-epoxypropane~|~1,2-propylene oxide",e,1659.545379,0.05533
ethanol,H,pyridine,e,2075.015809,0.05533
ethanol,H,thf~|~tetrahydrofuran,e,1682.558348,0.05533
ethanol,H,triethylamine,e,1772.744058,0.05533
ethanol,H,vinyl acetate,e,1005.978035,0.05533
ethanol,H,nitroethane,e,1595.597315,0.05533
ethanol,H,methylbutyl ether~|~butyl methyl ether~|~methyl-n-butylether~|~methyl n-butyl ether,e,1010.980912,0.05533
ethanol,H,ethylpropionate~|~ethyl propanoate~|~propanoic acid ethyl ester,e,1487.38369,0.05533
ethanol,H,isoamylacetate~|~isopentyl acetate~|~3-methylbutyl ethanoate,e,1561.888587,0.05533
ethanol,H,butylpropionate~|~butyl propanoate~|~n-butylpropionate~|~propanoic acid butyl ester,e,1464.735928,0.05533
ethanol,H,"1,2-dimethoxyethane",e,1648.185154,0.05533
ethanol,H,"n,n-dimethylacetamide~|~n,n-dimethylethanamide",e,2591.325383,0.05533
ethanol,H,acetic anhydride~|~ethanoic anhydride,e,1322.520826,0.05533
ethanol,H,propylacetate~|~n-propylacetate~|~propyl ethanoate~|~n-propylethanoate,e,1420.874914,0.05533
ethanol,H,cyclohexanone,e,1804.668883,0.05533
ethanol,H,methyl methacrylate~|~methacrylic acid methyl ester,e,1218.8301,0.05533
ethanol,H,n-methylpyrrolidone~|~n-methyl-2-pyrrolidone~|~methyl-2-pyrrolidinone~|~n-methyl-2-pyrrolidinone,e,2544.517692,0.05533
ethanol,H,3-pentanone~|~pentan-3-one~|~diethylketone,e,1666.06559,0.05533
ethanol,H,butylformate~|~n-butyl formate~|~butyl methanoate~|~n-butylmethanoate~|~formic acid butyl ester,e,1284.773164,0.05533
ethanol,H,methylformate~|~methyl methanoate,e,825.0756891,0.05533
ethanol,H,2-methyltetrahydrofuran,e,1530.682847,0.05533
ethanol,H,crotonaldehyde,e,2237.6391,0.05533
ethanol,H,methyl benzoate~|~benzoic acid methyl ester,e,1033.010137,0.05533
ethanol,H,butanal~|~1-butanal~|~butyraldehyde,e,2001.115401,0.05533
ethanol,H,ethyl acrylate~|~ethyl propenoate~|~2-propenoicacidethylester,e,1110.531138,0.05533
ethanol,H,propionitrile~|~propanenitrile,e,2230.411984,0.05533
ethanol,H,ethylbutyrate~|~ethyl butanoate~|~ethyl n-butyrate,e,1312.727092,0.05533
ethanol,H,isobutyl acetate~|~2-methylpropyl ethanoate~|~aceticacid-2-methylpropylester,e,1377.786892,0.05533
ethanol,H,isopropylacetate~|~1-methylethyl ethanoate~|~acetic acid isopropyl ester,e,1407.226512,0.05533
ethanol,H,"1,3-dioxolane",e,1179.603604,0.05533
ethanol,H,propanal~|~1-propanal~|~propionaldehyde,e,2315.762489,0.05533
ethanol,H,methylpropionate~|~methyl propanoate,e,1322.351871,0.05533
ethanol,H,amyl acetate~|~pentylacetate~|~n-pentylacetate~|~pentyl ethanoate,e,1445.149066,0.05533
ethanol,H,propylformate~|~n-propylformate~|~propyl methanoate~|~n-propylmethanoate~|~formic acid propyl ester,e,1207.627863,0.05533
ethanol,H,butylbutyrate~|~butyl butanoate~|~n-butyl n-butyrate~|~butanoic acid butyl ester,e,1401.985651,0.05533
ethanol,H,3-methyl-2-butanone~|~methyl isopropyl ketone,e,1754.177823,0.05533
ethanol,H,propylpropionate~|~propyl propanoate~|~n-propyl propanoate~|~n-propyl propionate~|~propanoic acid propyl ester,e,1222.361773,0.05533
ethanol,H,dimethyl carbonate~|~carbonic acid dimethyl ester,e,964.2044198,0.05533
ethanol,H,sulfolane,e,1370.335529,0.05533
ethanol,H,"n,n-diethylformamide",e,2207.324725,0.05533
ethanol,H,dimethyl ether,e,1698.609455,0.05533
ethanol,H,propylbutyrate~|~n-propylbutyrate~|~propyl butanoate~|~n-propylbutanoate~|~n-propyl n-butyrate~|~butanoic acid propyl ester,e,1363.814267,0.05533
ethanol,H,gamma-butyrolactone~|~.gamma.-butyrolactone,e,1910.377603,0.05533
ethanol,H,"diisopropyl ketone~|~di-isopropyl ketone~|~2,4-dimethyl-3-pentanone",e,1672.515437,0.05533
ethanol,H,ethyl benzoate,e,962.5371598,0.05533
ethanol,H,methylbutyrate~|~methyl butanoate~|~methyl n-butyrate,e,1270.260912,0.05533
ethanol,H,"propylenecarbonate~|~4-methyl-1,3-dioxolan-2-one",e,1680.197739,0.05533
ethanol,H,pentanal~|~1-pentanal~|~valeraldehyde,e,1879.897336,0.05533
ethanol,H,thp~|~tetrahydropyran,e,1361.307484,0.05533
ethanol,H,"acetylacetone~|~2,4-pentanedione",e,715.184268,0.05533
ethanol,H,methyl-t-butylether~|~methyl tert-butyl ether~|~2-methoxy-2-methylpropane~|~methyl tert-butyl ether~|~mtbe,e,1455.250446,0.05533
ethanol,H,tame~|~methyl-tert-amylether~|~methyl tert-amyl ether~|~methyl tert-pentyl ether~|~2-methoxy-2-methylbutane,e,1178.882998,0.05533
ethanol,H,hexylacetate~|~n-hexylacetate~|~hexyl ethanoate,e,1200.681931,0.05533
ethanol,H,ethyl valerate~|~ethyl pentanoate,e,961.8140451,0.05533
ethanol,H,butyronitrile~|~butanenitrile~|~n-butyronitrile,e,1887.512014,0.05533
ethanol,H,heptyl acetate~|~n-heptyl acetate~|~heptyl ethanoate~|~aceticacidheptylester,e,1484.941271,0.05533
ethanol,H,ethylal~|~diethoxymethane,e,1083.650142,0.05533
ethanol,H,"acetal~|~1,1-diethoxyethane",e,1414.621439,0.05533
ethanol,H,triethoxymethane~|~triethylorthoformate~|~ethyl orthomethanoate,e,1559.661043,0.05533
ethanol,H,ethylsuccinate~|~diethyl succinate~|~diethyl butanedioate,e,1405.926628,0.05533
ethanol,H,tetraethoxysilane,e,1261.545027,0.05533
ethanol,H,sulfur dioxide,e,1789.787831,0.05533
ethanol,H,sec-butylacetate~|~1-methylpropyl ethanoate,e,1325.133319,0.05533
ethanol,H,etbe~|~tert-butyl ethyl ether~|~ethyl tert-butyl ether~|~2-ethoxy-2-methylpropane~|~2-ethoxy-2-methyl-propane,e,1289.956459,0.05533
ethanol,H,gamma-valerolactone~|~tetrahydro-5-methyl-2-furanone~|~dihydro-5-methyl-2(3h)-furanone,e,2239.429908,0.05533
ethanol,H,diethyl carbonate~|~carbonic acid diethyl ester,e,1073.757141,0.05533
ethanol,H,"butoxide~|~ethyloxirane~|~1,2-epoxybutane",e,1447.927521,0.05533
ethanol,H,methyl silicate~|~tetramethoxysilane~|~silicon tetramethoxide,e,1215.020948,0.05533
ethanol,H,ethyl hexanoate~|~hexanoic acid ethyl ester,e,1512.407419,0.05533
ethanol,H,"1,8-cineole~|~1,3,3-trimethyl-2-oxabicyclo[2.2.2]octane",e,1137.661852,0.05533
ethanol,H,ethyl isobutyrate~|~ethyl 2-methylpropanoate~|~2-methylpropanoicacidethylester,e,1274.068323,0.05533
ethanol,H,ethyl myristate~|~ethyl tetradecanoate~|~tetradecanoic acid ethyl ester,e,2024.406455,0.05533
ethanol,H,ethyl hexadecanoate~|~hexadecanoicacid-ethylester~|~hexadecanoic acid ethyl ester,e,949.0084793,0.05533
ethanol,H,"2-(difluoromethoxy)-1,1,1-trifluoroethane~|~1,1,1-trifluoro-2-(difluoromethoxy)ethane",e,894.3854871,0.05533
ethanol,H,"r356mmz~|~1,1,1,3,3,3-hexafluoro-2-methoxypropane~|~2-methoxy-1,1,1,3,3,3-hexafluoropropane",e,1192.459955,0.05533
ethanol,H,"1,1,1,4,4,5,5-heptafluoro-3-oxa-pentane~|~2,2,2-trifluoroethyl 1,1,2,2-tetrafluoroethyl ether",e,1257.996134,0.05533
diethyl ether,H,butanol~|~n-butanol~|~1-butanol~|~butan-1-ol,e,2105.454329,0.01435
diethyl ether,H,methanol,e,1410.551291,0.08716
diethyl ether,H,propanol~|~1-propanol~|~propan-1-ol,e,1243.232908,0.03853
diethyl ether,H,water,e,1057.670652,0.35319
oxirane~|~ethyleneoxide,H,lauric acid~|~dodecanoic acid~|~n-dodecanoic acid,e,1096.806793,0.00271
oxirane~|~ethyleneoxide,H,"tetraethylene glycol~|~3,6,9-trioxa-1,11-undecanediol~|~2,2'-oxybis(2,1-ethanediyloxy)bisethanol",e,3729.762172,0.13605
2-propenol~|~2-propen-1-ol~|~allyl alcohol,H,ethylacetate~|~ethyl ethanoate,e,1571.375504,0.04087
2-propenol~|~2-propen-1-ol~|~allyl alcohol,H,hydrogen cyanide,e,1943.532771,0.04087
2-propenol~|~2-propen-1-ol~|~allyl alcohol,H,butylacetate~|~n-butylacetate~|~butyl ethanoate~|~n-butylethanoate,e,1543.813776,0.04087
2-propenol~|~2-propen-1-ol~|~allyl alcohol,H,furfural~|~2-furaldehyde,e,1623.865474,0.04087
2-propenol~|~2-propen-1-ol~|~allyl alcohol,H,4-methylpentan-2-one~|~4-methyl-2-pentanone~|~methyl isobutyl ketone,e,1842.303038,0.04087
2-propenol~|~2-propen-1-ol~|~allyl alcohol,H,"methyloxirane~|~1,2-epoxypropane~|~1,2-propylene oxide",e,1780.644163,0.04087
2-propenol~|~2-propen-1-ol~|~allyl alcohol,H,butylpropionate~|~butyl propanoate~|~n-butylpropionate~|~propanoic acid butyl ester,e,1537.196348,0.04087
2-propenol~|~2-propen-1-ol~|~allyl alcohol,H,n-methylpyrrolidone~|~n-methyl-2-pyrrolidone~|~methyl-2-pyrrolidinone~|~n-methyl-2-pyrrolidinone,e,2016.881773,0.04087
2-propenol~|~2-propen-1-ol~|~allyl alcohol,H,isobutyl acetate~|~2-methylpropyl ethanoate~|~aceticacid-2-methylpropylester,e,1502.575317,0.04087
2-propenol~|~2-propen-1-ol~|~allyl alcohol,H,methylpropionate~|~methyl propanoate,e,1551.896031,0.04087
2-propenol~|~2-propen-1-ol~|~allyl alcohol,H,2-hexanone,e,1811.900493,0.04087
2-propenol~|~2-propen-1-ol~|~allyl alcohol,H,allylcyanide~|~3-butenenitrile~|~vinylacetonitrile,e,1868.24571,0.04087
formic acid~|~methanoic acid,H,butanone~|~2-butanone~|~methyl ethyl ketone,e,2429.913531,0.60493
formic acid~|~methanoic acid,H,dibutyl ether~|~di-n-butylether,e,1473.76351,0.60493
formic acid~|~methanoic acid,H,isoamyl formate~|~3-methylbutyl methanoate,e,1419.773212,0.60493
formic acid~|~methanoic acid,H,furfural~|~2-furaldehyde,e,1767.634818,0.60493
formic acid~|~methanoic acid,H,diisopropyl ether~|~di-isopropyl ether,e,1649.830854,0.60493
formic acid~|~methanoic acid,H,methylbutyl ether~|~butyl methyl ether~|~methyl-n-butylether~|~methyl n-butyl ether,e,1653.243855,0.60493
formic acid~|~methanoic acid,H,"1,2-dimethoxyethane",e,2227.644131,0.60493
formic acid~|~methanoic acid,H,n-methylpyrrolidone~|~n-methyl-2-pyrrolidone~|~methyl-2-pyrrolidinone~|~n-methyl-2-pyrrolidinone,e,8606.043732,0.60493
formic acid~|~methanoic acid,H,butylformate~|~n-butyl formate~|~butyl methanoate~|~n-butylmethanoate~|~formic acid butyl ester,e,1504.59894,0.60493
formic acid~|~methanoic acid,H,methylformate~|~methyl methanoate,e,1661.912543,0.60493
formic acid~|~methanoic acid,H,2-methyltetrahydrofuran,e,2395.935585,0.60493
formic acid~|~methanoic acid,H,dipropyl ether~|~di-n-propylether,e,1463.220515,0.60493
formic acid~|~methanoic acid,H,1-ethoxybutane~|~butyl ethyl ether~|~ethyl butyl ether~|~n-butyl ethyl ether,e,1756.745524,0.60493
formic acid~|~methanoic acid,H,propylformate~|~n-propylformate~|~propyl methanoate~|~n-propylmethanoate~|~formic acid propyl ester,e,1648.288614,0.60493
formic acid~|~methanoic acid,H,gamma-valerolactone~|~tetrahydro-5-methyl-2-furanone~|~dihydro-5-methyl-2(3h)-furanone,e,2150.804145,0.60493
formic acid~|~methanoic acid,H,amyl formate~|~pentyl methanoate~|~formicacidpentylester,e,1540.084631,0.60493
ethylformate~|~ethyl methanoate~|~formic acid ethyl ester,H,2-butanol~|~butan-2-ol,e,1144.611633,0.00622
ethylformate~|~ethyl methanoate~|~formic acid ethyl ester,H,butanol~|~n-butanol~|~1-butanol~|~butan-1-ol,e,974.0534372,0.01435
ethylformate~|~ethyl methanoate~|~formic acid ethyl ester,H,2-propanol~|~propan-2-ol~|~isopropanol,e,371.3467923,0.03508
ethylformate~|~ethyl methanoate~|~formic acid ethyl ester,H,methanol,e,1281.515025,0.08716
ethylformate~|~ethyl methanoate~|~formic acid ethyl ester,H,isobutanol~|~2-methyl-1-propanol,e,1297.441389,0.00677
ethylformate~|~ethyl methanoate~|~formic acid ethyl ester,H,propanol~|~1-propanol~|~propan-1-ol,e,840.3817387,0.03853
ethylformate~|~ethyl methanoate~|~formic acid ethyl ester,H,tert-butanol~|~2-methyl-2-propanol~|~2-methylpropan-2-ol,e,997.3097834,0.00548
ethylformate~|~ethyl methanoate~|~formic acid ethyl ester,H,water,e,271.0100897,0.35319
ethylformate~|~ethyl methanoate~|~formic acid ethyl ester,H,methylaniline~|~n-methylaniline,e,931.9510145,0.09951
aniline,H,"n,n-dimethylaniline~|~n n-dimethylaniline",e,889.5078929,0.02373
aniline,H,dimethyl ether,e,1426.43804,0.02373
anisole~|~methoxybenzene~|~methyl phenyl ether,H,butyric acid~|~butanoic acid~|~n-butyric acid~|~n-butanoic acid,e,465.077806,0.30395
anisole~|~methoxybenzene~|~methyl phenyl ether,H,"2,4-xylenol~|~2,4-dimethylphenol",e,2062.540056,0.00463
2-methylpyridine,H,2-butanol~|~butan-2-ol,e,2232.217915,0.00622
2-methylpyridine,H,butanol~|~n-butanol~|~1-butanol~|~butan-1-ol,e,2061.450195,0.01435
2-methylpyridine,H,2-propanol~|~propan-2-ol~|~isopropanol,e,1501.161405,0.03508
2-methylpyridine,H,methanol,e,2138.416901,0.08716
2-methylpyridine,H,isobutanol~|~2-methyl-1-propanol,e,2372.095012,0.00677
2-methylpyridine,H,propanol~|~1-propanol~|~propan-1-ol,e,1757.870508,0.03853
2-methylpyridine,H,tert-butanol~|~2-methyl-2-propanol~|~2-methylpropan-2-ol,e,1954.169257,0.00548
2-methylpyridine,H,water,e,832.84765,0.35319
ethylacetate~|~ethyl ethanoate,H,"2,3-butanediol",e,2383.481389,0.03413
ethylacetate~|~ethyl ethanoate,H,butanol~|~n-butanol~|~1-butanol~|~butan-1-ol,e,1324.813767,0.01435
ethylacetate~|~ethyl ethanoate,H,2-butoxime~|~2-butanone oxime~|~methyl ethyl ketoxime,e,2867.006043,0.01161
ethylacetate~|~ethyl ethanoate,H,2-propanol~|~propan-2-ol~|~isopropanol,e,964.958565,0.03508
ethylacetate~|~ethyl ethanoate,H,methanol,e,1402.168015,0.08716
ethylacetate~|~ethyl ethanoate,H,2-methoxyethanol~|~2-methoxyethan-1-ol,e,846.6229645,0.22091
ethylacetate~|~ethyl ethanoate,H,isobutanol~|~2-methyl-1-propanol,e,1735.659072,0.00677
ethylacetate~|~ethyl ethanoate,H,1-pentanol~|~pentan-1-ol,e,1449.074792,0.01039
ethylacetate~|~ethyl ethanoate,H,propanol~|~1-propanol~|~propan-1-ol,e,1134.890106,0.03853
ethylacetate~|~ethyl ethanoate,H,water,e,206.6683432,0.35319
ethylacetate~|~ethyl ethanoate,H,methylformamide~|~n-methylformamide,e,724.6627261,0.9
ethylacetate~|~ethyl ethanoate,H,isopentanol~|~3-methylbutan-1-ol~|~3-methyl-1-butanol,e,1655.501623,0.00381
ethylacetate~|~ethyl ethanoate,H,ethoxyethanol~|~2-ethoxyethanol~|~2-ethoxyethan-1-ol,e,409.1777931,0.53446
ethylacetate~|~ethyl ethanoate,H,"propyleneglycol~|~1,2-propanediol~|~1,2-propylene glycol",e,943.3119433,0.103
ethylacetate~|~ethyl ethanoate,H,methylaniline~|~n-methylaniline,e,1118.714087,0.09951
ethylacetate~|~ethyl ethanoate,H,pyrrolidine,e,515.5674596,0.07367
ethylacetate~|~ethyl ethanoate,H,2-methyl-1-butanol,e,1861.502668,0.00539
ethylacetate~|~ethyl ethanoate,H,tert-pentanol~|~2-methyl-2-butanol~|~2-methylbutan-2-ol,e,1730.289007,0.00144
ethylacetate~|~ethyl ethanoate,H,2-ethylhexanoic acid~|~2-ethyl-hexanoic acid,e,1927.697693,0.00982
ethylacetate~|~ethyl ethanoate,H,2-pyrrolidon~|~2-pyrrolidone~|~2-pyrrolidinone,e,516.6365755,0.9
2-butanol~|~butan-2-ol,H,nitrobenzene,e,2063.029686,0.00622
2-butanol~|~butan-2-ol,H,"dioxane~|~p-dioxane~|~1,4-dioxane",e,1634.495587,0.00622
2-butanol~|~butan-2-ol,H,"2,6-dimethylpyridine",e,2142.362281,0.00622
2-butanol~|~butan-2-ol,H,furfural~|~2-furaldehyde,e,1720.006413,0.00622
2-butanol~|~butan-2-ol,H,diisopropyl ether~|~di-isopropyl ether,e,1703.555058,0.00622
2-butanol~|~butan-2-ol,H,3-picoline~|~3-methylpyridine,e,2253.039021,0.00622
2-butanol~|~butan-2-ol,H,pyridine,e,2241.242475,0.00622
2-butanol~|~butan-2-ol,H,thf~|~tetrahydrofuran,e,2087.40985,0.00622
2-butanol~|~butan-2-ol,H,triethylamine,e,2029.778065,0.00622
2-butanol~|~butan-2-ol,H,butylpropionate~|~butyl propanoate~|~n-butylpropionate~|~propanoic acid butyl ester,e,1676.279677,0.00622
2-butanol~|~butan-2-ol,H,butylformate~|~n-butyl formate~|~butyl methanoate~|~n-butylmethanoate~|~formic acid butyl ester,e,1463.734173,0.00622
2-butanol~|~butan-2-ol,H,dipropyl ether~|~di-n-propylether,e,1296.875037,0.00622
2-butanol~|~butan-2-ol,H,ethylbutyrate~|~ethyl butanoate~|~ethyl n-butyrate,e,1655.92295,0.00622
2-butanol~|~butan-2-ol,H,isopropylacetate~|~1-methylethyl ethanoate~|~acetic acid isopropyl ester,e,1765.418376,0.00622
2-butanol~|~butan-2-ol,H,"1,3-dioxolane",e,1332.522819,0.00622
2-butanol~|~butan-2-ol,H,methylpropionate~|~methyl propanoate,e,1511.629004,0.00622
2-butanol~|~butan-2-ol,H,propylformate~|~n-propylformate~|~propyl methanoate~|~n-propylmethanoate~|~formic acid propyl ester,e,1321.525876,0.00622
2-butanol~|~butan-2-ol,H,butylbutyrate~|~butyl butanoate~|~n-butyl n-butyrate~|~butanoic acid butyl ester,e,1680.664574,0.00622
2-butanol~|~butan-2-ol,H,propylpropionate~|~propyl propanoate~|~n-propyl propanoate~|~n-propyl propionate~|~propanoic acid propyl ester,e,1676.060206,0.00622
2-butanol~|~butan-2-ol,H,propylbutyrate~|~n-propylbutyrate~|~propyl butanoate~|~n-propylbutanoate~|~n-propyl n-butyrate~|~butanoic acid propyl ester,e,1633.38066,0.00622
2-butanol~|~butan-2-ol,H,methylbutyrate~|~methyl butanoate~|~methyl n-butyrate,e,1495.517348,0.00622
2-butanol~|~butan-2-ol,H,thp~|~tetrahydropyran,e,1823.598499,0.00622
2-butanol~|~butan-2-ol,H,methyl-t-butylether~|~methyl tert-butyl ether~|~2-methoxy-2-methylpropane~|~methyl tert-butyl ether~|~mtbe,e,1862.006513,0.00622
2-butanol~|~butan-2-ol,H,tame~|~methyl-tert-amylether~|~methyl tert-amyl ether~|~methyl tert-pentyl ether~|~2-methoxy-2-methylbutane,e,1578.551088,0.00622
2-butanol~|~butan-2-ol,H,sec-butylacetate~|~1-methylpropyl ethanoate,e,1806.225461,0.00622
"2,3-butanediol",H,butylacetate~|~n-butylacetate~|~butyl ethanoate~|~n-butylethanoate,e,2464.054876,0.03413
benzylalcohol~|~benzenemethanol,H,benzaldehyde,e,2114.519423,0.00222
benzylalcohol~|~benzenemethanol,H,benzyl acetate~|~benzyl ethanoate~|~acetic acid benzyl ester~|~aceticacidphenylmethylester,e,1452.992889,0.00222
benzonitrile,H,methanol,e,1748.861111,0.08716
nitrobenzene,H,methanol,e,1435.443449,0.08716
nitrobenzene,H,isobutanol~|~2-methyl-1-propanol,e,2291.698953,0.00677
hydrogen cyanide,H,methanol,e,2692.255923,0.08716
butanol~|~n-butanol~|~1-butanol~|~butan-1-ol,H,"dioxane~|~p-dioxane~|~1,4-dioxane",e,1328.432197,0.01435
butanol~|~n-butanol~|~1-butanol~|~butan-1-ol,H,"2,6-dimethylpyridine",e,2065.047114,0.01435
butanol~|~n-butanol~|~1-butanol~|~butan-1-ol,H,butylacetate~|~n-butylacetate~|~butyl ethanoate~|~n-butylethanoate,e,1375.137089,0.01435
butanol~|~n-butanol~|~1-butanol~|~butan-1-ol,H,methylacetate~|~methyl ethanoate,e,1119.693069,0.01435
butanol~|~n-butanol~|~1-butanol~|~butan-1-ol,H,furfural~|~2-furaldehyde,e,1543.791627,0.01435
butanol~|~n-butanol~|~1-butanol~|~butan-1-ol,H,diisopropyl ether~|~di-isopropyl ether,e,1501.37766,0.01435
butanol~|~n-butanol~|~1-butanol~|~butan-1-ol,H,4-methylpentan-2-one~|~4-methyl-2-pentanone~|~methyl isobutyl ketone,e,1737.603702,0.01435
butanol~|~n-butanol~|~1-butanol~|~butan-1-ol,H,3-picoline~|~3-methylpyridine,e,2035.360938,0.01435
butanol~|~n-butanol~|~1-butanol~|~butan-1-ol,H,4-methylpyridine,e,2092.273593,0.01435
butanol~|~n-butanol~|~1-butanol~|~butan-1-ol,H,2-pentanone~|~pentan-2-one~|~methyln-propylketone,e,1692.251855,0.01435
butanol~|~n-butanol~|~1-butanol~|~butan-1-ol,H,thf~|~tetrahydrofuran,e,1525.701752,0.01435
butanol~|~n-butanol~|~1-butanol~|~butan-1-ol,H,triethylamine,e,1999.011253,0.01435
butanol~|~n-butanol~|~1-butanol~|~butan-1-ol,H,vinyl acetate,e,585.7049022,0.01435
butanol~|~n-butanol~|~1-butanol~|~butan-1-ol,H,ethylpropionate~|~ethyl propanoate~|~propanoic acid ethyl ester,e,1281.945762,0.01435
butanol~|~n-butanol~|~1-butanol~|~butan-1-ol,H,isoamylacetate~|~isopentyl acetate~|~3-methylbutyl ethanoate,e,1255.464368,0.01435
butanol~|~n-butanol~|~1-butanol~|~butan-1-ol,H,butylpropionate~|~butyl propanoate~|~n-butylpropionate~|~propanoic acid butyl ester,e,1392.53339,0.01435
butanol~|~n-butanol~|~1-butanol~|~butan-1-ol,H,"1,2-dimethoxyethane",e,1690.279856,0.01435
butanol~|~n-butanol~|~1-butanol~|~butan-1-ol,H,propylacetate~|~n-propylacetate~|~propyl ethanoate~|~n-propylethanoate,e,1363.315657,0.01435
butanol~|~n-butanol~|~1-butanol~|~butan-1-ol,H,cyclopentanone,e,1938.360138,0.01435
butanol~|~n-butanol~|~1-butanol~|~butan-1-ol,H,methyl methacrylate~|~methacrylic acid methyl ester,e,1192.834742,0.01435
butanol~|~n-butanol~|~1-butanol~|~butan-1-ol,H,3-pentanone~|~pentan-3-one~|~diethylketone,e,1779.707629,0.01435
butanol~|~n-butanol~|~1-butanol~|~butan-1-ol,H,butylformate~|~n-butyl formate~|~butyl methanoate~|~n-butylmethanoate~|~formic acid butyl ester,e,1261.975725,0.01435
butanol~|~n-butanol~|~1-butanol~|~butan-1-ol,H,butanal~|~1-butanal~|~butyraldehyde,e,2074.047813,0.01435
