Clapeyron Database File,,,,,
PSRK Unlike Parameters,,,,,
species1,SMILES1,species2,SMILES2,A,B,C,source
ACF,,CH3NH~|~CH2NH~|~CHNH,,-198.8,0,0,
COO,,CH3NH~|~CH2NH~|~CHNH,,284.5,0,0,
SIH3~|~SIH2~|~SIH~|~SI,,CH3NH~|~CH2NH~|~CHNH,,1464.2,0,0,
SIH2O~|~SIHO~|~SIO,,CH3NH~|~CH2NH~|~CHNH,,1603.8,0,0,
NH3,,CH3NH~|~CH2NH~|~CHNH,,27.888,0,0,
H2~|~D2,,CH3NH~|~CH2NH~|~CHNH,,1273,0,0,
SO2,,CH3NH~|~CH2NH~|~CHNH,,-497.83,0,0,
CH2CL2~|~CHCL2~|~CCL2,,CH3N~|~CH2N,,-141.4,0,0,
CHCL3~|~CCL3,,CH3N~|~CH2N,,-293.7,0,0,
CCL4,,CH3N~|~CH2N,,316.9,0,0,
ACCL,,CH3N~|~CH2N,,2951,0,0,
DMSO,,CH3N~|~CH2N,,-257.2,0,0,
ACF,,CH3N~|~CH2N,,116.478,0,0,
DMF~|~HCON(..,,CH3N~|~CH2N,,-185.2,0,0,
NH3,,CH3N~|~CH2N,,-45.258,0,0,
H2~|~D2,,CH3N~|~CH2N,,308.9,0,0,
SO2,,CH3N~|~CH2N,,-730.22,0,0,
C5H5N~|~C5H4N~|~C5H3N,,ACNH2,,117.4,0,0,
CH3CN~|~CH2CN,,ACNH2,,777.4,0,0,
COOH~|~HCOOH,,ACNH2,,493.8,0,0,
CH2CL~|~CHCL~|~CCL,,ACNH2,,429.7,0,0,
CH2CL2~|~CHCL2~|~CCL2,,ACNH2,,140.8,0,0,
CCL4,,ACNH2,,898.2,0,0,
ACCL,,ACNH2,,334.9,0,0,
ACNO2,,ACNH2,,134.9,0,0,
DOH,,ACNH2,,192.3,0,0,
DMF~|~HCON(..,,ACNH2,,343.7,0,0,
COO,,ACNH2,,-22.1,0,0,
CH3CN~|~CH2CN,,C5H5N~|~C5H4N~|~C5H3N,,134.28,0,0,
COOH~|~HCOOH,,C5H5N~|~C5H4N~|~C5H3N,,-313.5,0,0,
CH2CL2~|~CHCL2~|~CCL2,,C5H5N~|~C5H4N~|~C5H3N,,587.3,0,0,
CHCL3~|~CCL3,,C5H5N~|~C5H4N~|~C5H3N,,18.98,0,0,
CCL4,,C5H5N~|~C5H4N~|~C5H3N,,368.5,0,0,
ACNO2,,C5H5N~|~C5H4N~|~C5H3N,,2475,0,0,
BR,,C5H5N~|~C5H4N~|~C5H3N,,-42.71,0,0,
CL-(C=C),,C5H5N~|~C5H4N~|~C5H3N,,281.6,0,0,
ACF,,C5H5N~|~C5H4N~|~C5H3N,,159.8,0,0,
C4H4S~|~C4H3S~|~C4H2S,,C5H5N~|~C5H4N~|~C5H3N,,221.4,0,0,
CO2,,C5H5N~|~C5H4N~|~C5H3N,,-109.83,0,0,
CH4,,C5H5N~|~C5H4N~|~C5H3N,,226.85,-0.6121,0,
N2,,C5H5N~|~C5H4N~|~C5H3N,,132.98,-1.1326,0,
H2~|~D2,,C5H5N~|~C5H4N~|~C5H3N,,-68.653,0,0,
CO,,C5H5N~|~C5H4N~|~C5H3N,,-28.75,0,0,
SO2,,C5H5N~|~C5H4N~|~C5H3N,,-369.7,0,0,
CLNO,,C5H5N~|~C5H4N~|~C5H3N,,-75.338,0,0,
CH2CL~|~CHCL~|~CCL,,CH3CN~|~CH2CN,,54.32,0,0,
CH2CL2~|~CHCL2~|~CCL2,,CH3CN~|~CH2CN,,258.6,0,0,
CHCL3~|~CCL3,,CH3CN~|~CH2CN,,74.04,0,0,
CCL4,,CH3CN~|~CH2CN,,491.95,0,0,
ACCL,,CH3CN~|~CH2CN,,363.5,0,0,
CH3NO2~|~CH2NO2~|~CHNO2,,CH3CN~|~CH2CN,,0.283,0,0,
CS2,,CH3CN~|~CH2CN,,335.743,0,0,
CH3SH~|~CH2SH~|~CHSH~|~CSH,,CH3CN~|~CH2CN,,161,0,0,
DOH,,CH3CN~|~CH2CN,,169.6,0,0,
BR,,CH3CN~|~CH2CN,,136.9,0,0,
CH=-C~|~C=-C~|~CH=-CH,,CH3CN~|~CH2CN,,329.12,0,0,
ACRY,,CH3CN~|~CH2CN,,-42.31,0,0,
CL-(C=C),,CH3CN~|~CH2CN,,335.2,0,0,
DMF~|~HCON(..,,CH3CN~|~CH2CN,,150.6,0,0,
COO,,CH3CN~|~CH2CN,,-61.6,0,0,
C2H5O2~|~C2H4O2,,CH3CN~|~CH2CN,,119.2,0,0,
NH3,,CH3CN~|~CH2CN,,504.6,0,0,
CO2,,CH3CN~|~CH2CN,,-231.3,0,0,
O2,,CH3CN~|~CH2CN,,-7.7389,0,0,
H2~|~D2,,CH3CN~|~CH2CN,,-53.75,0,0,
HCN,,CH3CN~|~CH2CN,,188.14,0,0,
CH2CL~|~CHCL~|~CCL,,COOH~|~HCOOH,,519.1,0,0,
CH2CL2~|~CHCL2~|~CCL2,,COOH~|~HCOOH,,543.3,0,0,
CHCL3~|~CCL3,,COOH~|~HCOOH,,504.2,0,0,
CCL4,,COOH~|~HCOOH,,631,0,0,
ACCL,,COOH~|~HCOOH,,993.4,0,0,
FURFURAL,,COOH~|~HCOOH,,570.6,0,0,
I,,COOH~|~HCOOH,,616.6,0,0,
BR,,COOH~|~HCOOH,,5256,0,0,
DMSO,,COOH~|~HCOOH,,-180.2,0,0,
CL-(C=C),,COOH~|~HCOOH,,898.2,0,0,
DMF~|~HCON(..,,COOH~|~HCOOH,,-97.77,0,0,
COO,,COOH~|~HCOOH,,1179,0,0,
CON (AM),,COOH~|~HCOOH,,-70.25,0,0,
CO2,,COOH~|~HCOOH,,50.349,0,0,
CH4,,COOH~|~HCOOH,,698.17,0,0,
H2S,,COOH~|~HCOOH,,671.59,0,0,
CO,,COOH~|~HCOOH,,-263.27,1.1376,0,
SO2,,COOH~|~HCOOH,,197.5,0,0,
HCL,,COOH~|~HCOOH,,36.34,0,0,
HBR,,COOH~|~HCOOH,,-491.1,0,0,
HI,,COOH~|~HCOOH,,-549.4,0,0,
CH2CL2~|~CHCL2~|~CCL2,,CH2CL~|~CHCL~|~CCL,,-84.53,0,0,
CHCL3~|~CCL3,,CH2CL~|~CHCL~|~CCL,,-157.1,0,0,
CCL4,,CH2CL~|~CHCL~|~CCL,,11.8,0,0,
ACCL,,CH2CL~|~CHCL~|~CCL,,-129.7,0,0,
CH3NO2~|~CH2NO2~|~CHNO2,,CH2CL~|~CHCL~|~CCL,,113,0,0,
ACNO2,,CH2CL~|~CHCL~|~CCL,,1971,0,0,
CS2,,CH2CL~|~CHCL~|~CCL,,-73.092,0,0,
CH3SH~|~CH2SH~|~CHSH~|~CSH,,CH2CL~|~CHCL~|~CCL,,-27.94,0,0,
BR,,CH2CL~|~CHCL~|~CCL,,-262.3,0,0,
CL-(C=C),,CH2CL~|~CHCL~|~CCL,,383.2,0,0,
COO,,CH2CL~|~CHCL~|~CCL,,182.2,0,0,
H2COCH~|~HCOCH~|~HCOC~|~H2COCH2~|~H2COC~|~COC,,CH2CL~|~CHCL~|~CCL,,-66.608,0,0,
CO2,,CH2CL~|~CHCL~|~CCL,,41.589,0,0,
HCL,,CH2CL~|~CHCL~|~CCL,,-89.89,0,0,
HBR,,CH2CL~|~CHCL~|~CCL,,-35.08,0,0,
CHCL3~|~CCL3,,CH2CL2~|~CHCL2~|~CCL2,,0,0,0,
CCL4,,CH2CL2~|~CHCL2~|~CCL2,,17.97,0,0,
ACCL,,CH2CL2~|~CHCL2~|~CCL2,,-8.309,0,0,
CH3NO2~|~CH2NO2~|~CHNO2,,CH2CL2~|~CHCL2~|~CCL2,,-9.639,0,0,
I,,CH2CL2~|~CHCL2~|~CCL2,,-40.82,0,0,
BR,,CH2CL2~|~CHCL2~|~CCL2,,-174.5,0,0,
DMSO,,CH2CL2~|~CHCL2~|~CCL2,,-215,0,0,
CL-(C=C),,CH2CL2~|~CHCL2~|~CCL2,,301.9,0,0,
COO,,CH2CL2~|~CHCL2~|~CCL2,,305.4,0,0,
C2H5O2~|~C2H4O2,,CH2CL2~|~CHCL2~|~CCL2,,-194.7,0,0,
CO2,,CH2CL2~|~CHCL2~|~CCL2,,-132.38,0,0,
CO,,CH2CL2~|~CHCL2~|~CCL2,,288.17,0,0,
HCL,,CH2CL2~|~CHCL2~|~CCL2,,-77.94,0,0,
HBR,,CH2CL2~|~CHCL2~|~CCL2,,-65.42,0,0,
CCL4,,CHCL3~|~CCL3,,51.9,0,0,
ACCL,,CHCL3~|~CCL3,,-0.2266,0,0,
CS2,,CHCL3~|~CCL3,,-26.058,0,0,
FURFURAL,,CHCL3~|~CCL3,,48.484,0,0,
I,,CHCL3~|~CCL3,,21.76,0,0,
DMSO,,CHCL3~|~CCL3,,-343.6,0,0,
CL-(C=C),,CHCL3~|~CCL3,,-149.8,0,0,
COO,,CHCL3~|~CCL3,,-193,0,0,
NMP,,CHCL3~|~CCL3,,-196.2,0,0,
CH3S~|~CH2S~|~CHS,,CHCL3~|~CCL3,,-363.1,0,0,
H2COCH~|~HCOCH~|~HCOC~|~H2COCH2~|~H2COC~|~COC,,CHCL3~|~CCL3,,-291.14,0,0,
NH3,,CHCL3~|~CCL3,,709.31,0,0,
CO2,,CHCL3~|~CCL3,,-29.29,0,0,
SO2,,CHCL3~|~CCL3,,-54.69,0,0,
HBR,,CHCL3~|~CCL3,,-50.14,0,0,
HI,,CHCL3~|~CCL3,,-17.588,0,0,
CLNO,,CHCL3~|~CCL3,,-36.23,0,0,
ACCL,,CCL4,,248.4,0,0,
CH3NO2~|~CH2NO2~|~CHNO2,,CCL4,,-34.68,0,0,
ACNO2,,CCL4,,514.6,0,0,
CS2,,CCL4,,-60.71,0,0,
FURFURAL,,CCL4,,-133.16,0,0,
I,,CCL4,,48.49,0,0,
BR,,CCL4,,77.55,0,0,
CH=-C~|~C=-C~|~CH=-CH,,CCL4,,195.84,0,0,
DMSO,,CCL4,,-58.43,0,0,
ACRY,,CCL4,,-85.148,0,0,
CL-(C=C),,CCL4,,-134.2,0,0,
ACF,,CCL4,,-124.6,0,0,
DMF~|~HCON(..,,CCL4,,-186.7,0,0,
COO,,CCL4,,335.7,0,0,
SIH2O~|~SIHO~|~SIO,,CCL4,,70.81,0,0,
C2H5O2~|~C2H4O2,,CCL4,,3.163,0,0,
CH3S~|~CH2S~|~CHS,,CCL4,,-11.3,0,0,
C4H4S~|~C4H3S~|~C4H2S,,CCL4,,-79.34,0,0,
H2COCH~|~HCOCH~|~HCOC~|~H2COCH2~|~H2COC~|~COC,,CCL4,,-43.834,0,0,
AR,,CCL4,,378.87,0,0,
H2~|~D2,,CCL4,,290.17,0,0,
HCL,,CCL4,,-60.5,0,0,
HBR,,CCL4,,29.53,0,0,
HI,,CCL4,,323.47,0,0,
BR2,,CCL4,,236.96,0,0,
CH3NO2~|~CH2NO2~|~CHNO2,,ACCL,,132.9,0,0,
ACNO2,,ACCL,,-123.1,0,0,
BR,,ACCL,,-185.3,0,0,
COO,,ACCL,,956.1,0,0,
NMP,,ACCL,,161.5,0,0,
C2H5O2~|~C2H4O2,,ACCL,,7.082,0,0,
NH3,,ACCL,,152.67,0,0,
CO2,,ACCL,,-78.4,0,0,
H2S,,ACCL,,157.35,0,0,
H2~|~D2,,ACCL,,17.6,0,0,
HBR,,ACCL,,78.05,0,0,
HI,,ACCL,,-105.78,0,0,
ACNO2,,CH3NO2~|~CH2NO2~|~CHNO2,,-85.12,0,0,
CS2,,CH3NO2~|~CH2NO2~|~CHNO2,,277.8,0,0,
DOH,,CH3NO2~|~CH2NO2~|~CHNO2,,481.348,0,0,
I,,CH3NO2~|~CH2NO2~|~CHNO2,,64.28,0,0,
BR,,CH3NO2~|~CH2NO2~|~CHNO2,,125.3,0,0,
CH=-C~|~C=-C~|~CH=-CH,,CH3NO2~|~CH2NO2~|~CHNO2,,174.433,0,0,
CL-(C=C),,CH3NO2~|~CH2NO2~|~CHNO2,,379.4,0,0,
DMF~|~HCON(..,,CH3NO2~|~CH2NO2~|~CHNO2,,223.6,0,0,
COO,,CH3NO2~|~CH2NO2~|~CHNO2,,-124.7,0,0,
CCL3F~|~CCL2F~|~HCCL2F~|~HCCLF~|~CCLF2~|~HCCLF2~|~CCLF3~|~CCL2F2,,CH3NO2~|~CH2NO2~|~CHNO2,,844,0,0,
C4H4S~|~C4H3S~|~C4H2S,,CH3NO2~|~CH2NO2~|~CHNO2,,176.3,0,0,
I,,ACNO2,,2448,0,0,
BR,,ACNO2,,4288,0,0,
SO2,,ACNO2,,359.3,0,0,
HBR,,ACNO2,,-79.88,0,0,
CH3SH~|~CH2SH~|~CHSH~|~CSH,,CS2,,0,0,0,
I,,CS2,,-27.45,0,0,
CL-(C=C),,CS2,,167.9,0,0,
COO,,CS2,,885.5,0,0,
CCL3F~|~CCL2F~|~HCCL2F~|~HCCLF~|~CCLF2~|~HCCLF2~|~CCLF3~|~CCL2F2,,CS2,,446.14,-0.8047,0,
CH3S~|~CH2S~|~CHS,,CS2,,0,0,0,
CO2,,CS2,,276.4,-0.3666,0,
CH4,,CS2,,42.987,0,0,
H2S,,CS2,,14.907,0,0,
H2~|~D2,,CS2,,353.99,0,0,
COS,,CS2,,0,0,0,
DMSO,,CH3SH~|~CH2SH~|~CHSH~|~CSH,,85.7,0,0,
DMF~|~HCON(..,,CH3SH~|~CH2SH~|~CHSH~|~CSH,,-71,0,0,
NMP,,CH3SH~|~CH2SH~|~CHSH~|~CSH,,-274.1,0,0,
CH3S~|~CH2S~|~CHS,,CH3SH~|~CH2SH~|~CHSH~|~CSH,,6.971,0,0,
CH4,,CH3SH~|~CH2SH~|~CHSH~|~CSH,,26.901,0.8674,0,
H2S,,CH3SH~|~CH2SH~|~CHSH~|~CSH,,87.264,0,0,
COS,,CH3SH~|~CH2SH~|~CHSH~|~CSH,,0,0,0,
COO,,FURFURAL,,-64.28,0,0,
CO2,,FURFURAL,,-168.2,0,0,
DMSO,,DOH,,535.8,0,0,
DMF~|~HCON(..,,DOH,,-191.7,0,0,
COO,,DOH,,-264.3,0,0,
NMP,,DOH,,262,0,0,
C2H5O2~|~C2H4O2,,DOH,,515.8,0,0,
H2COCH~|~HCOCH~|~HCOC~|~H2COCH2~|~H2COC~|~COC,,DOH,,156.35,0,0,
CO2,,DOH,,1985,0,0,
CH4,,DOH,,1390,0,0,
N2,,DOH,,-150.8,0,0,
H2S,,DOH,,-186.4,0,0,
H2~|~D2,,DOH,,135.7,0,0,
COO,,I,,288.1,0,0,
DMSO,,BR,,-111.2,0,0,
COO,,BR,,627.7,0,0,
CO2,,BR,,39.267,0,0,
HCL,,BR,,-80.8,0,0,
DMSO,,CH=-C~|~C=-C~|~CH=-CH,,-121,0,0,
CL-(C=C),,CH=-C~|~C=-C~|~CH=-CH,,631.5,0,0,
DMF~|~HCON(..,,CH=-C~|~C=-C~|~CH=-CH,,6.699,0,0,
NMP,,CH=-C~|~C=-C~|~CH=-CH,,-125.98,0,0,
NH3,,CH=-C~|~C=-C~|~CH=-CH,,-173.86,0,0,
CO2,,CH=-C~|~C=-C~|~CH=-CH,,-9.775,0,0,
DMF~|~HCON(..,,DMSO,,136.6,0,0,
COO,,DMSO,,-29.34,0,0,
CL-(C=C),,ACRY,,837.2,0,0,
DMF~|~HCON(..,,ACRY,,5.15,0,0,
COO,,ACRY,,-53.91,0,0,
HCN,,ACRY,,-67.392,0,0,
DMF~|~HCON(..,,CL-(C=C),,-137.7,0,0,
COO,,CL-(C=C),,-198,0,0,
NMP,,CL-(C=C),,-66.31,0,0,
CH3S~|~CH2S~|~CHS,,CL-(C=C),,83.4508,0,0,
NH3,,CL-(C=C),,-547.63,0,0,
SO2,,CL-(C=C),,-43.958,0,0,
CF3~|~CF2~|~CF,,ACF,,185.6,0,0,
CF4,,ACF,,-4.7649,0,0,
CF3~|~CF2~|~CF,,DMF~|~HCON(..,,55.8,0,0,
COO,,DMF~|~HCON(..,,-28.65,0,0,
CO2,,DMF~|~HCON(..,,-213.9,0,0,
CH4,,DMF~|~HCON(..,,-106.8,0,0,
N2,,DMF~|~HCON(..,,-86.3,0,0,
H2~|~D2,,DMF~|~HCON(..,,366.1,0,0,
SO2,,DMF~|~HCON(..,,165.65,-1.6026,0,
N2O,,DMF~|~HCON(..,,260.3,0,0,
CCL3F~|~CCL2F~|~HCCL2F~|~HCCLF~|~CCLF2~|~HCCLF2~|~CCLF3~|~CCL2F2,,CF3~|~CF2~|~CF,,-32.17,0,0,
CO2,,CF3~|~CF2~|~CF,,-213.34,0,0,
AR,,CF3~|~CF2~|~CF,,705.6,0,0,
H2~|~D2,,CF3~|~CF2~|~CF,,136.8,0,0,
SF6,,CF3~|~CF2~|~CF,,516.7,0,0,
XE,,CF3~|~CF2~|~CF,,65.97,0,0,
HF,,CF3~|~CF2~|~CF,,86.243,0,0,
CF4,,CF3~|~CF2~|~CF,,-158.17,0,0,
C2H5O2~|~C2H4O2,,COO,,101.2,0,0,
CO2,,COO,,-5.8025,0,0,
SIH2O~|~SIHO~|~SIO,,SIH3~|~SIH2~|~SIH~|~SI,,745.3,0,0,
N2,,SIH2O~|~SIHO~|~SIO,,0,0,0,
HCL,,SIH2O~|~SIHO~|~SIO,,0,0,0,
CO2,,NMP,,57.144,-0.9138,0,
CH4,,NMP,,52.71,0,0,
N2,,NMP,,113.21,0,0,
H2S,,NMP,,-164.86,0,0,
H2~|~D2,,NMP,,14.904,0,0,
CO,,NMP,,373.02,-0.4555,0,
SO2,,NMP,,-382.92,0,0,
CO2,,CCL3F~|~CCL2F~|~HCCL2F~|~HCCLF~|~CCLF2~|~HCCLF2~|~CCLF3~|~CCL2F2,,-30.027,0,0,
CH4,,CCL3F~|~CCL2F~|~HCCL2F~|~HCCLF~|~CCLF2~|~HCCLF2~|~CCLF3~|~CCL2F2,,-186.9,0,0,
AR,,CCL3F~|~CCL2F~|~HCCL2F~|~HCCLF~|~CCLF2~|~HCCLF2~|~CCLF3~|~CCL2F2,,-193.1,0,0,
N2,,CCL3F~|~CCL2F~|~HCCL2F~|~HCCLF~|~CCLF2~|~HCCLF2~|~CCLF3~|~CCL2F2,,209.42,-1.3662,0,
H2~|~D2,,CCL3F~|~CCL2F~|~HCCL2F~|~HCCLF~|~CCLF2~|~HCCLF2~|~CCLF3~|~CCL2F2,,-78.75,0.504,0,
SF6,,CCL3F~|~CCL2F~|~HCCL2F~|~HCCLF~|~CCLF2~|~HCCLF2~|~CCLF3~|~CCL2F2,,250.5,0,0,
HE,,CCL3F~|~CCL2F~|~HCCL2F~|~HCCLF~|~CCLF2~|~HCCLF2~|~CCLF3~|~CCL2F2,,-62.4,0.6203,0,
HCL,,CCL3F~|~CCL2F~|~HCCL2F~|~HCCLF~|~CCLF2~|~HCCLF2~|~CCLF3~|~CCL2F2,,-148.9,0,0,
CO2,,CON (AM),,-174,0,0,
H2S,,CON (AM),,-363.4,1.203,0,
SO2,,CON (AM),,-137.8,-0.753,0,
H2COCH~|~HCOCH~|~HCOC~|~H2COCH2~|~H2COC~|~COC,,C2H5O2~|~C2H4O2,,-241.64,0,0,
CO2,,C2H5O2~|~C2H4O2,,-167.1,0,0,
CH4,,C2H5O2~|~C2H4O2,,76.05,0,0,
H2S,,C2H5O2~|~C2H4O2,,-240,0,0,
H2~|~D2,,C2H5O2~|~C2H4O2,,-27.1,0,0,
CH4,,CH3S~|~CH2S~|~CHS,,146.01,0.0038,0,
H2S,,CH3S~|~CH2S~|~CHS,,-20.807,0,0,
COS,,CH3S~|~CH2S~|~CHS,,0,0,0,
H2~|~D2,,C4H4S~|~C4H3S~|~C4H2S,,-361.75,-0.1675,0,
CO2,,H2COCH~|~HCOCH~|~HCOC~|~H2COCH2~|~H2COC~|~COC,,531.64,-0.8032,0,
CH4,,H2COCH~|~HCOCH~|~HCOC~|~H2COCH2~|~H2COC~|~COC,,444.81,0,0,
N2,,H2COCH~|~HCOCH~|~HCOC~|~H2COCH2~|~H2COC~|~COC,,-3.2734,0,0,
H2~|~D2,,H2COCH~|~HCOCH~|~HCOC~|~H2COCH2~|~H2COC~|~COC,,528.38,0,0,
XE,,H2COCH~|~HCOCH~|~HCOC~|~H2COCH2~|~H2COC~|~COC,,234.81,0,0,
CO2,,NH3,,-1361.7,0,0,
CH4,,NH3,,4278.7002,3.1197,0,
AR,,NH3,,1453.4,0,0,
N2,,NH3,,1900,3.415,0,
H2~|~D2,,NH3,,1893.1,11.556,0,
NE,,NH3,,-144.22,5.0788,0,
XE,,NH3,,522.6,0,0,
CH4,,CO2,,196.16,0,0,
O2,,CO2,,32.043,0,0,
AR,,CO2,,-201.6,0,0,
N2,,CO2,,694.28,-3.0173,0,
H2S,,CO2,,114.96,0,0,
H2~|~D2,,CO2,,3048.8999,-10.247,0,
CO,,CO2,,4.2038,0,0,
SO2,,CO2,,69.85,0,0,
N2O,,CO2,,144.4,0,0,
SF6,,CO2,,198.92,0,0,
HE,,CO2,,55.66,0,0,
CL2,,CO2,,109.11,0,0,
AR,,CH4,,11.868,0,0,
N2,,CH4,,11.865,0,0,
H2S,,CH4,,278.1,-0.23,0,
H2~|~D2,,CH4,,128.55,0,0,
CO,,CH4,,1.6233,0,0,
SO2,,CH4,,394.7,0,0,
N2O,,CH4,,211.01,0,0,
HE,,CH4,,-2897,27.48,0.06494,
KR,,CH4,,-5.56,0,0,
COS,,CH4,,-103.94,0,0,
CF4,,CH4,,142.06,0,0,
AR,,O2,,32.631,0,0,
N2,,O2,,44.349,0,0,
N2O,,O2,,-1101.9,6.9864,0,
HE,,O2,,-162.7075,1.38,0.034469,
NE,,O2,,153.8,-0.853,0,
KR,,O2,,40.49,0,0,
O3,,O2,,373.66,-2.6684,0,
N2,,AR,,2.1214,0,0,
H2~|~D2,,AR,,4196.2002,0,0,
CO,,AR,,-18.703,0,0,
HE,,AR,,4536,0,0,
NE,,AR,,209.3,-1.315,0,
KR,,AR,,54.02,0,0,
CF4,,AR,,-58.35,0,0,
H2S,,N2,,648.2,-0.3007,0,
H2~|~D2,,N2,,247.42,0,0,
CO,,N2,,6.423,0.5795,0,
SO2,,N2,,1287,-1.714,0,
NO,,N2,,140.9,0,0,
N2O,,N2,,558.3,0,0,
HE,,N2,,319.7,0,0,
NE,,N2,,67.28,-0.7528,0,
KR,,N2,,-19.7,0,0,
CF4,,N2,,85.38,-0.3801,0,
H2~|~D2,,H2S,,137,0,0,
CO,,H2S,,116.97,0,0,
COS,,H2S,,229.32,-0.5351,0,
CO,,H2~|~D2,,494.67,-8.1869,0.04718,
SO2,,H2~|~D2,,863.2,0,0,
HE,,H2~|~D2,,372,0,0,
CF4,,H2~|~D2,,522.68,-1.5559,0,
HE,,CO,,177.9,0,0,
HCL,,SO2,,18.86,0,0,
CL2,,SO2,,0,0,0,
KR,,NO,,0,0,0,
NO2,,NO,,0,0,0,
SF6,,N2O,,280.06,0,0,
HE,,N2O,,44.3,0,0,
XE,,N2O,,209.8,0,0,
HCL,,N2O,,76.955,0,0,
CF4,,SF6,,534.14,0,0,
NE,,HE,,0,0,0,
F2,,HE,,273.45,0,0,
KR,,NE,,0,0,0,
XE,,NE,,0,0,0,
XE,,KR,,-121.3,0,0,
HCL,,XE,,184,0,0,
HCL,,HF,,613.1,0,0,
F2,,HF,,630.21,0,0,
CL2,,HF,,783.19,0,0,
CL2,,HCL,,132,0,0,
CLNO,,CL2,,-205.3,0,0,
