Clapeyron Database File
c-PR parameters [csvtype = single,sep = ;]
species;Mw;Tc;Pc;L;M;N
4-fluorophenol;112.1034032;702.0;5.210787377e6;1.013613231;0.605632833;0.780497067
2-aminodiphenyl~|~2-amino-1,1'-biphenyl;169.227;838.0;3.907471344e6;0.232867607;0.823450632;2.810850246
2-methyl-3-ethylpentane~|~3-ethyl-2-methylpentane~|~2-methyl-3-ethyl-pentane;114.232;567.052774;2.702019642e6;0.233683366;0.831989256;2.380288808
cis-bicyclo[3.3.0]octane;110.2;620.0;3.812117232e6;0.741927939;0.851358985;0.995458846
methyl 4-bromobenzoate;215.046;742.0;3.644824157e6;0.799128474;0.898575264;1.426803461
2,4-difluoronitrobenzene;159.0918063;679.0;3.348033292e6;0.36488613;0.846516214;2.605929693
neopentane~|~2,2-dimethylpropane;72.151;433.7211433;3.198678353e6;0.143080763;0.849598004;2.453459854
r1234zez~|~r1234ze(z)~|~cis-1,3,3,3-tetrafluoropropene~|~(z)-1,3,3,3-tetrafluoro-1-propene~|~(z)-1,3,3,3-tetrafluoroprop-1-ene;114.0426127;423.27;3.534344646e6;0.215974913;0.846343958;2.589777904
piperazine;86.138;660.06;5.459210045e6;1.367435094;0.86304853;0.563595902
2,2-dimethylhexane;114.232;549.87934;2.531966756e6;0.587659043;0.826216728;1.277926233
methyl-t-butylether~|~methyl tert-butyl ether~|~2-methoxy-2-methylpropane~|~methyl tert-butyl ether~|~mtbe;88.15;496.9705213;3.413885148e6;0.619396141;0.812353827;1.059938434
perfluorotriethylamine~|~pentadecafluoro-n,n-diethylethanamine;371.0490474;458.0;1.559181302e6;0.190944084;0.811090174;3.31675371
neon;20.1797;44.4;2.653447286e6;0.260096869;0.947353651;1.117499978
4'-chloroacetophenone~|~1-(4-chlorophenyl)ethanone;154.593;734.0;3.045279468e6;0.498031993;0.813539115;1.689245368
2,3-dimethylhexane;114.232;563.452054;2.630038887e6;0.300811814;0.822483338;2.065509288
methylformate~|~methyl methanoate;60.052;487.1586;6.003068542e6;1.31804515;0.999711634;0.536655625
2-methyl-1-pentene;84.162;501.9;3.162017654e6;1.119004752;0.997007412;0.680530076
2-chloro-1,1,1,2-tetrafluoropropane;150.5006127;431.0;3.14552007e6;0.908153125;0.999322819;0.833488023
4-acetoxyacetophenone;178.187;753.0;2.943147399e6;0.963508217;0.892133306;1.449567212
tricaprin~|~1,2,3-propanetriyl tridecanoate~|~decanoic acid 1,2,3-propanetriyl ester;554.853;877.0;536961.1548;1.510068712;0.943562425;1.409724681
n-methylbenzamide;135.166;781.0;4.355059783e6;0.935579669;0.903103034;1.613518541
dichloroacetic acid~|~2,2-dichloroacetic acid;128.936;660.0;4.515490203e6;0.902480632;0.932179923;1.54579853
bicyclo[3.1.0]hexane;82.146;549.0;5.184963243e6;0.582477828;0.929887419;1.419304387
butane, 1,4-dichloro-1,1,2,3,4,4-hexafluoro-, meso-;234.950419;533.0;2.408715314e6;6.28474e-6;0.19285616;0.903767128
1-methylindole;131.178;745.0;4.135113264e6;0.380567682;0.856365607;2.450201287
2-buten-1-ol, 3-methyl-;86.134;599.0;4.145394969e6;1.279232004;0.994910227;0.919095815
r134a~|~tetrafluoroethane~|~1,1,1,2-tetrafluoroethane;102.0316127;374.1825923;4.05724298e6;0.306400787;0.829777328;2.011245912
p-dichlorobenzene~|~1,4-dichlorobenzene;146.998;669.1788;3.570191731e6;0.273411664;0.829982233;2.162632337
2,2,3,3,5,6,6-heptamethylheptane;198.394;688.0;1.791532677e6;0.793430075;0.857114709;1.200437316
para-iodoacetophenone;246.04747;783.0;3.67797092e6;0.808623238;0.901202861;1.452895387
1,4-dimethoxybenzene;138.166;700.0;3.453102166e6;0.242825532;0.825586958;2.901483833
pyrazine;80.09;627.0;6.489857613e6;0.619640972;0.850426585;1.07631131
4-fluoronitrobenzene~|~1-fluoro-4-nitrobenzene;141.1014032;708.0;3.8216893e6;0.469628629;0.816543909;1.625781178
bicyclo[5.3.0]decane;138.254;692.0;3.15986343e6;0.208661894;0.84559401;2.620857648
3,4-dimethylhexane;114.232;568.813126;2.692729889e6;0.237898685;0.833438327;2.408210521
2-ethyl-4-methyl-2-pentenal;126.199;618.0;2.514754324e6;0.211884515;0.828617329;2.929823951
(e)-4-methyl-2-pentene~|~4-methyl-trans-2-pentene;84.162;496.6;3.075267188e6;1.157263309;0.944636394;0.639295588
2,3-dimethyl-2-hexene;112.216;571.2;2.647680147e6;0.850484913;0.985965251;1.073753526
cyclohexene, decafluoro-;262.0500316;461.74844;2.604340489e6;0.842414909;0.898523842;1.151840126
3-methylthiacyclopentane;102.195;643.0;4.568750578e6;0.764069127;0.895379201;0.921544261
2,5-dichlorophenol;162.997;778.0;4.408471267e6;2.167952597;0.79518973;0.30717008
p-dibromobenzene~|~1,4-dibrombenzene~|~1,4-dibromobenzene;235.906;754.0;4.247631516e6;1.08863551;0.999633911;0.739625636
enflurane~|~2-chloro-1,1,2-trifluoroethyl difluoromethyl ether;184.4900158;474.99;2.980587334e6;0.20318126;0.827485886;2.953455262
(s)-2-pinene;136.238;620.0;2.533536208e6;0.574197032;0.82723526;1.323352723
hexafluoroacetone~|~perfluoro-2-propanone~|~1,1,1,3,3,3-hexafluoro-2-propanone;166.022419;357.223;2.852011335e6;0.1317727;0.82116823;3.085116055
2-(dimethylamino)ethyl methylpropenoate;157.213;640.6;2.648914351e6;1.076165302;0.984798795;1.082844244
1,2,4,5-tetrafluorobenzene;150.0756127;543.311;3.80062294e6;0.403830365;0.807779067;1.677463464
2,5-dimethyl pyrrole~|~2,5-dimethyl-1h-pyrrole;95.145;668.0;4.729254488e6;1.342764171;0.466583883;0.681674221
pentafluoroethylmethylether~|~methyl perfluoroethyl ether~|~methyl pentafluoroethyl ether;150.0480158;406.8204574;2.885974074e6;0.363778542;0.786847612;1.733010309
cl2~|~chlorine;70.9;416.86562;7.978071614e6;0.320296513;0.839720669;1.14519083
2,2,4-trimethyl-1,3-pentanediol;146.23;719.0;3.117669742e6;0.0;0.151590487;1.065910232
3,3-dimethylhexane;114.232;561.98176;2.654569232e6;0.414813847;0.818300256;1.584972613
(-)-beta-pinene~|~(1s,5s)-6,6-dimethyl-2-methylenebicyclo[3.1.1]heptane;136.238;635.0;2.608775822e6;0.473845028;0.8294135;1.555450948
2-o-tolyl-2-p-tolylbutane;238.374;823.0;1.77769845e6;0.757460346;0.661697649;1.086344636
methyl 5h-perfluoropentanoate;260.0832253;555.0;2.206591987e6;0.977505276;0.919400979;1.197076785
1-bromo-2-isobutoxybenzene;229.117;728.0;2.647389772e6;1.01303531;0.96261064;1.198026376
2h-thiopyran, tetrahydro-4-methyl-;116.222;666.0;3.997667492e6;0.989143379;0.999998674;0.744159468
butanamide;87.122;740.0;6.017697565e6;1.242175904;0.999896616;0.988053946
o-ethyltoluene~|~1-methyl-2-ethylbenzene~|~1-ethyl-2-methylbenzene;120.195;646.0;3.213150736e6;1.148585197;0.988267378;0.74764325
1-iodo-3-methylbutane;198.04747;635.3;3.472537997e6;1.157724719;0.999793886;0.655795244
r245fa~|~1,1,1,3,3-pentafluoropropane;134.0490158;427.1040161;3.653618626e6;0.898274191;0.869389808;0.973995756
2,5-dimethyl-2,4-hexadiene;110.2;592.0;3.02600655e6;1.061962796;0.937272889;0.874353645
2,5-dimethyl-1,5-hexadiene;110.2;562.0;2.700430899e6;0.844788381;0.985909707;1.069479788
3-ethylhexane;114.232;565.452454;2.60913861e6;0.244718514;0.828746026;2.424041706
1,2-epoxy-perfluoropropylene~|~2,2,3-trifluoro-3-(trifluoromethyl)oxirane;166.022419;359.4;2.936093129e6;1.023972924;0.942295853;0.818003491
etbe~|~tert-butyl ethyl ether~|~ethyl tert-butyl ether~|~2-ethoxy-2-methylpropane~|~2-ethoxy-2-methyl-propane;102.177;509.4;2.961491291e6;0.596349134;0.833822797;1.24608238
1,4-dibromoperfluorobutane;359.8392253;532.4613501;2.39e6;0.849547669;0.841535771;0.996959225
2-chloro-1,1,2-trifluoroethylchloromethyl ether~|~chloromethyl 2-chloro-1,1,2-trifluoroethyl ether;182.9512095;532.0;2.297576696e6;0.621660902;0.8166422;1.596592396
epichlorohydrin~|~alpha-epichlorohydrin~|~(chloromethyl)-oxirane~|~1-chloro-2,3-epoxypropane;92.522;572.0;3.570654086e6;1.050228491;0.929353238;0.887836624
r161~|~fluoroethane~|~ethyl fluoride;48.06040316;375.2547492;5.005155546e6;0.198341032;0.84112272;2.131086279
ethylacetate~|~ethyl ethanoate;88.106;523.26;3.879492756e6;1.197214658;0.999998969;0.72940286
dibutoxymethane;160.257;613.0;1.82267247e6;1.494526858;0.984496785;0.718274457
1,4-dichloroperfluorobutane;270.9312253;485.0;2.460252606e6;0.47150261;0.847315392;1.635678338
pentafluoro(trifluoromethoxy)ethane;204.0192253;356.85;2.353633369e6;0.396826827;0.851340638;1.878509147
4-fluorobenzonitrile;121.1144032;692.0;3.773356649e6;1.011907188;0.938062433;0.857441771
isopropyl levulinate;158.197;662.0;2.880137203e6;0.648776231;0.891421029;1.994664818
(e)-5-decene;140.27;619.9;2.165211186e6;1.529202758;0.997962225;0.626858853
2-oxadodecane~|~decyl methyl ether;172.312;656.5;1.852058192e6;0.357284663;0.805562547;2.534582618
butoxide~|~ethyloxirane~|~1,2-epoxybutane;72.107;524.0;4.692496507e6;0.163956192;0.842843678;2.628388142
benzamide;121.139;831.0;5.409674269e6;0.925876149;0.901568997;1.41177287
thiirane~|~thiacyclopropane~|~ethylene sulfide;60.114;543.0;6.63425212e6;0.92889861;0.997237406;0.674612881
1,2-dichloropentane;141.035;631.0;3.370711044e6;1.272059953;0.999816334;0.614056616
ethyl chloroformate~|~ethyl chloromethanoate;108.521;549.1;4.228164461e6;0.85287886;0.93561706;1.05427391
nitrous oxide~|~dinitrogen monoxide;44.013;309.5609355;7.249416495e6;0.469055812;0.81213394;1.034612297
r132b~|~1,1-difluoro-1,2-dichloroethane~|~1,2-dichloro-1,1-difluoroethane;134.9348063;495.0;4.418860517e6;0.135556137;0.837711572;2.758124634
1,2-dibromotetrafluoroethane~|~1,2-dibromo-1,1,2,2-tetrafluoroethane;259.8236127;493.0;3.668070409e6;0.136782531;0.844702732;2.636005097
1,1,2-trichloroethane;133.396;609.0;5.352167513e6;0.17891624;0.847270326;2.593465706
2-methyl-3-(1-methylethyl)phenol;150.221;741.0;3.039223703e6;1.656712747;0.998957073;0.580997268
isooctane~|~2,2,4-trimethylpentane;114.232;543.9135982;2.568058748e6;0.467164887;0.83327419;1.455618002
cyclodecanone;154.253;736.0;3.27196355e6;0.555888341;0.869431849;1.708642965
acetaldoxime;59.068;564.0;4.992466658e6;1.378236577;0.999968524;0.852149984
2,3-dimethylpyridine;107.156;655.48154;4.032007039e6;0.43084783;0.826594251;1.62110219
1-bromopropane~|~propyl bromide;122.993;536.94;4.26746939e6;0.420426402;0.821636157;1.340821014
tetramethylurea~|~1,1,3,3-tetramethyl urea;116.164;652.0;3.180668141e6;0.280478478;0.804133214;2.324591802
3-ethylpyridine;107.156;663.0;4.053003746e6;0.254017741;0.851161591;2.470119623
1,2,3-propanetriyl tridodecanoate;639.015;905.0;394070.5257;1.673071724;0.952377618;1.322279439
2,3,3-trimethyl-1-butene;98.189;533.1;3.337970756e6;0.432259864;0.832748954;1.380406079
2,3-benzofuran;118.135;685.0;4.482380998e6;0.510337501;0.826222542;1.321180831
1,1,2,2,3,3,4,4-octafluoro-5-(1,1,2,3,3,3-hexafluoropropoxy)pentane;382.0966443;549.0;1.642130461e6;0.38486336;0.827351338;2.955622048
ethyl 7h-perfluoroheptanoate;374.125838;585.0;1.54999411e6;0.878003269;0.924614226;1.651262813
4,4-dimethyl-1-pentene;98.189;516.0;3.094190787e6;0.671841718;0.925132868;1.155087751
1,3,5,7,2,4,6,8-tetrazatetraphosphocine, 2,2,4,4,6,6,8,8-octafluoride;331.9102733;496.36196;2.130880579e6;0.941327191;0.874003996;1.195848288
bis(trifluoromethyl)sulfide~|~methane, thiobis[trifluoro-;170.072419;376.75;3.162742982e6;0.462879029;0.923654075;1.669520087
acetyl chloride;78.495;501.0;4.275852995e6;0.463691603;0.814509668;1.317472839
1h,1h,5h-octafluoropentyl-1,1,2,2-tetrafluoroethylether;332.088838;542.0;1.869894769e6;0.914300589;0.882896979;1.405828355
1,3-dibromopropane;201.889;668.7;4.192667413e6;0.192700132;0.844438681;2.64067646
1,1-dichloropropane;112.981;564.0;4.223255242e6;0.398313469;0.790769937;1.305559195
trifluoromethanethiol;102.0742095;358.0;3.262896352e6;0.993445311;0.999781949;0.711867244
ethyltrimethylacetate~|~ethyl 2,2-dimethylpropanoate~|~2,2-dimethylpropanoic acid ethyl ester;130.187;565.5;2.847830359e6;0.522849168;0.809288381;1.497684585
2,2-dimethyl-1-propanethiol;104.211;576.9;3.800267157e6;0.241074495;0.842106956;2.13502075
water-d2~|~heavywater~|~deuterium oxide;18.015;643.846611;2.167121189e7;0.514380334;0.85723519;1.537401895
r12~|~dichlorodifluoromethane;120.9078063;384.9394886;4.110737775e6;0.433821211;0.821212359;1.153994107
2-ethyl-m-xylene~|~2-ethyl-1,3-dimethylbenzene~|~1,3-dimethyl-2-ethylbenzene;134.222;671.0;2.906160715e6;1.199889739;0.999923465;0.75800666
perfluoropentanoyl fluoride;266.0380316;428.0;1.943462339e6;1.337914951;0.999565752;0.71045552
tetrachloroethene~|~tetrachloroethylene;165.822;618.0;4.692814275e6;0.172853863;0.850534364;2.54021886
oxybis(difluoromethane)~|~bis(difluoromethyl) ether;118.0306127;420.25;4.152025991e6;1.05858477;0.994710397;0.821610162
ethylcyclobutane;84.162;528.0;3.725463617e6;0.725851675;0.910537584;0.966025335
1,1-dimethylpropyl propanoate;144.214;587.0;2.777019171e6;0.811135411;0.938788421;1.463644618
3-nonyne;124.227;622.7;3.134761184e6;1.127618923;0.941416539;0.841097839
isobutyl acrylate~|~2-methylpropyl 2-propenoate~|~2-propenoicacid-2-methylpropylester;128.171;586.6;2.877528511e6;0.999209349;0.916262712;0.992122106
benzene;78.114;562.0228984;4.896694867e6;0.181395259;0.824166031;2.062125558
1-methyl-3,5-bis(propan-2-yloxy)benzene;208.301;709.0;1.971603062e6;1.374566751;0.999448161;0.980954914
3-acetoxyacetophenone;178.187;749.0;2.928195338e6;1.015410005;0.884176384;1.33299467
1-myristyl-2-layryl-3-stearin;751.231;937.0;277372.6157;1.60589313;0.929505194;1.518570578
butylacetate~|~n-butylacetate~|~butyl ethanoate~|~n-butylethanoate;116.16;575.4413793;3.159096249e6;0.254748771;0.836474415;2.780738896
2-butyl-3-hexylnaphthalene;268.444;833.0;1.536430878e6;1.452555167;0.999928215;0.924997024
2-nitrobutane;103.121;610.3;3.296504548e6;0.605895208;0.806919787;1.233916886
1,1,2,2-tetrafluorobutan-3-one;144.0686127;485.0;2.898509357e6;1.262332338;0.749204244;0.756528862
cis-4-methyl-2-pentene~|~(z)-4-methyl-2-pentene~|~4-methyl-cis-2-pentene;84.162;496.3;3.116086036e6;1.139074145;0.88509122;0.621976704
1-bromo-3-isobutoxybenzene;229.117;726.0;2.67175723e6;0.818609899;0.896959471;1.466467842
1-myristyl-2-capryl-3-stearin;723.177;929.0;303189.5905;1.708381879;0.946543445;1.374307196
pentene~|~1-pentene;70.135;464.739636;3.552355835e6;1.014880801;0.998521402;0.694786828
3-methyl-1-pentene;84.162;490.0;3.256694638e6;0.746354055;0.976847794;1.102065162
methyl 2-aminobenzoate;151.165;766.0;3.837797664e6;0.623342872;0.826898045;1.542994722
1,4-cyclohexadiene;80.13;570.0;4.689246236e6;0.328299487;0.816133471;1.563906683
r21~|~chfcl2~|~dichlorofluoromethane;102.9174032;451.6444;5.200428105e6;0.206876161;0.822710046;1.92450004
perfluoro-4-methyl-2-pentene~|~perfluoro-2-methyl-3-pentene;300.046838;438.99;1.972033056e6;0.77134087;0.870148667;1.350736791
r22~|~chf2cl~|~chlorodifluoromethane~|~difluorochloromethane;86.46580633;369.2908643;4.983269714e6;0.366116176;0.837625015;1.478816773
ccl4~|~tetrachloromethane~|~carbon tetrachloride;153.811;556.439938;4.560145264e6;0.427570811;0.795855072;1.148062513
1,1,3-trimethylcyclohexane;126.243;605.0;2.786003831e6;0.226191319;0.828133702;2.225424835
perfluoro-n-butyl-n-methyl-1-butanamine~|~1-butanamine, 1,1,2,2,3,3,4,4,4-nonafluoro-n-(nonafluorobutyl)-n- (trifluoromethyl)-;521.0724664;529.49;1.361976274e6;1.602658084;0.999961678;0.758465143
palmitin, 3-lauro-2-myristo-1-;723.177;929.0;302315.1336;1.623521651;0.93737456;1.478722536
phenanthridine;179.222;892.0;2.913120517e6;1.271377508;0.999779536;0.776296319
perfluoro-1,3-dimethylcyclohexane~|~1,1,2,2,3,3,4,5,5,6-decafluoro-4,6-bis(trifluoromethyl)cyclohexane;400.0624506;512.0;1.883772286e6;0.656044808;0.833726474;1.494915405
2,3-dimethyl-1-pentene;98.189;533.6;2.85755145e6;0.646779839;0.967348136;1.198324863
2,5-difluoronitrobenzene;159.0918063;679.0;3.702825315e6;0.386550305;0.848834485;2.567902424
3,3,4,4,5,5,6,6-octafluoro-2-methyl-2-hexanol;260.1272253;572.0;1.889304494e6;1.954071317;0.842731473;0.637223526
isobutyl levulinate;172.224;679.0;2.45055507e6;0.46352188;0.846659364;2.603585028
2,3-dimethyl-1-butene;84.162;497.7;3.322081883e6;1.156628567;0.999509106;0.625720565
2,2,3,3-tetramethylpentane;128.259;607.51;2.743491414e6;0.407917923;0.807621723;1.519103833
ethyl 2-methylbutanoate~|~2-methylbutanoic acid ethyl ester;130.187;577.6;2.559494557e6;1.114621602;0.93887094;0.855322601
perfluoro-2,3-dimethylbutane~|~butane, octafluoro-2,3-bis(trifluoromethyl)-;338.0436443;463.0414109;1.984854073e6;1.373197967;0.999892765;0.685679945
1-methoxyisopropylacetate~|~1-methoxy-2-acetoxypropane~|~1-methoxy-2-propyl acetate~|~propylene glycol monomethyl ether acetate;132.159;597.7880829;3.067583971e6;0.186764787;0.816415186;3.190777837
2,2,3-trimethylhexane;128.259;592.1;2.709448589e6;0.718762449;0.845398634;1.094136265
bis(tetrafluoropropyl) carbonate;290.1092253;596.0;2.20954576e6;1.847852139;0.944327878;0.728851206
1,1-dichloro-3,3,3-trifluoropropane;166.9522095;515.0;3.039134181e6;0.4191362;0.639262191;1.137929676
carbonyl sulfide;60.07;378.77324;6.346811231e6;0.925582563;0.999983399;0.544329696
n-ethylacetamide;87.122;687.0;4.641665798e6;1.083396633;0.971719174;1.166899669
2-chloronaphthalene;162.616;777.0;4.536719053e6;0.725732813;0.92563822;1.476952826
1-palmityl-2-capryl-3-stearin;751.231;937.0;281260.7242;1.950508691;0.972041752;1.163911061
2-nitropropane;89.094;594.8;3.838309233e6;0.268898077;0.818100537;2.054044117
ethylbutyrate~|~ethyl butanoate~|~ethyl n-butyrate;116.16;566.121;3.116435479e6;0.29917401;0.844401392;2.641207199
r112~|~1,1,2,2-tetrachlorodifluoroethane~|~1,1,2,2-tetrachloro-1,2-difluoroethane~|~1,1,2,2-tetrachloro-1,2-difluoro-ethane;203.8188063;560.0;3.665076055e6;0.237970083;0.825023459;1.986169207
(2-bromoethyl)cyclohexane;191.112;715.0;3.036666932e6;0.451328417;0.838132402;1.597229877
2-cyclohexyloctane;196.378;706.0;1.953389976e6;0.786283667;0.889107873;1.652480316
(z)-1,1,1,4,4,4-hexafluorobut-2-ene;164.050419;444.4712;2.899040923e6;1.068982428;0.998236017;0.86105625
methyl phenyl sulfide~|~1-phenyl-1-thiaethane;124.201;705.9;4.098498325e6;1.136580665;0.999950614;0.747608863
4-methylpentan-2-one~|~4-methyl-2-pentanone~|~methyl isobutyl ketone;100.161;575.3704828;3.396372864e6;0.212997054;0.833946944;2.639030919
hcl~|~hydrogen chloride~|~hydrochloric acid;36.458;324.666596;8.272861329e6;0.715531106;0.997978571;0.797094733
isopropyl nitrite;89.094;483.7446134;2.993623795e6;0.784249226;0.999668503;0.785333754
fluorine;37.99680633;144.008765;5.215833362e6;0.289773679;0.906167281;1.342161284
2-chlorobutane~|~sec-butyl chloride;92.566;518.6;3.451159485e6;0.95414932;0.899312661;0.747913722
1,2-dibromo-2-chloro-1,1,2-trifluroethane~|~1,2-dibromo-1-chloro-1,2,2-trifluoroethane;276.2752095;560.611;3.608935954e6;0.261462966;0.809572705;1.781768648
(z)-2,2-dimethyl-3-hexene~|~cis-2,2-dimethyl-3-hexene;112.216;563.6;3.0681407e6;0.397152631;0.818321525;1.555363628
1-butanethiol, 2-methyl-;104.211;596.7;3.754145068e6;0.17947874;0.846063939;2.613427144
4,7-methano-1h-indene, octahydro-, (3a.alpha.,4.alpha.,7.alpha.,7a.alpha.)-;136.238;685.0;3.169080393e6;0.98258821;0.999993973;0.884536874
1-iodo-2-methylbenzene;218.03747;737.0;4.343260901e6;0.410137472;0.867682003;1.843714431
3,4-difluoronitrobenzene;159.0918063;689.0;3.603067998e6;0.391807289;0.814938716;1.912319445
ethene~|~ethylene~|~1-ethylene;28.054;282.343808;5.041481129e6;0.325697679;0.85102929;1.169880032
cyclohexane;84.162;553.4458017;4.075986307e6;0.590623644;0.816456968;0.981442254
pentane, undecafluoro-3-(trifluoromethyl)-;338.0436443;449.961;1.692122757e6;1.311191255;0.999970644;0.773467018
1-nitropropane;89.094;606.2;3.814269235e6;0.720253051;0.844401914;1.107687273
2-hexyne;82.146;543.4992625;4.09653691e6;0.333020959;0.814623259;1.791444617
isobutyl iodide~|~1-iodo-2-methylpropane;184.02047;603.3;3.671280941e6;1.233917561;0.999995194;0.565223673
methacrolein~|~2-methyl-2-propenal~|~alpha-methylacrolein;70.091;539.0;5.169231822e6;0.720112784;0.896547235;0.976958392
thiophene;84.136;579.434625;5.682679824e6;0.77707614;0.820406755;0.756358346
2-methyl-6-(1-methylethyl)phenol;150.221;716.0;2.839851974e6;1.443025082;0.999720844;0.653596004
3,4-dichloronitrobenzene~|~1,2-dichloro-4-nitrobenzene~|~3,4-dichloro-1-nitrobenzene;191.995;762.0;3.646724965e6;1.265754128;0.999983799;0.846913767
n-heptyl levulinate;214.305;734.0;1.803581169e6;0.846240899;0.923296305;1.672937089
cyclopentanamine~|~cyclopentylamine;85.15;585.0;4.938872852e6;0.311520796;0.865711175;2.315117961
2-bromofluorene;245.119;868.5820925;2.01270515e6;0.927256228;0.891269222;1.164622471
2,6-xylenol~|~2,6-dimethylphenol;122.167;700.96966;3.754698973e6;1.09853317;0.99998791;0.854207823
thf~|~tetrahydrofuran;72.107;540.12678;5.234363315e6;0.765450267;0.861529841;0.847904905
1-(ethenyloxy)- propane;86.134;507.8;3.576107143e6;0.931100414;0.801291805;0.816729165
n,n-dimethylisopropylamine;87.166;512.4;3.420312299e6;0.881607766;0.892880943;0.838673067
1,1dimethoxypropylbenzene;180.247;730.0;2.710032233e6;2.271896013;0.708764589;0.360722938
dodecanoic acid, tricosafluoro-;614.1012727;643.0;1.039289009e6;1.255224831;0.462260137;1.317613429
ethylcyclopropane;70.135;482.0;4.252596282e6;0.744626152;0.998004077;1.009890643
1,1,1-trifluoro-2-propanol;114.0672095;497.0;4.316887144e6;1.513652999;0.830350057;0.832633718
m-cymene~|~.beta.-cymene~|~3-isopropyltoluene~|~1-methyl-3-(1-methylethyl)-benzene;134.222;652.0;2.947560948e6;1.148171219;0.998971782;0.779516209
2-ethyl-4-methyl-1-pentanol;130.231;626.0;2.766889726e6;1.220400626;0.615001985;0.944592071
1,1-dimethoxycyclobutane;116.16;581.0;3.922281757e6;1.219671811;0.870441278;0.670354602
n-methylpyrrolidine~|~1-methyl-pyrrolidine;85.15;541.0;4.522371628e6;0.408271898;0.899169361;1.909893121
methylal~|~dimethoxymethane;76.095;488.242546;3.958973982e6;2.276147197;0.997152758;0.284693123
r1243zf~|~3,3,3-trifluoropropene~|~3,3,3-trifluoro-1-propene~|~1,1,1-trifluoro-2-propene~|~3,3,3-trifluoropropylene (r1243zf);96.05220949;378.563282;3.618114921e6;0.318325555;0.840022821;1.757667173
propylpropionate~|~propyl propanoate~|~n-propyl propanoate~|~n-propyl propionate~|~propanoic acid propyl ester;116.16;569.08;3.060409629e6;0.23680245;0.833259309;2.840445939
