Clapeyron Estimator,,,,
density,,,,
p,T,Cid,Aid,out_density
1.01E+05,348.26,2,3,1381.17
1.01E+05,352.77,2,3,1378.39
1.01E+05,358.17,2,3,1375.04
1.01E+05,364.02,2,3,1370.88
