Clapeyron Database File,,,,,,,,,,,,,,,,,,,
NASAIdeal Coefficients from Modelica.Media.IdealGases.Common.SingleGasesData [csvtype = single],,,,,,,,,,,,,,,,,,,
species,Tmid,a1l,a2l,a3l,a4l,a5l,a6l,a7l,b1l,b2l,a1h,a2h,a3h,a4h,a5h,a6h,a7h,b1h,b2h
BF,1000.0,-52389.5473,811.8476640000001,-1.141614903,0.01161249417,-1.175212617e-05,6.01923278e-09,-1.238293129e-12,-17745.41998,30.05086287,-374638978,560.449391,3.60918611,0.000618721693,-1.77893877e-07,2.426601527e-11,-9.39465158e-16,-18191.79292,3.71660929
BFCL,1000.0,-23635.12735,438.316898,0.391809572,0.01719990692,-2.139592424e-05,1.337389186e-08,-3.37116469e-12,-36871.6659,26.68102752,-108630.9561,-523.343848,7.29750474,-3.054410701e-05,-3.154598306e-08,1.052290533e-11,-7.615432260000001e-16,-33058.9121,-11.86586595
BFCL2,1000.0,4402.55124,-157.1398929,4.01632231,0.01743396078,-2.25278906e-05,1.433673443e-08,-3.64875558e-12,-78224.5262,6.886094746,-223361.3309,-644.060296,10.47861848,-0.0001911892367,4.22488779e-08,-4.84726692e-12,2.247974725e-16,-77406.2648,-28.14630564
BFOH,1000.0,-75639.5367,1354.838128,-5.64821011,0.0387027466,-5.03765918e-05,3.33959264e-08,-8.847822949999999e-12,-61944.4611,58.0036282,725131809,-3215.62085,11.17909777,-0.0001883881929,2.57970808e-09,2.6651581e-12,-2.186647438e-16,-37168.0808,-39.7846349
BF_OH_2,1000.0,13818.00676,252.9637004,-3.84455204,0.0525514085,-7.19311773e-05,4.94830991e-08,-1.345922496e-11,-128312.3258,42.9365937,1422037.64,-6257.297570000001,18.22460686,-0.000322139645,-7.1267399e-09,6.75869977e-12,-5.04255454e-16,-91862.5419,-85.2789505
BF2,1000.0,-67876.5176,1085.903536,-3.023320961,0.02326503687,-2.641444147e-05,1.515620683e-08,-3.51855918e-12,-66409.18250000001,44.31968310000001,-115309.1296,-810.9800119999999,7.60270923,-0.0002409209242,5.32847186e-08,-6.11879794e-12,2.839984178e-16,-57962.2217,-16.55644047
BF2plus,1000.0,-29383.56477,295.5698598,1.894274526,0.01280508319,-1.388757254e-05,7.62436675e-09,-1.706339371e-12,35989.9244,13.84803311,-176940.9966,-534.368518,7.72805291,-1.958622052e-06,-2.419680893e-08,5.73253381e-12,-3.21635423e-16,39087.4505,-19.36560315
BF2minus,1000.0,21097.65318,143.95646,0.2604646296,0.01817373751,-2.241565287e-05,1.369712886e-08,-3.35595268e-12,-89718.0178,23.51692604,-170992.0627,-615.621979,7.45887137,-0.0001836703248,4.064363959999999e-08,-4.66770095e-12,2.16626484e-16,-87414.0453,-16.20604664
BF2CL,1000.0,4500.10125,-119.6284966,3.19863514,0.01743426933,-1.994070287e-05,1.12513643e-08,-2.544020371e-12,-107677.9851,10.08195015,-206681.7398,-1024.447292,10.75843981,-0.0003023235319,6.67252147e-08,-7.6499419e-12,3.5462245e-16,-104693.6725,-32.29995036
BF2OH,1000.0,-7522.52165,436.712169,-3.128973474,0.04323957680000001,-5.78549404e-05,3.88585813e-08,-1.038574523e-11,-134425.9458,41.3917055,576075925,-3611.90019,14.4689764,-0.0003028293733,2.764337508e-08,-1.90549317e-13,-8.69497194e-17,-113358.9041,-58.9698151
BF3,1000.0,3465584,21.33198651,1.641245191,0.01993755064,-2.15011993e-05,1.145669081e-08,-2.442285789e-12,-137945.5591,16.25533544,-181976.7014,-1405.347931,11.03412258,-0.000410459105,9.03127757e-08,-1.03305736e-11,4.780551830000001e-16,-132313.6863,-37.3838608
BF4minus,1000.0,206848.52,-2463.190805,12.06414196,0.01102766923,-1.75172076e-05,1.201346256e-08,-3.150588626e-12,-201056.9206,-46.1082694,-437324171,-775.928941,13.58222575,-0.0002341024178,5.19691594e-08,-5.982245780000001e-12,2.781163206e-16,-212725.1877,-49.533697
BH,1000.0,20630.8255,-368.250252,6.07133787,-0.00872832107,1.458566459e-05,-1.036840401e-08,2.779462579e-12,54604.5992,-13.00392582,-1098531663,-174.5890126,8.44242681,-0.00544019667,2.718307052e-06,-4.83981221e-10,2.868523222e-14,50167.3567,-29.71030686
BHCL,1000.0,47632.7491,-442.001652,3.97564588,0.008541698759999999,-1.377785182e-05,1.131521587e-08,-3.56965918e-12,18222.78428,3.028452399,349999172,-2238.404757,8.71110605,-0.001088882906,4.18930109e-07,-6.56871126e-11,3.6200676e-15,28412.40364,-25.89566225
BHCL2,1000.0,44199.1481,-238.4739577,1.356682235,0.02517866897,-3.6329104e-05,2.644335581e-08,-7.62504411e-12,-30038.77914,17.87024616,411099606,-2858.027441,11.79547506,-0.000632281797,1.269551549e-07,-1.352862344e-11,5.92165351e-16,-16172.8876,-42.17900972
BHF,1000.0,-49083.6226,961.0760210000001,-2.919850316,0.02149156633,-2.595677863e-05,1.693492714e-08,-4.55364884e-12,-14669.25195,41.6070931,1184821.3,-4677.43518,10.67328148,-0.001606366598,3.7045347e-07,-3.79788275e-11,1.432441145e-15,18026.40937,-42.85931169999999
BHFCL,1000.0,576.116972,304.215625,-0.9808900360000001,0.02803843648,-3.67673402e-05,2.499824138e-08,-6.87342164e-12,-60502.0739,31.32842092,439077892,-3137.181709,12.00286161,-0.000715366934,1.453878608e-07,-1.56519707e-11,6.910075059999999e-16,-42323.6834,-44.66542881
BHF2,1000.0,-83535.40280000001,1616.659766,-8.16140567,0.0415378679,-4.92106328e-05,3.054165306e-08,-7.78681398e-12,-97480.6546,70.3863075,466087.6960000001,-3728.10049,12.44152658,-0.000890684319,1.841732568e-07,-2.010774349e-11,8.979196590000001e-16,-69781.4293,-51.0321804
BH2,1000.0,28125.57296,-300.0083489,4.824221,-0.0002186429819,1.485457398e-06,3.89373968e-10,-6.331629389999999e-13,39919.8842,-5.04268285,1360117365,-4917.70449,9.75897103,-0.000741587064,1.269760019e-07,-1.187742442e-11,4.68255251e-16,68902.9266,-41.9049012
BH2CL,1000.0,16466.38117,127.7320942,0.1300268921,0.01938143193,-2.316389616e-05,1.607896164e-08,-4.66833765e-12,-11121.12215,23.08500112,1427215437,-6265.56434,13.82183005,-0.001313843556,2.587131606e-07,-2.71384527e-11,1.172827257e-15,26393.87516,-63.99725308
BH2F,1000.0,-88379.2044,1705.285929,-8.06124613,0.0364318868,-4.15248255e-05,2.620135756e-08,-6.930886410000001e-12,-47872.7341,68.6208767,1435082111,-6625.32017,14.09165008,-0.00142246906,2.828724718e-07,-2.992498948e-11,1.302618926e-15,-793.719267,-68.013564
BH3,1000.0,-66196.3507,1262.658391,-4.6543559,0.02461795131,-2.501537437e-05,1.562330756e-08,-4.32394948e-12,5667.58798,46.66504620000001,1855778.95,-8002.492370000001,15.05692199,-0.001790456689,3.6125111e-07,-3.86603591e-11,1.698508879e-15,59675.3707,-79.94046159999999
BH3NH3,1000.0,-181106.3598,3010.341543,-15.24271135,0.0621563775,-5.95988185e-05,3.26742936e-08,-7.75124309e-12,-29342.78877,108.7399608,4354925.96,-18242.35232,31.6299983,-0.00320824361,5.88507545e-07,-5.80853553e-11,2.3825786e-15,94381.1803,-189.7865799
BH4,1000.0,27342.74578,-84.73619380000001,1.551871695,0.01439765491,-6.11115236e-06,-1.324417559e-10,5.13300815e-13,30220.48074,12.50358328,1354714146,-7870.76275,18.2617061,-0.001948275329,4.07270689e-07,-4.4827109e-11,2.014115885e-15,74702.49489999999,-96.8608689
BI,1000.0,35174.4953,-544.58193,6.02751101,-0.002387237926,2.244796277e-06,-1.110001347e-09,2.280204403e-13,40719.1013,-7.28804984,2132872626,-6283.684960000001,11.23964343,-0.00325885675,7.06428215e-07,-4.23006893e-11,-4.20807847e-16,77976.3481,-46.6404261
BI2,1000.0,66409759,-1044.411994,9.73419724,-0.00395255754,3.16556778e-06,-1.273764644e-09,1.879968132e-13,32057.5089,-20.12407058,-392402223,442.290235,7.12962358,-0.000561963406,3.18076052e-07,-5.537079720000001e-11,3.1839597e-15,22919.72638,-3.20179324
BI3,1000.0,62431.1489,-1002.408628,11.06650075,0.001609588058,-5.14725025e-06,4.73251402e-09,-1.512999796e-12,5160.34815,-24.20687643,-150617.6506,-81.6721061,10.05937867,-2.319396215e-05,5.01996673e-09,-5.65434963e-13,2.580651348e-17,-426.168791,-16.17962779
BN,1000.0,-45697.0758,670.428607,0.0361508908,0.007339487509999999,-4.96903349e-06,1.22903138e-09,6.34028152e-14,64854.6508,25.39869896,-227693.2705,-102.5649298,4.41458681,0.0002561670989,-1.612994942e-08,-6.526052929999999e-13,5.74946612e-17,67844.6513,-0.6778568656
BO,1000.0,-11662.16822,92.17579389999999,3.65549849,-0.00311854292,9.00832983e-06,-8.01778999e-09,2.472952292e-12,873.8284780000001,4.48284739,17886.00589,-630.901963,4.5745284,0.0001988001643,-9.70296348e-08,1.870854291e-11,-1.030218131e-15,4841.311089999999,-3.39889058
BOminus,1000.0,-82420.2321,920.3636899999999,-0.2302659981,0.006229904119999999,-3.157624391e-06,1.184578107e-10,2.819228693e-13,-39111.4122,25.99226838,212280.4369,-1262.124688,5.38316731,-0.00031810491,7.28898825e-08,-8.141708919999999e-12,3.71536439e-16,-27068.92261,-9.77375367
BOCL,1000.0,70523.8064,-1315.301429,11.30087727,-0.0120711205,1.880516131e-05,-1.373823975e-08,3.85489016e-12,-33553991,-36.98462517,155714.8487,-1446.254968,8.50944805,-0.000385900738,8.26226882e-08,-9.261027459999999e-12,4.21999801e-16,-32035.8904,-23.72713292
BOCL2,1000.0,7322.66736,-202.7726965,4.16192409,0.01733309456,-2.263908718e-05,1.45227519e-08,-3.71959312e-12,-44144.4188,6.52042411,-229752.7041,-619.456793,10.46075518,-0.0001841620739,4.07121543e-08,-4.67224655e-12,2.167237536e-16,-43715.3842,-27.43570215
BOF,1000.0,72268.02649999999,-1131.38663,8.81605452,-0.00462769457,7.80129958e-06,-5.681205839999999e-09,1.534732094e-12,-67111.1601,-25.47957229,193702.0297,-1739.112297,8.69565086,-0.000451889557,9.59101908e-08,-1.067806769e-11,4.840007660000001e-16,-63301.5239,-27.02458617
BOF2,1000.0,7227.79413,21.48783624,1.157840301,0.02250585296,-2.610731536e-05,1.508824929e-08,-3.51836485e-12,-101399.5733,20.10127136,-220502.8861,-1254.23869,10.9255138,-0.0003680144,8.10716494e-08,-9.28127506e-12,4.2975493e-16,-96804.47579999999,-34.8285333
BOH,1000.0,-75214.1027,1391.444703,-5.63033018,0.02966358811,-3.83083518e-05,2.550606424e-08,-6.79585721e-12,-8341.300280000001,55.17690039999999,844749.8570000001,-3016.982887,8.0838647,-0.0001609855388,-2.191830959e-09,3.127133119e-12,-2.376665451e-16,16476.98495,-26.03227947
BO2,1000.0,-41410.9064,719.885461,-1.477629435,0.02277415194,-2.786326934e-05,1.718462069e-08,-4.27899144e-12,-41776.5769,32.5845801,-38344.5234,-956.326114,8.20096278,-0.0002062130802,9.87228899e-09,8.15836676e-12,-7.52751966e-16,-34235.6402,-22.24772278
BO2minus,1000.0,53242.7969,-732.631303,5.90247,0.0024374652,-4.87880395e-07,-8.47572476e-10,4.08078118e-13,-83442.9368,-10.53931911,119922.6372,-1715.766982,8.70103822,-0.000460124212,9.86701187e-08,-1.107288516e-11,5.05018324e-16,-78257.89689999999,-28.39356505
B_OH_2,1000.0,1491.659222,364.818484,-2.906006389,0.0413683446,-5.78258422e-05,4.069783560000001e-08,-1.126499791e-11,-53754.8366,38.8853518,1557023406,-5784.71076,14.87391235,-0.0001821804765,-3.80354164e-08,1.030332746e-11,-6.68588983e-16,-18068.10301,-65.902689
BS,1000.0,-38394901,698.941749,-1.21398046,0.01396391264,-1.689881284e-05,1.038889985e-08,-2.582063989e-12,28656.85472,31.54819945,1358760165,-4364.03596,9.03430759,-0.002114548699,4.18927531e-07,-1.354787322e-11,-1.360684605e-15,59130.6545,-33.36696868
BS2,1000.0,18202.64374,-515.067189,8.547515,-0.001626155268,1.866387194e-06,-1.277165468e-09,3.68198069e-13,8186.839750000001,-17.78384854,512040251,-1938.581076,9.81487346,-0.001339731606,3.75430116e-07,-4.40038378e-11,1.887662968e-15,17365.35,-27.57546712
B2,1000.0,-151641.8096,2630.168946,-13.81358321,0.05216225190000001,-6.93049474e-05,4.46941039e-08,-1.128496456e-11,89952.5105,98.13118490000001,1094594495,-2602.735739,6.90945621,-0.0006405949889999999,1.951732355e-07,-2.555902119e-11,1.053557323e-15,118780.7611,-19.49045025
B2C,1000.0,-41665.1987,579.777952,1.411017091,0.01174705713,-1.066474425e-05,4.71723262e-09,-7.97001326e-13,91968742,17.69254387,1159241019,-4567.79881,12.28672097,-0.002500830701,6.40997985e-07,-6.932935770000001e-11,2.672933741e-15,122244.2137,-51.99066186
B2CL4,1000.0,42855.5513,-728.074881,9.31576367,0.02331629623,-3.51124761e-05,2.464057658e-08,-6.73547996e-12,-58190.2324,-16.22083878,-642798703,507.856299,14.86725022,2.026983515e-06,6.27271881e-09,-1.218822573e-12,7.241208409999999e-17,-68200.66,-41.39110669
B2F4,1000.0,-59716.9564,818.9425440000001,-0.643767129,0.0385896607,-4.31305319e-05,2.404463223e-08,-5.39355935e-12,-179004.1225,35.5217997,38558.6589,-2928.842655,17.92063736,-0.000952399827,1.614708845e-07,-1.428613504e-11,5.21873967e-16,-161305.1924,-71.8480325
B2H,1000.0,87755.7974,-1343.931564,9.83209915,-0.00560713775,5.730651049999999e-06,-2.266436197e-09,1.97235208e-13,100990.8698,-32.8246148,617554.5750000001,-2627.897466,9.08490507,-0.000538941833,1.0507147e-07,-1.092459556e-11,4.68485466e-16,109953.7555,-31.6402991
B2H2,1000.0,142161.7322,-2138.011262,13.17732399,-0.00894265807,1.127804935e-05,-5.7878862e-09,1.000813871e-12,63723.19250000001,-53.4698274,1240614592,-5368.96502,13.79292454,-0.001136749748,2.245617156e-07,-2.361530467e-11,1.022604572e-15,85065.1149,-64.354613
B2H3,1000.0,94251.4716,-1075.866284,6.38399939,0.01167858327,-1.429661252e-05,1.128776882e-08,-3.68132506e-12,46353.3508,-14.00002845,1771506902,-7872.26093,17.89447015,-0.001709304785,3.40957543e-07,-3.61454368e-11,1.575671409e-15,87377.1189,-90.5462946
B2H3_db,1000.0,60640.1484,-752.446633,5.58448384,0.01080468494,-8.64903281e-06,4.74833331e-09,-1.309096028e-12,44917923,-8.87368682,1497731017,-7219.31414,17.50463766,-0.0015796988,3.16410347e-07,-3.36722515e-11,1.472919654e-15,83243.4967,-87.79549259999999
B2H4,1000.0,40001323,-307.1548876,1.763071673,0.02646361882,-3.066168202e-05,2.163781936e-08,-6.49183541e-12,25810.33714,10.1526713,2292078842,-10598.32517,22.68612155,-0.002363586598,4.76217307e-07,-5.0901004e-11,2.23391159e-15,86385.91979999999,-124.6794566
B2H4_db,1000.0,-17814.96923,571.6048040000001,-2.763085348,0.03125348696,-2.709524346e-05,1.341728634e-08,-3.004352798e-12,21581.38307,36.7587294,1886854256,-10100.45614,22.47110812,-0.002319968667,4.73187996e-07,-5.11067303e-11,2.262693782e-15,82334.87,-123.7455797
B2H5,1000.0,38309.6545,-40.6614805,-1.422523787,0.0367459527,-3.85198971e-05,2.44449444e-08,-6.82172294e-12,30089.56452,28.02425895,2696691012,-13200.19835,27.35260413,-0.002961879012,5.98499943e-07,-6.41374855e-11,2.821187823e-15,106452.4901,-155.9654379
B2H5_db,1000.0,14244.46027,420.45582,-3.70045125,0.036720531,-3.19350373e-05,1.695013434e-08,-4.25703814e-12,30466.84683,42.45495820000001,2571729448,-13568.29858,27.81376038,-0.00319236503,6.56116526e-07,-7.12733394e-11,3.16949265e-15,110637.0527,-159.7214457
B2H6,1000.0,-10528.44558,1041.795556,-8.96051886,0.0549248088,-5.30519705e-05,3.011904756e-08,-7.688768300000001e-12,-925.9374349999999,68.1259243,2835765414,-15676.00163,32.2612233,-0.00373860973,7.71880646e-07,-8.41445454e-11,3.75222338e-15,93583.7855,-192.0223395
B2O,1000.0,-56995.4676,1018.000465,-2.636481947,0.02746009279,-3.63243272e-05,2.406890217e-08,-6.38412972e-12,17038.74394,38.5534611,-162872322,-387.628981,7.78772352,-0.0001146822108,2.528097612e-08,-2.893783941e-12,1.339210475e-16,22630.35354,-19.08513011
B2O2,1000.0,81743.9169,-1732.702797,16.05560926,-0.02160057288,3.56685457e-05,-2.660198794e-08,7.53183324e-12,-48996.32900000001,-61.72702390000001,460578966,-2990.079203,12.56764079,-0.000785097495,1.672537624e-07,-1.86769478e-11,8.486190669999999e-16,-40157.4815,-48.7441371
B2O3,1000.0,73796.11910000001,-1263.620592,10.72681512,0.000384138372,5.97605838e-06,-6.55289135e-09,2.123951064e-12,-96281.83140000001,-30.88078011,390503.53,-3691.34821,15.55502598,-0.0009707645510000001,2.068887872e-07,-2.310858356e-11,1.050136734e-15,-82630.5441,-63.9086344
B2_OH_4,1000.0,-17287.17249,849.591348,-8.71595957,0.0936236261,-0.0001278784165,8.81367116e-08,-2.400605571e-11,-156433.7133,71.2016931,2983925656,-12074.69577,31.6261057,-0.000516368244,-4.23209397e-08,1.67197728e-11,-1.156366726e-15,-82809.76969999999,-165.3010498
B2S,1000.0,66386093,-920.1185690000001,8.69983134,0.000764558901,-3.70902603e-06,3.64237398e-09,-1.197766071e-12,77703758,-22.51712444,-121150.1483,-64.7339845,7.54682561,-1.82054145e-05,3.92395117e-09,-4.40386238e-13,2.003651718e-17,72585.3187,-13.94971229
B2S2,1000.0,-70615.4997,718.294478,1.919797788,0.02036407461,-2.309813846e-05,1.311616725e-08,-2.996394781e-12,11008.29019,18.55402586,-164153.5014,-774.286564,11.07731737,-0.0002313278554,5.12561429e-08,-5.89408123e-12,2.738673834e-16,17330.03515,-33.59766998
B2S3,1000.0,-34312685,558.761537,3.41407741,0.02398333891,-2.841617637e-05,1.690005199e-08,-4.060070709999999e-12,-3027.690575,18.46767864,-190585.5086,-934.8342479999999,13.69333613,-0.000276664725,6.1101558e-08,-7.00804857e-12,3.24952462e-16,2906.43376,-39.46870479
B3H7_C2v,1000.0,108600.9469,-792.15368,-0.9577368039999999,0.0565611929,-6.4050345e-05,4.28132296e-08,-1.227580455e-11,24306.38819,21.02582666,3598592.14,-18637.01968,39.9399883,-0.00427541016,8.705358820000001e-07,-9.38510502e-11,4.14786531e-15,127215.4092,-237.9769856
B3H7_Cs,1000.0,52981.69330000001,407.174537,-9.63573053,0.07944312,-9.306456819999999e-05,6.10514735e-08,-1.685927691e-11,17070.69083,68.73966560000001,3281576.45,-18110.96595,39.6383246,-0.00417842411,8.52682906e-07,-9.20960024e-11,4.076496770000001e-15,121362.2564,-235.7090217
B3H9,1000.0,84832149,-520.616304,-0.466570121,0.0534698386,-4.15579682e-05,1.944135439e-08,-4.54122735e-12,18051011,21.10804198,3863999.5,-22294.33407,48.7504615,-0.00541844926,1.125767651e-06,-1.233226406e-10,5.52034818e-15,142218.7123,-295.8240102
B3N3H6,1000.0,-155262.1082,4010.21127,-33.824913,0.1624575582,-0.0002065528647,1.368862991e-07,-3.6734709e-11,-80512534,199.5000751,3739245.17,-19412.38951,44.4507003,-0.00321030805,5.71746542e-07,-5.48669214e-11,2.191943197e-15,47584.2616,-264.1156625
B3O3CL3,1000.0,-42844.52800000001,1005.623966,-4.55651963,0.08117967139999999,-0.0001038385803,6.62142233e-08,-1.695748504e-11,-204090.7277,54.66113803,-741405981,-2527.447455,26.87263667,-0.000746338936,1.64633411e-07,-1.886231553e-11,8.737926310000001e-16,-192350.9858,-118.5636255
B3O3FCL2,1000.0,-37191.2007,867.3745889999999,-4.09577846,0.0781556397,-9.767035169999999e-05,6.09761009e-08,-1.532880319e-11,-233138.3552,51.98088158,-716236083,-2851.210308,27.10953133,-0.000840091964,1.852318684e-07,-2.121694694e-11,9.827291560000002e-16,-220272.9252,-121.0679365
B3O3F2CL,1000.0,-52770.1554,1104.904696,-5.85418105,0.079539431,-9.59266077e-05,5.79985631e-08,-1.416698348e-11,-264040.0115,60.71247222,-681078749,-3370.00902,27.48953579,-0.000990544256,2.18290844e-07,-2.49957348e-11,1.157532106e-15,-247211.4785,-126.1501548
B3O3F3,1000.0,-72515.4978,1400.996228,-7.9067162,0.0821716185,-9.63315266e-05,5.66819426e-08,-1.349024305e-11,-295346.1728,70.0153683,-662982291,-3784.94687,27.79526578,-0.001112096232,2.450806704e-07,-2.80648498e-11,1.299750466e-15,-274886.5475,-131.5605015
B4H4,1000.0,217179.1579,-2598.282557,9.84544061,0.0302630914,-4.128334159999999e-05,3.089368344e-08,-9.35338426e-12,50791.4348,-37.7075721,1937200886,-10781.85932,28.79625241,-0.002401547707,4.83775678e-07,-5.17049023e-11,2.269138182e-15,98365.9539,-156.1814117
B4H10,1000.0,-32966.04820000001,2440.532922,-26.85332563,0.1406499347,-0.0001586710574,9.87459413e-08,-2.601426018e-11,-3091.924018,158.9905532,4030474.13,-25606.29762,56.8723366,-0.00617856786,1.280621032e-06,-1.400254585e-10,6.258866560000001e-15,150600.9087,-352.07142
B4H12,1000.0,71521703,-159.0351575,-4.71977166,0.088112289,-8.60494688e-05,5.12353551e-08,-1.37986525e-11,21941.86547,41.878974,6158360.8,-32020.8673,66.60443599999999,-0.00740636928,1.512993908e-06,-1.635619071e-10,7.24538514e-15,205458.6275,-414.210686
B5H9,1000.0,89984.7372,104.2533357,-11.95549834,0.1007310686,-9.86668021e-05,5.29553518e-08,-1.232119583e-11,8374.34178,76.6309048,3169017.62,-22825.03203,55.1200898,-0.005563411420000001,1.157837073e-06,-1.270332301e-10,5.69426203e-15,133445.2571,-337.106046
Ba,1000.0,2222.563526,-34.0797785,2.706751118,-0.000638289449,1.063003846e-06,-9.10262427e-10,3.148062219e-13,21665.49702,5.10254588,-19265792.28,60065.0104,-66.3396413,0.0350756593,-7.80760183e-06,8.0851268e-10,-3.199486918e-14,-358966372,500.75834
Baplus,1000.0,-54231.6755,674.468078,-0.89402725,0.008796642950000001,-1.222812901e-05,8.387953870000001e-09,-2.037964358e-12,79417.7464,26.07063698,8794971.85,-19518.17883,14.85542861,-0.00094042335,-7.03125779e-07,1.667412753e-10,-1.07011731e-14,214680.0732,-92.28264190000002
BaBr,1000.0,-691.2557439999999,-62.4550016,4.79667765,-0.000683800494,1.04394768e-06,-7.4412243e-10,2.172187003e-13,-10113.49165,5.19645487,-1056014042,1034.740207,6.73572938,-0.0037840263,1.952196896e-06,-3.34783188e-10,1.893189803e-14,-19502.33645,-5.06927964
BaBr2,1000.0,-5143.37406,-38.7051846,7.16244697,-0.000369671531,4.68971527e-07,-3.107902475e-10,8.36358205e-14,-51533.1826,0.9741407000000001,-8928.25121,-0.753655889,7.00065821,-2.94982171e-07,7.092392109999999e-11,-8.670038099999999e-15,4.22174231e-19,-51726.6949,1.910185706
BaCL,1000.0,-2661.946867,-77.2499634,4.74610605,-0.000352354888,3.99919835e-07,-1.936413749e-10,4.124048529999999e-14,-17363.28141,3.904455084,-1075410089,1209.303069,6.2725586,-0.00328811031,1.717751087e-06,-2.910607065e-10,1.632658438e-14,-27791.73737,-3.574185216
BaCLplus,1000.0,-895.155669,-133.4692684,4.93541612,-0.000757405451,8.355724e-07,-4.68525851e-10,1.095343103e-13,41251.5599,1.896278378,-18291.98157,-2.931616688,4.50228071,3.67178849e-05,2.396147871e-09,5.4794586e-14,1.174342316e-18,40551.00150000001,4.503765564
BaCL2,1000.0,-1157.501999,-205.4518828,7.83751405,-0.001867700704,2.335378734e-06,-1.531373341e-09,4.08852509e-13,-61156.6528,-5.978149218,-22165.98768,-4.00248381,7.00342674,-1.515820808e-06,3.61184921e-10,-4.38675906e-14,2.125803293e-18,-62190.9527,-1.132439694
BaF,1000.0,25303.17292,-471.69951,6.18503622,-0.0033666788,4.011834559999999e-06,-2.506578601e-09,6.47725816e-13,-37318.7214,-6.22071538,1868380434,-7071.099600000001,14.66959284,-0.0069959502,2.366313845e-06,-3.2877343e-10,1.647896238e-14,3571.78068,-66.6239092
BaFplus,1000.0,28407.19922,-486.357182,5.94605839,-0.002429844077,2.445346729e-06,-1.316757471e-09,2.97488632e-13,17306.39076,-5.95120693,-40544.2367,-17.01997704,4.51305534,2.632753508e-05,2.612088236e-09,-9.502197929999999e-14,6.515176160000001e-18,14744.8657,2.783167711
